advisee	受教授指导选课的学生
explicitly	明确地
explicitly	明确
arsenical	砷的
arsenical	砷
arsenical	含砒素的
arsenical	含砒素
akala	生于夏威夷的一种灌木或攀藤
kenotron	高压整流二极管
astrionics	宇航电子学
promptive	推动的
promptive	推动
promptive	敦促的
promptive	敦促
promptive	激励的
promptive	激励
promptive	激起的
promptive	激起
teratocarcinoma	畸胎癌
mitreboard	斜锯架
anuresis	无尿
impalpably	不能感知地
impalpably	不能感知
impalpably	难以理解地
impalpably	难以理解
elamitic	埃兰人的
elamitic	埃兰人
beefy	象牛肉的
beefy	象牛肉
beefy	健壮的
beefy	健壮
beefy	结实的
beefy	结实
vestibular	门厅的
vestibular	门厅
vestibular	门口走廊的
vestibular	门口走廊
vestibular	前庭的
vestibular	前庭
gobang	五子棋
gobang	联珠棋
abacus	算盘
lensed	有透镜的
lensed	有透镜
fibrotic	纤维变性的
fibrotic	纤维变性
fibrotic	纤维化的
fibrotic	纤维化
shoelace	鞋带
airdate	广播日期
polyhedra	polyhedron
polyhedra	的复数
unep	United
unep	Nations
unep	Environment
unep	Programme
unep	联合国环境规划署
animal	动物
tholobate	圆屋顶座
kench	腌渍箱
meromorphic	亚纯的
meromorphic	亚纯
displease	使不快
displease	使生气
displease	冒犯
displease	惹怒
roadlouse	小型汽车
gold	黄金
gold	金币
gold	金的
gold	金
gold	金制的
gold	金制
upheld	uphold的过去式及过去分词
blandiloquence	甜言蜜语
mycelioid	菌丝体状的
mycelioid	菌丝体状
journalistic	新闻事业的
journalistic	新闻事业
journalistic	新闻从业员的
journalistic	新闻从业员
journalistic	新闻工作者的
journalistic	新闻工作者
futtock	复肋材
involvement	连累
involvement	包含
cocurricular	辅助课程的
cocurricular	辅助课程
lude	安眠酮
card	纸牌
card	卡片
intermarry	通婚
intermarry	近亲结婚
jangle	刺耳响
jangle	吵嚷
phobic	病态性恐惧的
phobic	病态性恐惧
heeled	有后跟的
heeled	有后跟
heeled	带手枪的
heeled	带手枪
heeled	带着钱的
heeled	带着钱
decharge	浅滩
psychognosis	心理诊断术
reprovingly	责难地
reprovingly	责难
reprovingly	申斥地
reprovingly	申斥
bowerbird	澳洲产的一种鸟
overturn	倾覆
overturn	破灭
overturn	革命
overturn	推翻
overturn	颠倒
overturn	翻倒
overturn	翻转
overturn	毁灭
hyperbolist	运用夸张法的人
hellespont	=Dardanelles
overmatter	留在下期刊载的稿件
ucky	黏乎乎的
ucky	黏乎乎
ucky	脏兮兮的
ucky	脏兮兮
ucky	令人厌恶的
ucky	令人厌恶
imploring	恳求的
imploring	恳求
imploring	哀求的
imploring	哀求
sugh	=sough
pernicious	有害的
pernicious	有害
salesite	羟碘铜矿
cobra	眼镜蛇
flexility	柔韧性
flexility	敏捷性
uncustomed	未经海关通过的
uncustomed	未经海关通过
uncustomed	无须付关税的
uncustomed	无须付关税
uncustomed	未付关税的
uncustomed	未付关税
neuropath	神经病患者
shonk	犹太佬
autonetics	自动控制学
communise	=communize
tiepin	领带别针
kampala	坎帕拉
putschism	鼓吹起义
putschism	煽动暴动
chiack	讥笑
chiack	戏弄
easiness	容易
easiness	温和
easiness	舒适
easiness	从容
lighthearted	快乐的
lighthearted	快乐
lighthearted	心情愉快的
lighthearted	心情愉快
trial	试验
trial	考验
trial	审讯
trial	审判
maryology	=Mariology
tret	添量
tret	添头
afflicting	痛苦的
afflicting	痛苦
paranasal	鼻旁的
paranasal	鼻旁
paranasal	鼻侧的
paranasal	鼻侧
amman	安曼
plateful	满盘
plateful	一盘
panegyrist	撰述赞辞的人
panegyrist	致颂词者
raccoon	浣熊
raccoon	浣熊毛皮
pleasurable	快乐的
pleasurable	快乐
pleasurable	愉快的
pleasurable	愉快
pleasurable	合意的
pleasurable	合意
lentando	渐慢地
lentando	渐慢
saponite	皂石
earthnut	花生
earthnut	块根
basecoat	最下面的一层
pedantic	书生气的
pedantic	书生气
sadhe	希伯来语的第十八个字母
yucatec	尤卡坦人
yucatec	尤卡坦语
demarcative	分界的
demarcative	分界
loggy	=logy
overgraze	在上实行过度放牧
overgraze	过度放牧
keelyvine	=keelivine
foregoing	在前的
foregoing	在前
foregoing	前述的
foregoing	前述
gustav	V
gustav	即
gustav	Gustavus
gustav	V
stealing	偷窃
stealing	贼赃
stealing	偷垒
stealing	有偷窃行为的
stealing	有偷窃行为
pudding	布丁
druffen	醉的
druffen	醉
druffen	酒醉的
druffen	酒醉
winning	胜利
winning	获得
winning	获
winning	成功
winning	赢得物
winning	得胜的
winning	胜
winning	胜利的
winning	胜利
winning	动人的
winning	动人
caesarism	君主政治
caesarism	专制政治
malleable	有延展性的
malleable	有延展性
malleable	可锻的
malleable	可锻
marsh	湿地
marsh	湿
marsh	沼泽
marsh	沼泽地
marsh	沼泽
dish	盘
dish	碟
dish	盘装菜
dish	提出
dish	碟形卫星天线
ecarte	纸牌的一种玩法
renfrewshire	伦弗鲁郡
maroc	摩洛哥
feller	樵夫
feller	伐木机
gracilis	股薄肌
flageolet	六孔的木箫
flageolet	音栓之一种
gilthead	乌颊鱼
whitethorn	山楂
saleable	=salable
masonwork	石工
masonwork	砖石建筑物
malanga	暗绿叶黄体芋
anisocytosis	红血球大小不等症
sadden	悲哀
kerygma	福音传道
kerygma	传教问答中强调福音的要旨
thenceforward	从那时
thenceforward	其后
greco	El格列柯
ageusia	味觉的丧失
runproof	不会渗化的
runproof	不会渗化
femicide	杀害女人
femicide	杀害女人者
scrutiny	详细审查
glidingly	流畅地
glidingly	流畅
glidingly	滑行地
glidingly	滑行
glidingly	滑顺地
glidingly	滑顺
camik	海狗皮靴
sulphane	硫烷
cancerous	癌的
cancerous	癌
geopolitist	地缘政治学者
xylocarp	硬木质果
xylocarp	硬木质果树
gaywings	少叶远志
remit	宽恕
remit	赦免
remit	免除
remit	缓和
remit	推迟
remit	汇出
remit	传送
remit	使复职
remit	缓和
remit	汇款
remit	移交的事物
equipment	装备
equipment	设备
equipment	器材
equipment	装置
equipment	铁道车辆
equipment	固定资产
equipment	才能
jouk	闪避
jouk	躲避
myelofibrosis	骨髓纤维变性
perspicuously	显明地
perspicuously	显明
baalize	改信巴尔神
baalize	改崇拜偶像
humper	保险杆
croat	克罗地亚人
lanolated	有羊毛脂的
lanolated	有羊毛脂
truckdriver	运货汽车司机
consanguinity	血亲
consanguinity	血缘
consanguinity	亲密关系
betrothed	已订婚者
betrothed	订婚了的
betrothed	订婚了
cereal	谷类食品
cereal	谷类
psychosexuality	精神性欲
psychosexuality	意淫
eyedropper	点眼药器
nizam	印度
nizam	Hyderabad君主的称号
nizam	土耳其正规军的士兵
nondegree	没有学位的
nondegree	没有学位
recharge	再充电
recharge	再控告
recharge	再袭击
recharge	再袭击
recharge	再袭击
recharge	再装填
epure	草图
willowy	有弹性的
willowy	有弹性
willowy	多柳树的
willowy	多柳树
willowy	苗条的
willowy	苗条
willowy	易弯曲的
willowy	易弯曲
towable	可拖拉的
towable	可拖拉
towable	可牵引的
towable	可牵引
upturned	朝上的
upturned	朝上
upturned	翻过来的
upturned	翻过来
retrofocus	反远距的
retrofocus	反远距
anergy	无反应力
anergy	无力
crucify	十字架上钉死
walla	要人
walla	经办业务人
oceanics	海洋工程学
bellow	吼叫
bellow	怒吼
bellow	咆哮
catalonian	加泰罗尼亚
catalonian	加泰罗尼亚的
catalonian	加泰罗尼亚
incorporeal	非物质的
incorporeal	非物质
incorporeal	无实体的
incorporeal	无实体
incorporeal	灵魂的
incorporeal	灵魂
incorporeal	无形体的
incorporeal	无形体
unimolecular	单分子的
unimolecular	单分子
remembrance	回想
remembrance	记忆
remembrance	问候
remembrance	纪念品
remembrance	记忆力
reid	里德
latent	潜在的
latent	潜在
latent	潜伏的
latent	潜伏
latent	隐藏的
latent	隐藏
latent	隐约的指印
ionopause	电离层顶
diphyodont	双套牙哺乳动物
diphyodont	双套牙的
diphyodont	双套牙
mortal	凡人
mortal	人类
mortal	必死的
mortal	必死
mortal	致命的
mortal	致命
mortal	人类的
mortal	人类
mortal	临终的
mortal	临终
mortal	极端的
mortal	极端
mortal	非常大的
mortal	非常大
suburbia	郊区
suburbia	郊区居民
drearily	沉寂地
drearily	沉寂
drearily	厌倦地
drearily	厌倦
drearily	可怕地
drearily	可怕
treachery	背叛
treachery	背信弃义
treachery	变节
treachery	叛逆行为
dildo	假阴茎
overweening	骄傲的
overweening	骄傲
overweening	自负的
overweening	自负
overweening	夸大了的
overweening	夸大了
despiteously	可鄙地
despiteously	可鄙
despiteously	可恨地
despiteously	可恨
relight	重新燃点
relight	再点火
roneo	誊写版
liebfraumilch	莱茵白葡萄酒
bilobate	二裂片的
bilobate	二裂片
cantiga	短抒情诗
cantiga	民歌
crinoidea	海百合纲
lymphous	淋巴的
lymphous	淋巴
lymphous	淋巴样的
lymphous	淋巴样
filipin	菲律宾菌素
lockless	无锁的
lockless	无锁
lockless	无船闸的
lockless	无船闸
electroengineering	电气工程
electroengineering	电机工程
electroengineering	电工学
electroengineering	电工技术
granulation	使成粒状
granulation	有粒的表面
granulation	粗糙
fifie	旧式捕鲱小渔船
unit	个体
unit	部队单位
unit	最小的整数
strikebreaking	破坏罢工
beata	受赐福之妇女
lenity	慈悲
lenity	宽大处理
penoche	=penuche
coolish	微凉的
coolish	微凉
quizzy	爱打听的
quizzy	爱打听
quizzy	爱查问的
quizzy	爱查问
unshackle	释放
royale	蛋糕饰块
sebe	southeast
sebe	by
sebe	east
headrest	靠头之物
josh	戏弄
josh	说笑
josh	无恶意的戏谑
josh	玩笑
ondometer	波长计
ondometer	频率计
ignatius	伊格内修斯
entreprenant	有上进心的
entreprenant	有上进心
entreprenant	大胆的
entreprenant	大胆
jellify	成凝胶状
barebones	皮包骨的人
resentfluness	充满愤恨
reprovable	该责备的
reprovable	该责备
emptier	排空装置
emptier	抽空机
impercipience	无感觉
impercipience	无知觉
ruffe	梅花鲈
kept	keep的过去式和过去分词
kept	受人资助控制的
kept	受人资助控制
enterologic	肠病学的
enterologic	肠病学
caucus	领导人秘密会议
caucus	核心小组会议
caucus	举行或参加政党领导层秘密的预备会议
unstained	没有沾污的
unstained	没有沾污
unstained	无污垢的
unstained	无污垢
unstained	清白的
unstained	清白
finlander	芬兰人
playmate	玩伴
playmate	游伴
indestructibly	无法破坏地
indestructibly	无法破坏
savings	储蓄
resultant	作为结果而发生的
resultant	作为结果而发生
resultant	合成的
resultant	合成
pickax	镐
kilderkin	小桶或其液量
quietus	偿清
quietus	解除
quietus	寂灭
quietus	死
uncrate	从板条箱中取出
uncrate	打开……的包装
falda	白丝法衣
apology	辩解
apology	道歉
megadyne	兆达因
amplidyne	电机放大机
grub	幼虫
grub	食物
grub	挖
grub	掘
ravishment	强夺
ravishment	销魂
decriminalization	合法化
conjurator	灵媒
conjurator	法师
voluntarily	自动地
voluntarily	自动
voluntarily	以自由意志
rulebook	规则手册
kaapstad	=Cape
kaapstad	Town
breakaway	分离
breakaway	脱逃
doorkeeper	看门的人
wednesday	星期三
girly	像少女的
girly	像少女
girly	合适少女的
girly	合适少女
nucleoid	类核
nucleoid	病毒核心
uninterrupted	不停的
uninterrupted	不停
uninterrupted	连续的
uninterrupted	连续
uninterrupted	未受干扰的
uninterrupted	未受干扰
uninterrupted	不间断的
uninterrupted	不间断
wtp	Wireless
wtp	Transaction
wtp	Layer
wtp	无线办理协议
apothecary	药剂师
apothecary	药师
freezing	冰冻的
freezing	冰冻
freezing	严寒的
freezing	严寒
freezing	冷冻用的
freezing	冷冻用
festally	如节日地
festally	如节日
festally	愉快地
festally	愉快
koumiss	乳酒
koumiss	马奶酒
preignition	提前点火
preignition	自动点火
preignition	预燃
municipalism	自治制
municipalism	地方自治论
sheargrass	剪刀草
idiosyncrasy	特质
idiosyncrasy	特性
glutamine	谷氨酸盐
stalinabad	斯大林纳巴德
bower	凉亭
ani	动画光标文件扩展名
ani	自动号码标识
ultraleft	极左的
ultraleft	极左
blare	号声
blare	奏鸣
triecious	=trioecious
scowl	愁容
scowl	怒容
scowl	暴风雨前的阴沉晦暗
scowl	皱眉头
scowl	怒目而视
scowl	板着脸表示
aposematic	警戒色的
aposematic	警戒色
musicomania	音乐狂
contrite	深感懊悔的
contrite	深感懊悔
contrite	由悔悟引起的
contrite	由悔悟引起
astronaut	太空人
astronaut	宇航员
myrialitre	万升
groovelike	缺乏独创性的
groovelike	缺乏独创性
groovelike	老一套的
groovelike	老一套
groovelike	墨守成规的
groovelike	墨守成规
glasshouse	暖房
glasshouse	玻璃厂
gin	陷阱
gin	起重装
gin	轧棉机
gin	杜松子酒
gin	轧
nummulary	货币的
nummulary	货币
offensively	不愉快地
offensively	不愉快
offensively	讨厌地
offensively	讨厌
ascertainment	探查
ascertainment	发现
holme	=holm
profaneness	渎神
profaneness	污秽
paratactic	并列的
paratactic	并列
unspeakable	无法形容的
unspeakable	无法形容
unspeakable	不能以言语表达的
unspeakable	不能以言语表达
unspeakable	可怕的
unspeakable	可怕
unspeakable	坏透了的
unspeakable	坏透了
pillhead	服药成瘾者
moulin	冰川锅穴
novell	美国Novell公司
novell	以开发网络产品著称
lingeringly	延迟地
lingeringly	延迟
lingeringly	逗留不去地
lingeringly	逗留不去
banker	银行家
oba	奥巴
bemused	困惑的
bemused	困惑
bemused	发呆的
bemused	发呆
lanceolate	矛尖形的
lanceolate	矛尖形
lanceolate	披针状的
lanceolate	披针状
herbary	草本园
herbary	药草园
herbary	菜园
glycerate	甘油酸盐
footy	无足轻重的
footy	无足轻重
footy	保管很差的
footy	保管很差
footy	褴褛的
footy	褴褛
retroflexed	向后弯曲的
retroflexed	向后弯曲
retroflexed	翻转的
retroflexed	翻转
suppletion	补充法
colpitis	阴道炎
lovell	洛弗尔
brooklime	婆婆纳之一种
crawlerway	慢速道
cynegetics	打猎
speculate	推测
speculate	思索
speculate	做投机买卖
nail	指甲
nail	钉
nail	钉子
nail	钉
nail	将……钉牢
circular	圆形的
circular	圆形
circular	循环的
circular	循环
circular	函件
circular	通知
kingbird	必胜鸟类
kingbird	极乐鸟之一种
spirochetosis	=spirochaetosis
goshen	歌珊地
goshen	歌珊
goshen	肥沃的土地
goshen	肥沃的土
hydromedusan	水螅水母的
hydromedusan	水螅水母
eaux	eau
eaux	的复数
vulgarise	=vulgarize
nectared	有花蜜的
nectared	有花蜜
nectared	甘美的
nectared	甘美
distilled	由蒸馏得来的
distilled	由蒸馏得来
footle	呆话
footle	傻事
footle	说呆话
footle	做笨事
footle	浪费时间
volga	伏尔加河
samink	人工饲养貂毛皮
trepan	环锯
trepan	钻孔机
trepan	陷阱
trepan	诱入圈套
trepan	欺骗
trialogue	三人谈
trialogue	三方谈
rightfully	正直地
rightfully	正直
rightfully	正当地
rightfully	正当
solvent	溶解的
solvent	溶解
solvent	有偿付能力的
solvent	有偿付能力
solvent	有溶解力
solvent	溶媒
solvent	溶剂
solvent	解决方法
oxybenzene	羟苯
oxybenzene	苯酚
uneducational	不推进教育的
uneducational	不推进教育
uneducational	无深造作用的
uneducational	无深造作用
algebraical	代数学的
algebraical	代数学
algebraical	代数的
algebraical	代数
itinerant	巡回的
itinerant	巡回
itinerant	巡回者
tumescent	肿起的
tumescent	肿起
tumescent	肿胀性的
tumescent	肿胀性
endocrinotherapy	内分泌疗法
moronic	低能的
moronic	低能
moronic	鲁钝的
moronic	鲁钝
terrorist	恐怖分子
pretty	漂亮的
pretty	漂亮
pretty	可爱的
pretty	可爱
pretty	优美的
pretty	优美
pretty	机灵的
pretty	机灵
pretty	恰当的
pretty	恰当
hologynic	限雌遗传的
hologynic	限雌遗传
hologynic	全雌遗传的
hologynic	全雌遗传
metol	甲氨基粉
incorruption	不腐败
incorruption	清廉洁白
jervis	杰维斯
typeholder	字母托架
warlord	军阀
warlord	军阀式首脑
penult	尾倒数第二音节
penult	倒数第二个
