karstology	岩溶学
libyan	利比亚人
libyan	代利比亚语
reasoningly	理性地
reasoningly	理性
reasoningly	推论地
reasoningly	推论
phrensy	=frenzy
masterful	专横的
masterful	专横
microwave	微波
welsbach	burner韦耳斯拔煤气喷嘴
skyport	直升机机场
leucocyte	白细胞
leucocyte	白血球
tenko	战俘集合
dawning	拂晓
dawning	黎明
paraquet	=parakeet
kaddish	祈祷
taibei	台北
flyaway	轻浮的
flyaway	轻浮
flyaway	不合身的
flyaway	不合身
flyaway	翅状的
flyaway	翅状
flyaway	轻浮的人
flyaway	宽大不合身的衣服
flyaway	海市蜃楼
phyllome	叶
phyllome	叶性器官叶丛
phyllome	叶原体
recrement	废物
recrement	渣滓
recrement	再吸收物质
malacology	软体动物学
sublimize	使高尚
sublimize	使升高
clearly	明朗地
clearly	明朗
clearly	明显地
clearly	明显
clearly	无疑地
clearly	无疑
brimmer	满杯
brimmer	满溢的杯
parasitize	寄生于
parasitize	寄生感染
zontian	诚信社社员
inegalitarian	不平等的
inegalitarian	不平等
inegalitarian	不均等的
inegalitarian	不均等
inegalitarian	赞成不平等的
inegalitarian	赞成不平等
ruggedness	险峻
ruggedness	粗野
rebaptism	再洗礼
rebaptism	新命名
utriculus	=utricle
abase	降低
boatel	水上旅馆
boatel	汽艇游客旅馆
orientalize	东方化
phytochemical	植物化学的
phytochemical	植物化学
biotherapy	生物制剂疗法
pels	象素
dangerousness	危险
satyarahi	不合作主义者
thaumaturgist	奇术师
thaumaturgist	术士
peptize	使成胶体溶液
epistyle	柱顶过梁
paleocene	古新世
paleocene	古新统
vehicular	车的
vehicular	车
vehicular	用车辆运载的
vehicular	用车辆运载
vehicular	作为媒介的
vehicular	作为媒介
trailerable	可放在拖车上载运的
trailerable	可放在拖车上载运
diazole	二唑
diazole	此类化合物的衍生物
pinochle	一种纸牌游戏
pteryla	羽区
slub	搓捻
slub	粗纺线
slub	纺
slub	轻捻
slub	粗纺
vistula	=Wisla
corner	角落
exploitative	开发资源的
exploitative	开发资源
exploitative	剥削的
exploitative	剥削
convexity	凸状
convexity	凸面
photoproduct	光生产物
photoproduct	光化产品
freehold	自由保有
freehold	不动产
anaclisis	依赖别人之心理
bytecode'	NULL)
latria	专对天主的礼拜
latria	专对天主的最高敬拜
olfactory	嗅觉的
olfactory	嗅觉
realizable	可实现的
realizable	可实现
realizable	可实行的
realizable	可实行
realizable	可了解的
realizable	可了解
alarmism	危言耸听
favelado	棚户区居民
tilbury	二轮轻便马车
cascaron	内装碎纸的蛋壳
chitchat	闲谈
chitchat	聊天
aculeated	尖锐的
aculeated	尖锐
aculeated	有刺的
aculeated	有刺
ascites	腹水
aristotelian	亚里斯多德的
aristotelian	亚里斯多德
aristotelian	亚里斯多德学派的
aristotelian	亚里斯多德学派
aristotelian	亚里斯多德学派的人
broadwise	横地
broadwise	横
broadwise	侧面地
broadwise	侧面
organon	推理法
organon	工具论
tenorist	男高音歌手
tenorist	唱次中音者
metacarpus	掌部
metacarpus	掌骨
heroon	庙形坟墓
heroon	英雄祠
skinch	对……吝啬
skinch	节约
skinch	吝惜
histologist	组织学家
objectivity	客观性
objectivity	客观现实
paridigitate	每只脚上趾数相等的
paridigitate	每只脚上趾数相等
aquaria	aquarium的复数
aquaria	见aquarium
oriole	金莺类
oriole	白头翁科的小鸟
antihelix	对耳轮
missel	獬鸫
elementoid	元素状的
elementoid	元素状
antiheroine	不按传统主角品格塑造的女主人公
antiheroine	非正统派女主角
ip	Internet
ip	Protocol
ip	网际协议
handling	处理
handling	操作的
handling	操作
tritish	有点陈腐的
tritish	有点陈腐
tritish	有些落俗套的
tritish	有些落俗套
jekyll	哲基尔医生
clothback	布面书
coplanar	共面的
coplanar	共面
lunitidal	太阴潮的
lunitidal	太阴潮
haemolytic	溶血的
haemolytic	溶血
haemolytic	血球溶解的
haemolytic	血球溶解
epicentral	震中的
epicentral	震中
killdeer	小水鸟的一种
xenophile	喜爱外国人及其文物者
xenophile	亲外者
plaga	纹
plaga	斑点
muscovy	俄国
serena	塞丽娜
serena	爱情小夜曲
apocalypticism	启示论
unimpugned	未被指责的
unimpugned	未被指责
unimpugned	未受怀疑的
unimpugned	未受怀疑
parleyvoo	法国语
parleyvoo	法国人
parleyvoo	讲法国语
squilgee	=squeegee
tubal	管的
tubal	管
tubal	管形的
tubal	管形
tubal	输卵管的
tubal	输卵管
dinghy	小舢板
dinghy	小游艇
conversation	会话
conversation	交谈
helical	螺旋状的
helical	螺旋状
lasher	堰
lasher	堰下的水溏
lasher	鞭打者
whitebait	鲱鱼的幼鱼
whitebait	银鱼
reduction	减少
reduction	缩影
reduction	变形
reduction	缩减量
reduction	约简
reduction	缩小
reduction	降低
reduction	缩图
reduction	缩版
claudicant	跛的
claudicant	跛
claudicant	跛脚的
claudicant	跛脚
erasmus	伊拉兹马斯
licet	那是准许的
licet	那是准许
licet	那是合法的
licet	那是合法
xanthopathia	黄肤症
aurae	气氛
aurae	气味
aurae	光环
aurae	先兆
aurae	预感
overgrew	overgrow
overgrew	的过去式
kahn	test康氏试验
apprehensibility	能理解
testa	介壳
bacterization	借细菌作用治疗或改变
harmonist	和声学者
harmonist	对照研究家
caseose	酪朊
superaddition	追加
superaddition	添加物
concertmaster	首席小提琴手
tribesman	部落男子
outmaneuver	以策略制胜
outmaneuver	以机动性胜过
symptomatic	症状的
symptomatic	症状
symptomatic	征候的
symptomatic	征候
symptomatic	征兆的
symptomatic	征兆
symptomatic	有症状的
symptomatic	有症状
symptomatic	表明……的症候
eradicable	可根除的
eradicable	可根除
everyman	普通人
everyman	一般人
sf	San
sf	Francisco旧金山
sf	science
sf	fiction科幻小说
sf	强调
sf	有力
sf	加强
cher	谢尔河
iridous	亚铱的
iridous	亚铱
iridous	三价铱的
iridous	三价铱
stopped	停止
stopped	停下来
stopped	停止
stopped	停下来
andorra	安道尔共和国
andorra	安道尔市
reinspect	重新视察
reinspect	再考察
gairfowl	=great
gairfowl	auk
stagecoach	公共马车
teeth	牙齿
bedsonia	衣原体属微生物
bedsonia	贝宗体属微生物
ecofreak	一味关注生态保护的怪人
ecofreak	起劲的环境保护论者
drugger	吸毒者
lightkeeper	灯塔的看守人
sonantize	使发浊辅音
caterpillar	毛虫
caecal	盲肠的
caecal	盲肠
trddition	传统
trddition	惯例
willem	the
willem	Silent)
crapshooter	赌双骰的人
republicanize	实行共和政体
republicanize	使成共和国
letup	停止
letup	中止
letup	松懈
letup	停顿
floweriness	似花
floweriness	绚丽
lacerna	短披风
unadvantageous	不利的
unadvantageous	不利
unadvantageous	无助的
unadvantageous	无助
unadvantageous	无益的
unadvantageous	无益
epileptiform	癫痫样的
epileptiform	癫痫样
ciliated	有纤毛的
ciliated	有纤毛
unplantable	不可种植的
unplantable	不可种植
infidel	不信宗教的
infidel	不信宗教
infidel	异端的
infidel	异端
infidel	无信仰者
infidel	异教徒
infidel	异端
eyre	巡回
eyre	巡回法院
wartime	战时
brachiopoda	腕足门
premaxillary	前颌骨的
premaxillary	前颌骨
premaxillary	颌骨前的
premaxillary	颌骨前
cha	茶
ergotamine	麦角胺
leukocytotic	白细胞增多的
leukocytotic	白细胞增多
leukocytotic	白血球增多的
leukocytotic	白血球增多
achates	忠实的朋友
stepstone	楼梯石级
neurosurgery	神经外科
felix	费利克斯
blithe	愉快的
blithe	愉快
blithe	高兴的
blithe	高兴
nightstool	卧室用便器
alien	外侨
alien	外国的
alien	外国
alien	相异的
alien	相异
alien	不同
alien	背道而驰
castalian	诗之泉的
castalian	诗之泉
castalian	灵感源泉的
castalian	灵感源泉
corvina	石首鱼
lineshaft	天轴
lineshaft	总轴
quandary	困惑
quandary	窘境
quandary	进退两难
turkophobe	恐土耳其者
fricandeau	炖小牛肉
flak	高射炮火
akyab	阿恰布
heeling	倾斜
yodel	岳得尔歌
yodel	用真假嗓音陡然互换地唱
block	木块
block	石块
block	块
block	街区
block	印版
block	滑轮
block	阻滞
block	批
block	防碍
block	阻塞
superfluity	额外
superfluity	奢侈品
cuboid	立方体的
cuboid	立方体
cuboid	立方形的
cuboid	立方形
cuboid	三次方的
cuboid	三次方
cuboid	立方的
cuboid	立方
bronchotomy	气管切开术
sunward	朝着太阳
fructuous	多果实的
fructuous	多果实
fructuous	多产的
fructuous	多产
fructuous	会结果实的
fructuous	会结果实
macedoine	杂样水果冻
macedoine	混杂物
scotland	苏格兰
housewife	主妇
housewife	家庭主妇
housewife	针线盒
purser	事务长
purser	主计官
nongrammatical	不合乎文法的
nongrammatical	不合乎文法
eyelike	眼状的
eyelike	眼状
cylindraceous	圆筒状的
cylindraceous	圆筒状
kangaroo	袋鼠
goblet	高脚玻璃杯
goblet	酒杯
tropaeolin	金莲橙
plover	珩
plover	珩科鸟
behest	命令
behest	吩咐
behest	要求
ordonnance	安排
ordonnance	配置
ordonnance	法令
unwarmed	未温热过的
unwarmed	未温热过
unwarmed	未被激动的
unwarmed	未被激动
isokeraunic	=isoceraunic
botany	植物学
platinoid	假铂
platinoid	假白金
microdiagnosis	微诊断
insufferably	不能忍受地
insufferably	不能忍受
extraparliamentary	国会权力以外的
extraparliamentary	国会权力以外
extraparliamentary	非国会所能控制的
extraparliamentary	非国会所能控制
brahminism	婆罗门教
gina	吉娜
densometer	透气度测定仪
densometer	密度计
monogenesis	单源论
paradise	天堂
dithered'	NULL)
backpaddle	逆桨
drive	驾车
drive	驱动器
drive	快车道
drive	推进力
drive	驱使
drive	动力
drive	干劲
drive	击球
drive	开车
drive	驱赶
drive	推动、发动
drive	开车
drive	猛击
drive	飞跑
drive	驱动器
subregion	亚区
inquisitress	女审讯者
inquisitress	女检查官
turnstone	翻石鹬
garboil	混乱
garboil	骚动
solatia	慰藉物
solatia	赔偿物
solatia	solatinm的复数形式
uncase	除套
uncase	从箱子取出
uncase	暴露
mephistopheles	恶魔似的人
mephistopheles	诱惑者
unconditional	无条件的
unconditional	无条件
unconditional	绝对的
unconditional	绝对
unconditional	无限制的
unconditional	无限制
happenstantial	偶然的
happenstantial	偶然
happenstantial	偶然发生的
happenstantial	偶然发生
hyperalgesia	痛觉过敏
zymoplastic	成酶的
zymoplastic	成酶
zymoplastic	凝血的
zymoplastic	凝血
moult	换毛
moult	脱毛
moult	脱毛
moult	换毛
pathography	病情记录
pathography	病史
pathography	病志
blockhouse	碉堡
blockhouse	木舍
blockhouse	圆木小屋
muck	粪肥
muck	垃圾
muck	肥料
muck	施肥
muck	弄脏
muck	捣乱
muck	搞坏
muck	鬼混
jamaican	牙买加人
jamaican	牙买加的
jamaican	牙买加
constringency	收缩
constringency	收敛
imperviously	透不过地
imperviously	透不过
esemplastic	有组织作用的
esemplastic	有组织作用
esemplastic	有融合作用的
esemplastic	有融合作用
bricole	投石器
bricole	间接的一击
gusset	衣袖
gusset	甲胄
gusset	接以三角片
unbearded	无胡须的
unbearded	无胡须
quadriennial	=quadrennial
resplendently	耀眼地
resplendently	耀眼
resplendently	灿烂地
resplendently	灿烂
estanciero	农场主人
estanciero	牧场主人
parkland	公用场地
parkland	公用场
parkland	温带之草木区
zabrze	扎布热(旧称兴登堡
nursing	看护
nursing	养育
hashing	散列法
sabugalite	铝钙铀云母
monographist	专题论文作家
midsemester	学期期中
midsemester	期中考试
unintelligent	缺乏才智的
unintelligent	缺乏才智
unintelligent	愚钝的
unintelligent	愚钝
unintelligent	没有智能力的
unintelligent	没有智能力
tzarevna	=czarevna
cosmological	宇宙哲学的
cosmological	宇宙哲学
cosmological	宇宙论的
cosmological	宇宙论
cosmological	宇宙论的
cosmological	宇宙论
cosmological	宇宙哲学的
cosmological	宇宙哲学
aborad	离口侧
aborad	对口侧
polarograph	极谱记录仪
calendula	金盏草
doctrinaire	教条主义者
pollard	角被割下的动物
pollard	被修剪的树木
pollard	糠
pollard	修剪树枝
sholapur	肖拉普尔
wherefore	为什么
wherefore	因此
wherefore	为此
wherefore	原因
leafed	有叶子的
leafed	有叶子
incivilization	不文明
incivilization	野蛮
lovelace	浪子
lovelace	色鬼
pastellist	粉笔着色画家
europatent	欧洲发明专利
irrigator	灌溉的人
irrigator	灌溉车
irrigator	灌注器
solvate	溶剂化物
confirmedly	坚定地
confirmedly	坚定
confirmedly	根深蒂固地
confirmedly	根深蒂固
indemnitee	接受赔偿者
indemnitee	接受保障者
felicitousness	恰当
felicitousness	适合
orotund	响朗的
orotund	响朗
orotund	洪亮的
orotund	洪亮
orotund	夸大的
orotund	夸大
heterochthonous	不是土生的
heterochthonous	不是土生
heterochthonous	外来的
heterochthonous	外来
rejoicingly	高兴地
rejoicingly	高兴
cella	内殿
cella	内堂
amerindian	美国印地安人或爱斯基摩人
vidicon	摄像机
availablein	有效范围
nutpick	取出胡桃果仁时所用的尖形挑针
adeptness	熟练
adeptness	老练
loadstar	指示方向之星
loadstar	指导原则
hypnos	许普诺斯
thievery	偷窃
thievery	赃物
didactical	教学的
didactical	教学
didactical	教导的
didactical	教导
didactical	教训的
didactical	教训
slurry	泥浆
slurry	浆
jezail	阿富汗长滑膛枪
bft	Binary
bft	File
bft	Transfer
bft	二进制文件传输
phytotoxicity	危害植物的毒性
topically	谈论地
topically	谈论
topically	时事问题地
topically	时事问题
topically	总论地
topically	总论
radioamplifier	高频放大器
hiding	隐匿
hiding	隐藏之事
hiding	痛打
hiding	隐匿之所
autolatry	自我崇拜
oversimple	过于简单的
oversimple	过于简单
orientalia	东方史料
orientalia	东方文物
hilus	门
disastrously	悲惨地
disastrously	悲惨
giddy	眼花缭乱的
giddy	眼花缭乱
giddy	头晕的
giddy	头晕
giddy	轻率的
giddy	轻率
giddy	眩晕
paulette	波莱特
buccal	颊的
buccal	颊
buccal	口的
buccal	口
buccal	口腔的
buccal	口腔
jake	满意的
jake	满意
jake	上等的
jake	上等
jake	乡下佬
jake	家伙
logion	基督的话
logion	名言
logion	箴言
shivery	颤抖的
shivery	颤抖
shivery	令人悚然的
shivery	令人悚然
shivery	寒冷的
shivery	寒冷
shivery	易碎成片状的
shivery	易碎成片状
legato	连奏地
legato	连奏
indistributable	不可分配的
indistributable	不可分配
indistributable	不可散布的
indistributable	不可散布
gentile	非犹太人
gentile	异教徒
gentile	非犹太人的
gentile	非犹太人
gentile	异教徒的
gentile	异教徒
gentile	非摩门教徒的
gentile	非摩门教徒
factually	真实地
factually	真实
factually	确实地
factually	确实
peregrin	隼
peregrin	外侨
peregrin	外国的
peregrin	外国
mephitic	恶臭的
mephitic	恶臭
mephitic	有毒的
mephitic	有毒
steerage	最低票价的舱位
steerage	士官的二等室
steerage	操纵
steerage	驾驶
steerage	掌舵
plu	people
plu	like
plu	us
plu	与我们一样身份的人
briefly	暂时地
briefly	暂时
briefly	简要地
briefly	简要
monseigneur	阁下
monseigneur	有此荣衔的人
suriname	=Surinam
footage	以尺计算长度
footage	电影胶片
puccoon	紫草属植物
ruschuk	=Ruse
caliper	测径器
caliper	卡钳
caliper	弯脚器
caliper	用卡钳测量
megalopteran	广翅目昆虫
faxes	传真
foregather	偶然碰见
foregather	相遇
underwent	undergo的过去式
reflation	通货再膨胀
dynamics	动力学
sniper	狙击兵
reactivate	恢复活动
aliunde	来自其他方面
winchman	绞车手
winchman	卷扬机操纵工
winchman	开关手
lye	碱液
lye	用碱液洗涤
reasonably	适度地
reasonably	适度
reasonably	相当地
reasonably	相当
bondstone	备用石
bondstone	砌合之石
inebrious	喝醉的
inebrious	喝醉
inebrious	醉的
inebrious	醉
highjacker	强盗
highjacker	劫盗
evict	驱逐
evict	逐出
glibly	流利地
glibly	流利
glibly	流畅地
glibly	流畅
underemployed	未充分就业的
underemployed	未充分就业
underemployed	学非所用的
underemployed	学非所用
underemployed	大材小用的人
systole	心脏收缩
heterokaryotic	异核体的
heterokaryotic	异核体
cheetah	印度豹
scanning	扫描
kaaba	建于麦加的伊斯兰教寺院内的圣堂
sundowner	流浪汉
sundowner	暮后小酌
beachbound	往海滨去的
beachbound	往海滨去
arizona	亚利桑那州
disaffiliate	退出
