celticist	研究凯尔特文化的人
unwrought	未加工成成品的
unwrought	未加工成成品
foredone	筋疲力竭的
foredone	筋疲力竭
enteropathogenic	致肠病的:
easiest	容易的
easiest	容易
easiest	轻松的
easiest	轻松
bubo	腹股沟腺炎
fibrinosis	纤维素过多症
fibrinosis	血内纤维蛋白过多症
ascription	归属
delphi	特尔斐
delphi	希腊古都
delphi	因Apollp的神殿而著称
delphi	Borland公司出品的面向对象开发软件包
annaba	安纳巴
delenda	被删去之部份
encephalization	脑形成
apterygial	无翼的
apterygial	无翼
apterygial	无肢的
apterygial	无肢
nim	偷
nim	窃
nim	扒
nim	拿取
nim	夺取
nim	偷窃
bilabiate	两唇的
bilabiate	两唇
newsletter	时事通讯
nudity	裸体
nudity	赤裸
ephebeum	=ephebeion
summerset	=somersault
dichromism	二色视
dichromism	二色
hormonal	荷尔蒙的
hormonal	荷尔蒙
hormonal	激素的
hormonal	激素
houseless	无家的
houseless	无家
houseless	无房屋的
houseless	无房屋
wamus	开襟绒线衫
sideling	斜着
sideling	斜的
sideling	斜
subclass	亚纲
subclass	子集
nosebleed	鼻血
nosebleed	鼻出血
reassert	再断言
reassert	重复主张
growler	咆哮的人
growler	鲈类
oujda	乌杰达
exhumation	发掘
exhumation	尸体发掘
cockily	逞能地
cockily	逞能
cockily	自高自大地
cockily	自高自大
gingerly	小心翼翼地
gingerly	小心翼翼
gingerly	谨慎的
gingerly	谨慎
gingerly	极为小心地
gingerly	极为小心
gingerly	慎重地
gingerly	慎重
gingerly	慎重的
gingerly	慎重
gingerly	谨慎的
gingerly	谨慎
orthognathous	直颌的
orthognathous	直颌
combustible	易燃的
combustible	易燃
hayrack	干草架
hayrack	装有草架之货车
quarantinable	应受检疫的
quarantinable	应受检疫
quarantinable	应隔离的
quarantinable	应隔离
beerslinger	酒吧侍者
palaeontography	化石学
paddler	涉水者
paddler	涉泥浆者
salvy	软膏似的
salvy	软膏似
revisit	再访
revisit	重游
revisit	重临
revisit	第二次访问
rondure	圆形物
rondure	优美的弧形曲线
unscientific	不科学的
unscientific	不科学
unscientific	无科学知识的
unscientific	无科学知识
unscientific	非学术的
unscientific	非学术
morose	郁闷的
morose	郁闷
morose	乖僻的
morose	乖僻
workaholic	工作第一的人
workaholic	专心工作的人
assumpsit	损害赔偿之诉
assumpsit	约定
assumpsit	允诺
incursion	袭击
incursion	侵入
force	力量
force	武力
force	精力
force	魄力
force	势力
force	暴力
force	军队
force	影响力
force	强制
force	强加
force	夺取
force	促使
force	推动
force	施加压力
aesthetical	=aesthetic
vila	维拉港
trismegistus	=Hermes
trismegistus	Trismegistus
umbrous	荫处的
umbrous	荫处
umbrous	被遮荫的
umbrous	被遮荫
dexedrine	中枢神经刺激剂
dexedrine	商标名
preinvasion	入侵之前的
preinvasion	入侵之前
matthew	马太
matthew	马太福音
convivialist	爱宴饮交际的人
choreography	舞蹈术
choreography	舞台舞蹈
helminthiasis	蠕虫病
helminthiasis	肠虫病
scholastical	=scholastic
chaparejos	皮裤
granita	格兰尼它冰糕
oomiac	=umiak
humbert	亨伯特
cesarian	罗马皇帝的崇拜者
cesarian	专制政体的拥护者
cesarian	凯撒的
cesarian	凯撒
browser	n
browser	浏览器
browser	吃嫩叶的动物
browser	浏览书本的人
disappointment	失望
belfast	贝尔法斯特
soddish	极坏的
soddish	极坏
soddish	糟糕的
soddish	糟糕
felicitation	庆祝
felicitation	庆贺
hemocyte	血球
hemocyte	血细胞
laevulin	菊芋糖
gingham	有条纹或方格纹的棉布
gingham	洋伞
variant	不同的
variant	不同
variant	变量
maravedi	西班牙金币
maravedi	铜币
fibber	撒小谎者
semibasement	半地下室
powerpoint	微软公司生产的制作幻灯片和简报的软件
malodor	恶臭
seize	抓住
seize	逮住
seize	夺取
seize	没收
seize	查封
flabbiness	软弱
flabbiness	无气力
rhotic	发r音的
rhotic	发r音
rhotic	辅音前的r全部读出的
rhotic	辅音前的r全部读出
benactyzine	苯乃静
benactyzine	胃复康
calx	金属灰
calx	生石灰
calx	矿灰
plesser	敲诊槌
plesser	叩诊槌
nonclaim	在期限内未提出要求
zoisite	黝帘石
crudification	粗制滥造
mayoral	市长的
mayoral	市长
damocles	达摩克利斯
damocles	为叙拉古暴君Dionysius的宠信
credibility	可信性
sulfamethoxypyridazine	=
sulfamethoxypyridazine	sulphamethoxypyridazine
notably	显著地
notably	显著
notably	特别地
notably	特别
topcoat	夹大衣
spinate	有脊的
spinate	有脊
spinate	有刺的
spinate	有刺
blepharoplast	生毛体
blepharoplast	毛基体
undertaken	undertaked的过去分词
footlights	脚灯
footlights	舞台
banger	香肠
banger	鞭炮
banger	破旧车
suppliance	恳求
suppliance	哀求
poise	平衡
poise	均衡
poise	姿势
poise	镇静
poise	砝码
poise	使平衡
poise	使悬着
poise	保持……姿势
poise	平衡
poise	悬着
poise	准备好
poise	犹豫
antidiuretic	尿分泌抑制剂
antidiuretic	抗利尿剂
antidiuretic	抑制尿分泌的
antidiuretic	抑制尿分泌
tetraspore	四分芽孢
tetraspore	四分胞子
churr	颤鸣
churr	颤鸣声
promiser	立约人
guesstimate	依推测的估计
guesstimate	瞎猜
guesstimate	估计
aminate	氨化
planify	系统规划
planify	编制……的计划
lacerable	撕得碎的
lacerable	撕得碎
regulatory	调整的
regulatory	调整
refashionment	再作
refashionment	重作
ancon	肘托
ancon	悬臂拖梁
hapless	倒霉的
hapless	倒霉
hapless	不幸的
hapless	不幸
septenary	七个一组
septenary	七年期
lockgate	闸门
determining	决定
oogamete	雌配子
euratom	欧洲原子能共同体
complaint	诉苦
complaint	抱怨
complaint	牢骚
complaint	委屈
complaint	疾病
interuniversity	大学间的
interuniversity	大学间
interuniversity	大学校际的
interuniversity	大学校际
caterwauling	猫叫春声
caterwauling	哀诉声
caterwauling	抱怨声
caterwauling	叫春似的
caterwauling	叫春似
callisection	麻醉动物解剖
galactophorous	产乳的
galactophorous	产乳
galactophorous	输乳的
galactophorous	输乳
stenciller	刻模版工
stenciller	模板印刷工具
resistibility	可抵抗性
resistibility	抵抗力
conscription	征召
angolese	安哥拉土人
astronomic	天文学的
astronomic	天文学
astronomic	星学的
astronomic	星学
admonishment	警告
khuzistan	胡齐斯坦省
streptotrichosis	链丝菌病
squatty	矮胖的
squatty	矮胖
xylographer	木刻师
xylographer	刻版师
cephalad	向头部地
cephalad	向头部
somatotrophic	hormone
somatotrophic	生长激素
wctu	Woman''s
wctu	Christian
wctu	Temperance
wctu	Union基督教妇女禁酒联合会
terne	镀铅锡铁板
sanitarian	保健的
sanitarian	保健
sanitarian	保健专家
liveried	穿制服的
liveried	穿制服
liveried	穿规定服装的
liveried	穿规定服装
bla	Bachelor
bla	of
bla	Liberal
bla	Arts
bla	文学士
aar	阿勒河
identity	同一性
identity	身份
identity	一致
identity	特性
identity	恒等式
unimpeachably	无可指责地
unimpeachably	无可指责
sly	狡猾的
sly	狡猾
postharvest	收割期后的
postharvest	收割期后
postharvest	用于采收后的
postharvest	用于采收后
breezeway	有屋顶的通路
canvas	彻底讨论探究
canvas	帆布
rajahship	君主、王公或酋长的地位
upward	向上的
upward	向上
upward	声高的
upward	声高
upward	以上
hitter	打者
hitter	击手
hitter	击球员
horsebean	蚕豆
butler	仆役长
butler	男管家
putzfrau	女清洁工
refitment	修理
refitment	改装
skikda	斯基克达
hippomaniac	有爱马癖者
carved	有雕刻的
carved	有雕刻
microammeter	微安计
gallabiya	宽大的白色长袍
adventure	冒险
adventure	冒险的经历
adventure	冒险
astrolater	天体崇拜者
phototypy	凸版照相术
sophomorical	=sophomoric
sheshbesh	中东巴加门
sheshbesh	中东15
sheshbesh	子游戏
courthouse	法院
courthouse	郡政府所在地
courthouse	郡政府所在
ooze	软泥
ooze	渗出
ooze	泄漏
slavonic	斯拉夫人
slavonic	斯拉夫民族的
slavonic	斯拉夫民族
ell	旧时量布的长度
varna	瓦尔纳
azury	浅蓝色的
azury	浅蓝色
azury	青色的
azury	青色
adipsia	渴感缺乏
affluent	丰富的
affluent	丰富
affluent	富裕的
affluent	富裕
designator	指示者
designator	指定者
folklorist	民俗学者
demonetise	=demonetize
repellent	排斥的
repellent	排斥
schematiye	将……列入计划
moonport	月球火箭发射场
trick	诡计
trick	骗局
trick	恶作剧
trick	窍门
trick	诀窍
trick	欺骗
trick	哄骗
hexagram	六角星形
hexagram	六线形
asthmatoid	似气喘的
asthmatoid	似气喘
asthmatoid	气喘性的
asthmatoid	气喘性
vortumnus	=Vertumnus
ocdm	Office
ocdm	of
ocdm	Civil
ocdm	and
ocdm	Defense
ocdm	Mobilization
ocdm	民防国防动员署
cardindex	将……制成卡片索引
cardindex	将……记入卡片
irrespirable	不适于呼吸的
irrespirable	不适于呼吸
merrythought	叉骨
ruthful	悲哀的
ruthful	悲哀
ruthful	充满感伤的
ruthful	充满感伤
ruthful	引起怜悯
extramundane	超越现世的
extramundane	超越现世
extramundane	物质界以外的
extramundane	物质界以外
deathrate	死亡率
supergalactic	超星系的
supergalactic	超星系
amendment	改善
amendment	改正
arthurian	亚瑟王的
arthurian	亚瑟王
witted	智力……的
witted	智力……
witted	头脑……的
witted	头脑……
nipple	乳头
nipple	奶嘴
uneducable	不可教育的
uneducable	不可教育
uneducable	不堪造就的
uneducable	不堪造就
unworldly	对钱财不感兴趣的
unworldly	对钱财不感兴趣
unworldly	非尘世的
unworldly	非尘世
unworldly	天真的
unworldly	天真
almsfolk	=almsman
meed	报酬
meed	奖赏
meed	赏与
enticing	引诱的
enticing	引诱
enticing	迷人的
enticing	迷人
cochair	担任……的联合主席
vasoconstrictor	血管收缩的
vasoconstrictor	血管收缩
vasoconstrictor	血管收缩神经
vasoconstrictor	血管缩小药
retroflected	=retroflexed
snuff	灯花
snuff	烛花
snuff	鼻吸气息
snuff	气息
snuff	用鼻子使劲地吸
snuff	扑灭
correctional	改正的
correctional	改正
correctional	矫正的
correctional	矫正
correctional	修正的
correctional	修正
carney	哄骗
carney	哄骗的话
liquid	液体
liquid	流体
liquid	流音
liquid	液体的
liquid	液体
liquid	清澈的
liquid	清澈
liquid	透明的
liquid	透明
liquid	明亮的
liquid	明亮
liquid	流动的
liquid	流动
liquid	易变的
liquid	易变
liquid	易变卖的
liquid	易变卖
synonym	同义字
bladebone	肩胛骨
woodruffite	纤锌锰矿
rattoon	=ratoon
gurglet	=goglet
wurley	土著小屋
wurley	土著棚屋
inby	近于……
inby	在附近的
inby	在附近
inby	向内部
inby	向中心
inby	朝内
activating	使活动
undecagon	十一边形
jingo	沙文主义者
scared	恐惧的
scared	恐惧
uplooking	向上看的
uplooking	向上看
uplooking	有志气的
uplooking	有志气
uplooking	有抱负的
uplooking	有抱负
hexahydrothymol	六氢百里香酚
levis	Levis
levis	牌牛仔裤
pluperfect	过去完成时
pluperfect	过去完成时的
pluperfect	过去完成时
fishermen	渔夫
fishermen	钓鱼者
fishermen	渔船
sheeny	光亮的
sheeny	光亮
sheeny	有光泽的
sheeny	有光泽
sheeny	犹太人
comic	滑稽演员
comic	滑稽的
comic	滑稽
comic	喜剧的
comic	喜剧
spatula	抹刀
spatula	压舌板
polycarpellary	多心皮的
polycarpellary	多心皮
areologic	火星科学研究的
areologic	火星科学研究
vasoligation	输精管结扎
truckman	卡车司机
truckman	消防员
brunhilde	布伦希尔德
meniscocytosis	新月形红细胞症
meniscocytosis	镰状红细胞性贫血
excitably	易兴奋地
excitably	易兴奋
renvoi	驱逐出境
luzon	吕宋岛
effervescency	冒泡
effervescency	沸腾
loadage	装载量
volitive	意志的
volitive	意志
volitive	表示意志的
volitive	表示意志
polonia	波兰裔侨民
eidos	文化表相
fistiana	拳击界
polymastia	多乳房畸形
eerie	怪诞的
eerie	怪诞
eerie	可怕的
eerie	可怕
eerie	不安的
eerie	不安
eerie	奇异的
eerie	奇异
obcompressed	倒扁形的
obcompressed	倒扁形
undiscerning	无辨别力的
undiscerning	无辨别力
undiscerning	迟钝的
undiscerning	迟钝
undiscerning	无眼力的
undiscerning	无眼力
unsccur	United
unsccur	Nations
unsccur	Scientific
unsccur	Conference
unsccur	on
unsccur	the
unsccur	Conservationand
unsccur	Utilization
unsccur	of
unsccur	Resources
unsccur	联合国资源保护及利用科学会议
gyrectomy	脑回切除
curricle	一种轻便马车
dependance	=dependence
directtissima	直接攻击
directtissima	直接攀登
bumpily	扑通
balt	波罗的海东南岸地区的居民
ramous	多枝的
ramous	多枝
ramous	分枝的
ramous	分枝
deanery	教区
deanery	院长办公室
hydrosulphuric	/氢硫酸
eunuchoid	似阉人
eunuchoid	似阉人的
eunuchoid	似阉人
eunuchoid	惧内的
eunuchoid	惧内
shall	将
shall	会
lipopectic	脂肪固定的
lipopectic	脂肪固定
pentatonic	五音的
pentatonic	五音
apatetic	拟色的
apatetic	拟色
goad	刺棒
goad	激励物
goad	刺激物
goad	用刺棒驱赶
goad	驱策
goad	激励
goad	刺激
goad	唆使
goad	煽动
absolute	完全的
absolute	完全
absolute	绝对的
absolute	绝对
suboxide	低值氧化物
weewee	撒尿
weewee	撒尿
gnarl	节
gnarl	瘤
gnarl	生节
gnarl	咆哮
gnarl	使有节
gnarl	扭
frigidity	寒冷
frigidity	冷淡
frigidity	性感缺失
chasmophyte	在石缝中生长的植物
autofilter	自动筛选
zinjanthropine	非洲原人
whereinto	进入哪个地方
reluctation	表示不愿意
reluctation	表示勉强
carhop	汽车餐馆的侍者
deaconship	执事
deaconship	会长之职位
fakement	欺骗
fakement	蒙骗
fakement	伪造
fakement	赝品
dismayful	令人丧胆的
dismayful	令人丧胆
dismayful	令人惊愕的
dismayful	令人惊愕
evangelistically	福音传教士地
evangelistically	福音传教士
evangelistically	传道地
evangelistically	传道
cannoli	奶油甜馅煎饼卷
select	选择
select	挑选
select	精选的
select	精选
pronumeral	变元
pronumeral	变项
pronumeral	未知数
unboastful	不自夸的
unboastful	不自夸
unboastful	谦虚的
unboastful	谦虚
pericynthion	=perilune
leggy	腿过长的
leggy	腿过长
leggy	有优美的腿的
leggy	有优美的腿
sinuate	弯弯曲曲的
sinuate	弯弯曲曲
sinuate	波状的
sinuate	波状
quarterdecker	海军官员
quarterdecker	高级船员
accepter	接受人
accepter	承诺人
bissau	比绍
pubes	阴毛
pubes	柔毛
deplorably	可叹地
deplorably	可叹
deplorably	悲惨地
deplorably	悲惨
electrogenesis	产电
hystrichosphere	刺球藻
attainture	公权丧失
attainture	不名誉
attainture	耻辱
cottus	科托斯
unattainable	难到达的
unattainable	难到达
unattainable	做不到的
unattainable	做不到
spotter	私人侦探
spotter	着弹点观察员
tenancy	租佃
tenancy	租赁
unfindable	找不到的
unfindable	找不到
perineuritis	神经束膜炎
reimport	再输入
reimport	再输入的东西
reimport	再进口
reimport	再引进
sesquialtera	=hemiola
zillion	庞大的数字
zillion	无法计算的大数字
stomatic	气孔的
stomatic	气孔
jokul	雪山
muleteer	赶骡人
ambit	范围
crispy	易碎的
crispy	易碎
crispy	精神爽快的
crispy	精神爽快
tetrasyllabic	四音节的
tetrasyllabic	四音节
porifer	多孔动物
porifer	海绵
pyjamas	睡衣
pyjamas	宽长裤
last	最后的
last	最后
last	临终的
last	临终
last	末尾的
last	末尾
last	最近的
last	最近
last	结论性的
last	结论性
last	持续
last	支持
last	维持
last	使维持
last	楦
last	最后
last	后来
last	最后
last	末尾
last	临终
last	鞋楦头
motherlike	母亲似的
motherlike	母亲似
bimeby	不久以后
bimeby	渐渐地
bimeby	渐渐
avidity	热望
avidity	贪婪
fontal	洗礼的
fontal	洗礼
fontal	泉的
fontal	泉
fontal	本源的
fontal	本源
fontal	原始的
fontal	原始
avifauna	鸟类
avifauna	鸟类志
haptotropism	=thigmotropism
gardenesque	花园般的
gardenesque	花园般
nob	头
nob	大人物
nob	有钱人
nob	打头
preestablish	预先设定
preestablish	预先制定
nostril	鼻孔
druidess	女祭司
druidess	女巫师
druidess	女督伊德
ergophobia	工作恐怖
ergophobia	对工作之厌恶
kampar	金宝
citronellol	香茅醇
bridie	布赖迪
bridie	肉馅饼
barley	大麦
poplar	白杨
poplar	白杨木
wireless	无线的
wireless	无线
disubstituted	二基取代了的
disubstituted	二基取代了
