mis	管理情报系统
exceed	超过其他
imperceptibility	没法感知
imperceptibility	看不见
imperceptibility	细微
antifertility	抗生育的
antifertility	抗生育
antifertility	反受精的
antifertility	反受精
antifertility	避孕的
antifertility	避孕
remarkably	非常地
remarkably	非常
remarkably	显著地
remarkably	显著
remarkably	引人注目地
remarkably	引人注目
spuddy	矮胖的
spuddy	矮胖
spuddy	短而粗的
spuddy	短而粗
misuse	误用
misuse	错用
misuse	滥用
misuse	虐待
misuse	误用
misuse	错用
misuse	滥用
misuse	误用之实例
botfly	马蝇
fideicommissary	财产遗赠的受益人
fideicommissary	遗嘱中将部分财产赠予第三者的
fideicommissary	遗嘱中将部分财产赠予第三者
lunilogical	与月球研究有关的
lunilogical	与月球研究有关
embezzlement	盗用
embezzlement	侵占
embezzlement	挪用
brotherliness	弟兄之爱
brotherliness	兄弟的情谊
brotherliness	友爱
pulmonic	肺的
pulmonic	肺
pulmonic	有肺的
pulmonic	有肺
pulmonic	由肺进行地
pulmonic	由肺进行
mailing	农场租金
sensurround	包围感
diplococcus	双球菌
prorogate	=prorogue
crown	王冠
crown	花冠
crown	顶
crown	加冕
crown	顶上有
crown	表彰
crown	使圆满完成
bacteria	细菌
crawler	爬行者
crawler	爬行动物
succedanea	代用药
succedanea	代理人
brachycranial	圆颅型的
brachycranial	圆颅型
barricade	设路障
barricade	路障
noogenic	心理发生的
noogenic	心理发生
noogenic	心理演化的
noogenic	心理演化
noogenic	心理圈的
noogenic	心理圈
passant	向前直走姿势的
passant	向前直走姿势
muteness	哑
muteness	无言
weenie	微小的
weenie	微小
weenie	细小的
weenie	细小
laguey	麻烦的
laguey	麻烦
laguey	极端的
laguey	极端
foamy	全是泡沫的
foamy	全是泡沫
foamy	泡沫的
foamy	泡沫
foamy	起泡沫的
foamy	起泡沫
prelature	=prelacy
brewing	酿造
hisself	pro
hisself	=himself
alleviative	减轻的
alleviative	减轻
alleviative	缓和剂
dizygous	两合子的
dizygous	两合子
dizygous	两受精卵的
dizygous	两受精卵
gentlemen	gentleman的复数
shortchange	少找零头
shortchange	欺骗
reconstituted	再造的
reconstituted	再造
reconstituted	再生的
reconstituted	再生
emotional	情绪的
emotional	情绪
emotional	情感的
emotional	情感
libeler	污蔑者
libeler	损害名誉者
outvalue	比……更有价值
outvalue	价值高过
synaxis	敬拜集会
synaxis	感恩祭
medal	奖章
medal	勋章
medal	纪念章
medal	授予……奖章
leptonic	轻子的
leptonic	轻子
leptonic	产生轻子的
leptonic	产生轻子
immolator	供奉牲礼的人
hargeisa	哈尔格萨
polygala	=milkwort
encyclopedic	如百科辞典的
encyclopedic	如百科辞典
encyclopedic	百科全书式的
encyclopedic	百科全书式
abruptly	突然地
abruptly	突然
abruptly	唐突地
abruptly	唐突
wassermann	=Wassermann
wassermann	test
loveboats	"爱舟"
wrongly	不正当地
wrongly	不正当
wrongly	错误地
wrongly	错误
lequear	花格平顶
flagellator	鞭打者
storefront	店头
storefront	店面
moss	苔
moss	藓
gfr	German
gfr	Federal
gfr	Republic德意志联邦共和国
exabyte	美国Exabyte公司是全球著名的磁带机及磁带库专业化制造商
reflectometry	反射计
gag	塞口物
gag	随口科白
gag	打诨
gag	箝口物
gag	箝制言论
gag	讨论终结
gag	塞物于……的口中
gag	禁止
gag	使窒息
gag	使呕吐
gag	压制言论自由
gag	插科打诨
gag	欺骗
gag	窒息
gag	作呕
gag	欺骗
gag	插科打诨
syncopate	词中省略
tonal	音调的
tonal	音调
gloss	光泽的表面
gloss	光彩
gloss	欺人的表面
gloss	假象
gloss	注释
gloss	使有光彩
gloss	掩饰
gloss	上光于
gloss	注释
gloss	曲解
gloss	发光
gloss	作注释
specilize	特殊化
specilize	专攻
specilize	详述
housecleaner	打扫房屋
autotransfusion	自体输血法
leiomyoma	平滑肌瘤
alembic	蒸馏器
ernestine	欧内斯廷
lunate	新月状的
lunate	新月状
lunate	半月形的
lunate	半月形
subinfeudation	领地分封
subinfeudation	分封地
subinfeudation	分封
circumstanced	在……情况下的
circumstanced	在……情况下
decemvirate	十大官之职位
stockade	栅栏
stockade	围起处
stockade	用栅栏围住
talkie	有声电影
ferrosilicon	铁矽
bayberry	月桂树的果实
vitrophyre	玻斑岩
callable	可随时支取的
callable	可随时支取
callable	请求即付的
callable	请求即付
callable	随时可偿还的
callable	随时可偿还
to	向
to	往
to	给……
to	于……
to	直到……为止
to	在……之前
to	比
to	对
to	Tonga
to	汤加
thema	行政区
chitlin	circuit
magnesuim	镁
toolshed	工具房
toolshed	工具室
multigraph	小型旋转式印刷机
multigraph	其商标名
megohm	兆欧姆
gyroscopic	回转仪的
gyroscopic	回转仪
emporia	商业中心
emporia	大百货店
fabled	寓言中的
fabled	寓言中
fabled	虚构的
fabled	虚构
arboricultural	培植树木的
arboricultural	培植树木
medical	医生
medical	体格检查
medical	医学的
medical	医学
medical	内科的
medical	内科
medical	药的
medical	药
filariid	血丝虫
filariid	血丝虫的
filariid	血丝虫
coverall	包罗万象的
coverall	包罗万象
coverall	无所不包的
coverall	无所不包
worthful	有价值的
worthful	有价值
worthful	宝贵的
worthful	宝贵
worthful	可贵的
worthful	可贵
malthusian	Malthus
malthusian	Malthus
malthusian	主义者
therapeutics	治疗学
therapeutics	疗法
quandong	檀香科树木
figuline	陶制的
figuline	陶制
figuline	陶器
figuline	瓷器
figuline	陶土
automatization	自动化
luxe	豪美
luxe	奢侈
democratism	民主主义
exodontics	拔牙学
exodontics	拔齿学
jargon	行话
lean	倾斜
lean	倾斜度
lean	倚靠
lean	倾向
lean	瘦的
lean	瘦
lean	贫乏的
lean	贫乏
lean	歉收的
lean	歉收
lean	倚靠
lean	倾斜
lean	依赖
lean	倾向
lean	偏向
lean	使倾斜
decease	死亡
notarize	证明
notarize	确认
duodecagon	十二角形
duodecagon	十二边形
solidarist	社会连带主义者
serioso	严肃的
serioso	严肃
biunique	单向双系列对应的
biunique	单向双系列对应
channels	通道
channels	通路
geometric	几何的
geometric	几何
geometric	几何学的
geometric	几何学
mandrake	曼德拉草
mandrake	曼德拉草根
christadelphian	基督弟兄会会员
yankeedom	美国
emphasis	强调
emphasis	重点
legatine	使节的
legatine	使节
legatine	使者的
legatine	使者
legatine	具有使者职权的
legatine	具有使者职权
clairvoyante	女千里眼
detin	除去镀锡物的锡
initiatress	女创始者
initiatress	女传授者
aircraft	航行器
treponema	密螺旋体
sorites	复合三段论
sorites	诡辩法
ranchman	大农场经营者
ranchman	牧场工人
chowderhead	傻瓜
chowderhead	愚笨的人
quarenden	红苹果
strikingly	醒目地
strikingly	醒目
strikingly	引人侧目地
strikingly	引人侧目
backseat	后座
backseat	次要位置
curtness	简略
curtness	草率
collude	串通
collude	勾结
collude	共谋
essential	本质的
essential	本质
essential	实质的
essential	实质
essential	基本的
essential	基本
essential	提炼的
essential	提炼
essential	精华的
essential	精华
essential	本质
essential	实质
essential	要素
essential	要点
projectionist	电影放映员
projectionist	幻灯放映员
projectionist	电视播放员
superphysical	超物质世界的
superphysical	超物质世界
superphysical	已知物理定律所不能解释的
superphysical	已知物理定律所不能解释
vassalic	封臣的
vassalic	封臣
unmarriageable	不适于结婚的
unmarriageable	不适于结婚
unmarriageable	不能结婚的
unmarriageable	不能结婚
typhoidal	伤寒的
typhoidal	伤寒
typhoidal	类伤寒的
typhoidal	类伤寒
clanism	宗族主义
clanism	宗族制度
trustily	忠实地
trustily	忠实
trustily	诚实地
trustily	诚实
specialist	专门医师
specialist	专家
sinicize	使中国化
methaqualone	安眠酮
livelily	生气勃勃地
livelily	生气勃勃
livelily	活泼地
livelily	活泼
livelily	敏捷地
livelily	敏捷
rigidification	硬化
rigidification	僵化
adder	小毒蛇
adder	猪鼻蛇
actinomycin	放射菌素
monography	=monograph
hexavalent	有六价的
hexavalent	有六价
ratomorphic	根据实验鼠的行为来解释人的行为的
ratomorphic	根据实验鼠的行为来解释人的行为
centner	欧洲商用重量单位名称
centner	合五十公斤
digitalis	洋地黄
subtropical	亚热带的
subtropical	亚热带
felicitously	恰当地
felicitously	恰当
felicitously	适切地
felicitously	适切
unpredictable	不可预知的
unpredictable	不可预知
trisomic	二倍加一的
trisomic	二倍加一
trisomic	一套半染色体的
trisomic	一套半染色体
trisomic	三染色体的
trisomic	三染色体
noncaloric	无热量的
noncaloric	无热量
noncaloric	热量极低的
noncaloric	热量极低
mashhad	马什哈德(即麦什德
monotonous	单调的
monotonous	单调
monotonous	无变化的
monotonous	无变化
maniacal	发狂的
maniacal	发狂
maniacal	狂乱的
maniacal	狂乱
scraping	刮
scraping	擦
scraping	挖
scraping	刮削下的碎屑
scraping	刮擦的
scraping	刮擦
scraping	吝啬的
scraping	吝啬
floodometer	潮洪水位测量仪
ormuz	=Hormuz
totem	图腾
totem	标识
totem	徽章
cyclonet	旋流净化器
unaired	不通风的
unaired	不通风
unaired	潮湿的
unaired	潮湿
xanthochroism	黄色现象
isthmic	=isthmian
special	特派员
special	专车
special	专刊
special	特别的
special	特别
special	特殊的
special	特殊
special	专门的
special	专门
special	专用的
special	专用
novobiocin	新生霉素
commando	突击队
commando	水陆装备突击队
quarrying	采石
adrastus	阿德拉斯托斯
pressural	机械压力的
pressural	机械压力
airily	轻盈地
airily	轻盈
airily	快活地
airily	快活
bicentennial	二百年
bicentennial	二百周年纪念
southeastward	往东南
southeastward	东南
barky	含有树皮的
barky	含有树皮
barky	似树皮的
barky	似树皮
champertor	助讼者
chiromancer	手相家
ladderlike	梯状的
ladderlike	梯状
ladderlike	梯式前进的
ladderlike	梯式前进
shamefacedly	羞愧地
shamefacedly	羞愧
shamefacedly	羞怯地
shamefacedly	羞怯
mismatch	使配错
mismatch	使配合不当
mismatch	错配
mismatch	失谐
squeezable	可压挤的
squeezable	可压挤
squeezable	可逼迫的
squeezable	可逼迫
knickknack	小玩意儿
decumulation	积聚物的处理
polymerization	聚合
eyeshot	视界
eyeshot	视野
klooch	女人
halliard	升降索
thropple	咽喉
thropple	气管
telega	四轮运货马车
warn	警告
warn	注意
warn	通知
warn	发出警告
warn	发出预告
slumbercoach	经济卧铺车厢
nur	National
nur	Union
nur	of
nur	Railwaymen全国铁路职工工会
microform	缩微过程
anuclear	无核的
anuclear	无核
anuclear	无细胞核的
anuclear	无细胞核
procaine	普鲁卡因
scunge	借
scunge	借入
intravital	活体的
intravital	活体
intravital	发生于活体内的
intravital	发生于活体内
intravital	作用于活体的
intravital	作用于活体
snubby	短而往上翘的
snubby	短而往上翘
snubby	好轻视人的
snubby	好轻视人
blackhead	黑头粉刺
a	帐上
norsteroid	去甲甾类
norsteroid	去甲类固醇
mohist	墨子信徒
mohist	墨家
iconological	肖像学的
iconological	肖像学
iconological	偶像学的
iconological	偶像学
paramyxovirus	副粘病毒
prosody	诗体论
prosody	作诗法
prosody	韵律学
clockwork	时钟机构
corrade	侵蚀
yalta	雅尔塔
hadj	赴麦加朝圣
splenius	夹肌
monocotyledon	单子叶植物
intourist	前苏联国际旅行社
tryptophane	色氨基酸
algebrist	代数学家
baptistery	洗礼池
baptistery	洗礼用桶
sittable	可坐的
sittable	可坐
sittable	自始至终不必离座的
sittable	自始至终不必离座
salinogenic	能形成盐的
salinogenic	能形成盐
rhinoscopy	照鼻镜检查
rhinoscopy	检鼻法
zhujiang	珠江
presbyter	长老
trencher	挖沟者
trencher	战壕兵
trencher	木盘
trencher	木制食盘的
trencher	木制食盘
trencher	有关膳食的
trencher	有关膳食
stigmatic	有烙印的
stigmatic	有烙印
stigmatic	污辱的
stigmatic	污辱
stigmatic	丑恶的
stigmatic	丑恶
ampersand	的记号名称
gryke	=grike
prismy	棱柱的
prismy	棱柱
prismy	五光十色的
prismy	五光十色
zonal	带状的
zonal	带状
inappreciation	不欣赏
inappreciation	不正确评价
outlie	露营
outlie	放在……外面
decimally	用十进制
decimally	用小数
contempt	轻视
contempt	轻蔑
contempt	耻辱
contempt	不尊敬
contempt	藐视法庭
winebottle	酒瓶
bergsonian	柏格森主义的
bergsonian	柏格森主义
bergsonian	柏格森主义者
divorce	离婚
divorce	脱离
divorce	使离婚
divorce	与……脱离
withdrawment	=withdrawal
extraterritorial	治外法权ality/`ekstrE9teally//
extraterritorial	治外法的
extraterritorial	治外法
extraterritorial	在疆界以外的
extraterritorial	在疆界以外
extraterritorial	rI9tR:rI`AlEtI/n权地
extraterritorial	rI9tR:rI`AlEtI/n权
airport	小型民用机场
airport	私人飞机降落场
ruthenic	钌的
ruthenic	钌
ruthenic	四价钌的
ruthenic	四价钌
aspartate	天
playbox	个人玩具用品箱
hic	嗝
skiogram	=skiagram
orgiac	=orgiastic
psychosomatry	心对身的
psychosomatry	心对身
schoolmaster	教师
schoolmaster	校长
reconvence	再聚会
reconvence	再集会
epidermis	表皮
epidermis	上皮
puntil	顶底杆
polypus	水螅
polypus	息肉
alpenstock	登山杖
diluvian	=diluvial
hyperaphia	触觉过敏
watchfully	警惕地
watchfully	警惕
photoscope	透视镜
scua	Suez
scua	Canal
scua	Users''
scua	Association苏伊士运河使用国协会
biscay	Bay
biscay	of
biscay	比斯开湾
aluminography	铝版术
scalariform	梯状的
scalariform	梯状
scalariform	阶纹的
scalariform	阶纹
gelatose	明胶膘
detailed	详细的
detailed	详细
detailed	逐条的
detailed	逐条
dohc	double
dohc	overhead
dohc	camshaft
dohc	双凸轮轴
sententiousness	简洁
unprofessional	外行的
unprofessional	外行
unprofessional	非职业性的
unprofessional	非职业性
wrb	War
wrb	Refugee
wrb	Board
wrb	战时难民事务委员会
arability	适合耕种
arability	可耕性
schimpfwort	侮辱性称谓
schimpfwort	骂人的话
unsound	不健全的
unsound	不健全
unsound	谬误的
unsound	谬误
unsound	不稳固的
unsound	不稳固
unsound	不安全的
unsound	不安全
unsound	不佳的
unsound	不佳
plattensee	=Balaton
adolescence	青春期
ridable	可以骑的
ridable	可以骑
ridable	可骑马通过的
ridable	可骑马通过
barnard	巴纳德
renunciative	放弃的
renunciative	放弃
renunciative	脱离关系的
renunciative	脱离关系
rasping	锉磨声的
rasping	锉磨声
rasping	令人焦躁的
rasping	令人焦躁
wassat	=what''s
wassat	that
spew	喷涌
freyr	=Frey
oleiferous	产油的
oleiferous	产油
oleiferous	含油的
oleiferous	含油
tubercule	小结节
tubercule	瘤状突起
earlierize	提前做
phellogen	软木形成层
bullfight	斗牛
perplexity	困惑混乱
pintle	枢轴
pintle	舵栓
cicatrize	生成瘢痕
cicatrize	愈合
gastroesophageal	胃食管的
gastroesophageal	胃食管
automatous	机器人的
automatous	机器人
automatous	自动的
automatous	自动
automatous	机械的
automatous	机械
reinfecta	事情尚未完成
ziram	福美锌
illatively	根据推论地
illatively	根据推论
filicoid	羊齿状的植物
filicoid	如羊齿植物的
filicoid	如羊齿植物
gaberones	加贝罗内斯
vibrator	振动器
vibrator	振荡器
vibrator	颤震器
elaterite	弹性沥青
globelet	滴
globelet	小球体
reappraisal	重新估计
reappraisal	重新评价
shona	=Mashona
spirochaetal	由螺旋体引起的
spirochaetal	由螺旋体引起
berime	作诗
berime	以诗讽刺或祝贺
kilometrage	以公里计算的行程
concernedly	担着心
doodad	便宜货
doodad	新出品
doodad	小摆设
lappic	拉普兰语
lappic	拉普兰的
lappic	拉普兰
lappic	拉普兰人的
lappic	拉普兰人
puffiness	虚胖
prodromic	=prodromal
aau	Amateur
aau	Athletic
aau	Union
aau	业余体育联合会
hyperope	远视者
cycadeoid	植物
sleeve	袖子
unhip	非赶时髦派的
unhip	非赶时髦派
unhip	不谙时髦的
unhip	不谙时髦
unhip	不符合集团其他成员所遵循的习俗的
unhip	不符合集团其他成员所遵循的习俗
marshy	沼泽般的
marshy	沼泽般
marshy	生于沼泽的
marshy	生于沼泽
marshy	湿软的
marshy	湿软
madonna	圣母玛利亚
madonna	圣母像
headliner	写标题的记者
