varioloid	假性天花
masquerade	化妆舞会
masquerade	化装
thiobacteria	硫细菌
oophoritis	卵巢炎
lecturee	听演讲者
mostaccioli	意大利斜切短通心粉
forcipressure	钳压术
connectionless	无连接
reindustrialization	再工业化
cheloid	蟹状肿
soap	肥皂
soap	Simple
soap	Object
soap	Access
soap	Protocol
soap	简单对象访问协议
samarinda	三马林达
ejectment	驱逐
anchithere	化石马
ophthalmitis	=ophthalmia
officialis	首席法官
hammerblow	锤打
hammerblow	撞击
hammerblow	类似的冲击
hammerblow	打击
demipique	低鞍头战鞍
elysium	极乐世界
elysium	至福之境
rainproof	雨衣
rainproof	雨披
rainproof	防水的
rainproof	防水
unpruned	未修剪的
unpruned	未修剪
unpruned	任其自然生长的
unpruned	任其自然生长
hedonistic	快乐主义者的
hedonistic	快乐主义者
hedonistic	快乐论的
hedonistic	快乐论
hedonistic	快乐主义的
hedonistic	快乐主义
outweigh	在重量上超过
puddening	船首碰垫
handful	一把
handful	少数
kasolite	矽铅铀矿
roomette	小房间
anticolonial	反殖民主义的
anticolonial	反殖民主义
tarpon	大海鲢
truckway	运货汽车道
eruct	打嗝
eruct	喷出
eruct	喷
imperence	冒失
imperence	无礼
nd	钕
arum	海芋植物
fright	惊骇
fright	吃惊
flap	拍打
flap	拍打声
flap	副翼
flap	拍打
flap	鼓翼而飞
flap	飘动
flap	拉下的边
flap	扔
flap	掷
checkbox	检验栏
checkbox	检验盒
obscenity	淫秽
obscenity	猥亵
southerner	南方人
southerner	居住在南方的人
unsavory	难吃的
unsavory	难吃
unsavory	令人讨厌的
unsavory	令人讨厌
nuff	=enough
abstentious	有节制的
abstentious	有节制
orem	奥勒姆
feather	翎毛
feather	轻的东西
feather	羽毛
feather	长羽毛
feather	用羽毛装饰
feather	射掉的羽毛
schizophreniform	精神分裂症样的
schizophreniform	精神分裂症样
schizophreniform	分裂样的
schizophreniform	分裂样
ardeb	阿德布
explicatory	解说的
explicatory	解说
explicatory	说明的
explicatory	说明
multivibrator	多频振荡器
helluva	很难的
helluva	很难
helluva	很大的
helluva	很大
hencoop	鸡笼
hencoop	埘
samoan	萨摩亚人的
samoan	萨摩亚人
spreathed	痛的
spreathed	痛
spreathed	发红的
spreathed	发红
samarang	=Semarang
smoggy	烟雾弥漫的
smoggy	烟雾弥漫
capelin	香鱼科的小海鱼
clabber	凝结的酸牛奶
clabber	发酵奶
clabber	凝乳
clabber	凝结
clabber	变酸
plainstones	石板
plainstones	板石
plainstones	扁石
knee	膝
knee	膝盖
asbolite	钴土
magnitogorsk	马格尼托哥尔斯克
radioactive	放射性的
radioactive	放射性
radioactive	有辐射能的
radioactive	有辐射能
boshbok	=bushbuck
arrogant	傲慢的
arrogant	傲慢
arrogant	自大的
arrogant	自大
tamburlaine	泰姆勃兰
inauspicious	不幸的
inauspicious	不幸
inauspicious	不吉利的
inauspicious	不吉利
atherosclerotic	动脉粥样硬化患者
atherosclerotic	动脉粥样硬化的
atherosclerotic	动脉粥样硬化
demilitarization	非军事化
demilitarization	解除武装
demilitarization	废除军备
rampant	猖獗的
rampant	猖獗
rampant	蔓生的
rampant	蔓生
rampant	猛烈的
rampant	猛烈
rampant	狂暴的
rampant	狂暴
rampant	跛拱的
rampant	跛拱
chaliced	有杯状花的
chaliced	有杯状花
chaliced	杯中的
chaliced	杯中
epyllion	小型史诗
epyllion	短叙事诗
guarantee	保证
guarantee	保证书
guarantee	担保
guarantee	抵押品
guarantee	保证
guarantee	担保
boskage	丛林
boskage	树丛
boskage	灌木丛
incompatibility	不两立
incompatibility	不相容
beachhead	滩头阵地
beachhead	滩头阵
beachhead	登陆场
beachhead	据点
confer	授予
confer	赠与
confer	把……赠与
confer	协议
confer	协商
confer	交换意见
deformable	可变形的
deformable	可变形
blowhard	吹牛大家
superimpregnation	=superfetation
squaw	女人
squaw	妻子
interceder	调解者
interceder	仲裁者
incommunicability	不能传达
incommunicability	难表达
allspice	多香果
allspice	多香果粉
unkindly	不亲切地
unkindly	不亲切
unkindly	不近人情地
unkindly	不近人情
tubificid	颤蚓
tubificid	颤蚓科环节动物
epistasy	=epistasis
trabeated	横梁式的
trabeated	横梁式
eardrum	耳膜
sodom	罪恶之地
sodom	罪恶之
demark	区别
demark	区分
weighlock	衡闸
kosciusko	科修斯科山(在新南威尔士州东南端
kosciusko	是澳大利亚山脉
divali	=Dewalee
decisionmaker	决策者
fenestra	似窗的小开口
fenestra	小孔
electrothermal	电热的
electrothermal	电热
sugariness	象砂糖
sugariness	甘味
sugariness	糖质
psychomotor	精神运动的
psychomotor	精神运动
rickshaw	黄包车
rickshaw	人力车
xanthogenate	黄原酸盐
hyalography	玻璃书写术
hyalography	玻璃雕刻术
squattage	牧羊场主占有的财产
revalidate	使重新生效
revalidate	使从新有法律效力
flashily	灿烂地
flashily	灿烂
flashily	瞬间地
flashily	瞬间
hombre	男人
hombre	西班牙系的人
cyrenaicism	昔兰尼学派的快乐论
cyrenaicism	昔兰尼主义
fichu	三角形披肩
blusterous	狂吹的
blusterous	狂吹
blusterous	叫嚷的
blusterous	叫嚷
blusterous	咆哮的
blusterous	咆哮
blusterous	虚张声势的
blusterous	虚张声势
blusterous	夸大的
blusterous	夸大
diverticular	憩室的
diverticular	憩室
diverticular	支囊的
diverticular	支囊
unmiter	=unmitre
psychopath	精神病患者
spatial	空间的
spatial	空间
rostellate	有小喙的
rostellate	有小喙
rostellate	有蕊喙的
rostellate	有蕊喙
loyalize	使忠诚
loyalize	使效忠
corpulent	肥大的
corpulent	肥大
corpulent	肥胖的
corpulent	肥胖
surfeit	过食
surfeit	过度
surfeit	恶心
surfeit	使饮食过度
surfeit	使沉溺于
surfeit	饮食过度
styrene	苯乙烯
deadwood	枯枝
deadwood	碎屑
deadwood	朽木
rhizocarpous	多年生草本植物的
rhizocarpous	多年生草本植物
rhizocarpous	宿根的
rhizocarpous	宿根
synchroscope	同步检定器
vinous	葡萄酒的
vinous	葡萄酒
vibronic	电子振动的
vibronic	电子振动
fuguist	赋格曲之作曲家
choosing	选择
choosing	决定
daughterly	女儿的
daughterly	女儿
daughterly	女儿似的
daughterly	女儿似
fission	裂开
fission	分裂
fission	分体
fission	裂变
denaturalization	非自然化
denaturalization	剥夺国籍
denaturalization	变性
gastronome	美食者
gastronome	爱吃的人
irriguous	可灌溉的
irriguous	可灌溉
poppied	多罂粟的
poppied	多罂粟
poppied	鸦片麻醉的
poppied	鸦片麻醉
omnidirectional	全方向的
omnidirectional	全方向
easytran	翻译用电子计算机
mmm	嗯
mmm	Mobil
mmm	Media
mmm	Mode
mmm	移动媒体模式
soubriquet	绰号
soubriquet	浑名
laurie	劳里
waiver	自动放弃
waiver	放弃
waiver	弃权
waiver	弃权证书
barcelona	巴塞罗纳
lallan	苏格兰低地的
lallan	苏格兰低
lallan	苏格兰低地
lallan	苏格兰低
noncommittal	不明朗的
noncommittal	不明朗
noncommittal	不承担义务的
noncommittal	不承担义务
lunch	午餐
gambrel	踝关节
gambrel	复斜屋顶
gambrel	马脚状的铁钩
carbarn	车库
enounce	宣言
enounce	声明
enounce	说出
enounce	发音清晰地读出
azedarach	楝树
azedarach	楝皮
strobilus	=strobile
kiloparsec	千秒差距
daggerboard	活动披水板
daggerboard	中插板
rhinencephalon	嗅脑
hyposmia	嗅觉减退
userkit	用户套件
userkit	连机辅助设备
vulgarity	粗俗
vulgarity	粗俗语
vulgarity	粗野行为
acidic	酸的
acidic	酸
acidic	酸性的
acidic	酸性
raucity	沙哑
raucity	粗哑
anoxemia	缺氧血症
anoxemia	血缺氧
wicked	坏的
wicked	坏
wicked	邪恶的
wicked	邪恶
wicked	缺德的
wicked	缺德
wicked	不道德的
wicked	不道德
wicked	恶劣的
wicked	恶劣
wicked	刻毒的
wicked	刻毒
wicked	淘气的
wicked	淘气
fourfold	四倍的
fourfold	四倍
fourfold	四重的
fourfold	四重
fourfold	四倍
fourfold	四重
ultramodern	超现代化的
ultramodern	超现代化
pulpit	讲道坛
maribor	马里博尔
railcar	铁路车
railcar	有轨车
taurin	=taurine
roughscuff	下层人民
roughscuff	大众
emaciation	瘦弱
emaciation	衰弱
emaciation	憔悴
denitrify	除氮化物
denitrify	除去氮素
cryptozoite	潜隐体
impugn	打击
labilise	=labilize
nepman	苏联新经济政策时期短期经营私人企业者
hatching	阴影
hatching	影线
norse	挪威人的
norse	挪威人
norse	挪威人
plowshare	犁头
midnight	午夜
ethan	伊桑
instability	不稳定
cerography	蜡写法
cerography	蜡画术
endoglobular	在血球内发生的
endoglobular	在血球内发生
endoglobular	血球内的
endoglobular	血球内
driveability	驾驶性能
driveability	操纵性能
driveability	操纵灵活性
cobweb	蜘蛛网
cobweb	蛛丝
bessemerize	用酸性转炉法吹炼
incurability	不能医治
incurability	不能矫正
usom	United
usom	States
usom	Operations
usom	Mission
usom	美国援外使团
featheredge	削薄……的边
featheredge	薄边
poppycock	胡说
poppycock	废话
eponymous	齐名的
eponymous	齐名
monarch	君主
dogmatics	教理论
dogmatics	教理神学
dogmatics	教义学
stopper	塞子
stopper	制动器
stopper	阻塞物
stopper	制止者
stopper	塞住
yale	耶鲁
isophone	同音线
amfortas	安福塔斯
desterilize	恢复使用
desterilize	解禁以供发行货币之用
glucokinase	葡糖激酶
beholden	对……表示感谢
mediaeval	中古的
mediaeval	中古
mediaeval	中世纪的
mediaeval	中世纪
boudin	血肠
boudin	香肠状碎肉
plasterwork	抹灰泥工作
graduand	即将毕业的学生
graduand	即将接受学位者
gymnosophist	秘密信仰的信奉者
gymnosophist	修行者
gymnosophist	天体主义者
sauerbraten	糖醋烤牛肉
barranquilla	巴兰基利亚
housekeeping	家务管理
geotropism	向地性
geotropism	屈地性
droning	发嗡嗡声的
droning	发嗡嗡声
droning	声音低沉单调的
droning	声音低沉单调
latrine	厕所
latrine	公共厕所
anamorphism	岩石变性
multihull	多船体的
multihull	多船体
multihull	多船体船的
multihull	多船体船
chromoneter	精密计时器
disturbedly	被打扰地
disturbedly	被打扰
disturbedly	不安地
disturbedly	不安
markman	=marksman
cell	单元
cell	细胞
cell	蜂房
cell	单人房间
cell	电池
obiit	卒
obiit	逝世
macronutrient	大量养料
macronutrient	大量营养素
macronutrient	常量营养元素
unsophistication	不懂世故
unsophistication	天真
unsophistication	质朴
unsophistication	纯正
hamartoma	错构瘤
shockingly	怕人地
shockingly	怕人
shockingly	非常地
shockingly	非常
supplicatory	恳求的
supplicatory	恳求
supplicatory	祈愿的
supplicatory	祈愿
calque	仿造
calque	仿造词语
calque	直译语
calque	语义转借
calque	译借
uncongeal	融化
uncongeal	融解
uncongeal	解冻
zounds	表示愤怒惊讶的咒骂声
vulcanism	岩石火成论者
drivership	驾驶
drivership	保养和维修技术
marriage	结婚
marriage	婚姻
marriage	婚姻生活
marriage	密切结合
marriage	合并
trunnion	耳轴
responsum	释疑解答
brushback	头侧球
hammer	铁锤
hammer	槌
hammer	锤子
hammer	锤击
hammer	锤打
rabbitry	养兔场
rabbitry	养兔业
orle	内缘饰边
anuretic	尿闭的
anuretic	尿闭
anuretic	无尿症的
anuretic	无尿症
comsymp	同情共党分子
fictionally	杜撰地
fictionally	杜撰
fictionally	编造地
fictionally	编造
steeplechase	障碍赛
microsystem	微系统
customarily	通常
regolith	风化层
regolith	土被
ref	裁判员
calvarial	颅顶的
calvarial	颅顶
calvarial	颅盖的
calvarial	颅盖
sfz	sforzando
triseptate	具三隔膜的
triseptate	具三隔膜
pricy	=pricey
fibroplasia	纤维素增生
puristical	修辞癖的
puristical	修辞癖
puristical	用语简洁的
puristical	用语简洁
salacity	好色
salacity	猥亵
veranda	阳台
veranda	走廊
orins	Oak
orins	Ridge
orins	Institute
orins	of
orins	Nuclear
orins	Studies
orins	橡树岭原子核研究所
subdual	征服
subdual	缓和
subdual	抑制
overrun	泛滥成灾
overrun	超出限度
overrun	蹂躏
overrun	超过
overrun	泛滥
overrun	泛滥
overrun	蔓延
cluster	串
cluster	丛
cluster	丛生
cluster	成群
phonocardiogram	心音图
dither	发抖
listenability	值得一听
animadversion	批评
animadversion	非难
cep	Circular
cep	Error
cep	Probablity
cep	圆概率误差
expenses	费用
expenses	开支
undebatable	无可争辩的
undebatable	无可争辩
undebatable	无可置疑的
undebatable	无可置疑
sibling	兄弟
sibling	姐妹
sibling	同胞
sibling	同属
photolitho	影印石版
vilma	薇尔玛
tortfeasor	犯侵权行为者
kootenay	库特奈语
bordeaux	波尔多葡萄酒
anastomosis	接合
anastomosis	相接
haar	哈雾
exultant	非常高兴的
exultant	非常高兴
exultant	欢跃的
exultant	欢跃
bioconversion	生物转化
jestingly	闹着玩地
jestingly	闹着玩
jestingly	滑稽地
jestingly	滑稽
trinitrophenol	=picric
trinitrophenol	acid
assaultiveness	喜好攻击
assaultiveness	好动武
deboost	推力的减低
deboost	减低推力
retina	视网膜
dubitate	半信半疑
clannish	氏族的
clannish	氏族
clannish	宗族排外的
clannish	宗族排外
clannish	团结心很强的
clannish	团结心很强
evenly	均匀地
evenly	均匀
evenly	平坦地
evenly	平坦
disgruntle	使不高兴
dunderhead	笨蛋
phototropism	趋光性
phototropism	向光性
daunt	沮丧
external	外部的
external	外部
external	客观的
external	客观
external	外用的
external	外用
external	外国的
external	外国
external	表面的
external	表面
external	外部
external	外面
lowerclassman	大学低年级学生
refugo	绝缘用的软木
brushed	拉过绒的
brushed	拉过绒
floridness	鲜丽
floridness	脸色好
culpa	疏忽
culpa	罪
accelerator	加速者
accelerator	加速器
tenable	可维持的
tenable	可维持
colter	犁刀
colter	犁头
nonbeing	=nonexistence
chiao	角
wire	金属丝
wire	电线
wire	电报
wire	电信
wire	铁丝网
wire	用金属丝卷起
wire	拍电报
wire	打电报
wire	金属丝制的
wire	金属丝制
draper	衣料织品商
draper	布料商
rosemalt	=rosemaled
alehouse	出售麦酒的酒店
alehouse	酒馆
distraite	心不在焉的
distraite	心不在焉
chainstitch	链形缝
glossematic	语符学的
glossematic	语符学
kingmaker	拥立国王者
learning	知识
learning	学问
learning	学习
learning	学
sternutatory	催打喷嚏的
sternutatory	催打喷嚏
sternutatory	催嚏剂
creamwove	米色布纹纸
chemoprophylactic	化学预防的
chemoprophylactic	化学预防
chemoprophylactic	化学品预防的
chemoprophylactic	化学品预防
nuclei	nucleus
nuclei	的复数形
precordial	心前的
precordial	心前
studious	勤学的
studious	勤学
studious	认真的
studious	认真
studious	慎重的
studious	慎重
studious	热心的
studious	热心
exheredate	剥夺……的继承权
discohere	失去连贯性
maillot	女游泳衣
maillot	紧身衣
phineas	菲尼亚斯
norwegian	挪威的
norwegian	挪威
norwegian	挪威人
norwegian	挪威语
flandre	=Flanders
sumotori	相扑运动员
sulfapyridine	磺胺嘧啶
stannous	锡的
stannous	锡
stannous	含有锡的
stannous	含有锡
stannous	含二价锡的
stannous	含二价锡
daube	炖肉
dipteral	双翅类的
dipteral	双翅类
dipteral	有双廊的
dipteral	有双廊
dipteral	四周双列柱廊式的
dipteral	四周双列柱廊式
caenozoic	新生界的
caenozoic	新生界
caenozoic	新生代的
caenozoic	新生代
prudish	装正经的
prudish	装正经
prudish	过分规矩的
prudish	过分规矩
oxford	牛津
oxford	牛津大学
leaf	叶
leaf	树叶
leaf	页
leaf	生叶
leaf	翻书页
leaf	翻……的页
oni	Office
oni	of
oni	Naval
oni	Intelligence
oni	海军情报局
ruffed	有环状羽毛的
ruffed	有环状羽毛
jwb	Jewish
jwb	Welfare
jwb	Board犹太人福利委员会
zooecology	动物生态学
killjoy	扫兴的人
killjoy	煞风景
estron	埃斯特纶
chatellany	城主之阶级
chatellany	职位或辖区
stripfilm	幻灯片
stripfilm	片带
stripfilm	片条
subdeaconate	职位
subdeaconate	副执事职位
appointor	任命者
appointor	指定人
appointor	财产受益人
lop	修剪
lop	砍伐
lop	斩
lop	下垂
lop	闲荡
lop	垂下的
lop	垂下
lop	砍下的部分
lop	垂耳兔
kirsten	柯尔斯顿
bali	巴厘岛
inhabitation	居住
inhabitation	有人居住的状态
hemiola	黑米奥拉比例
hemiola	三比二
castellated	造成城形的
castellated	造成城形
castellated	构造如城的
castellated	构造如城
castellated	有城的
castellated	有城
prop	支持者
prop	倚靠人
prop	道具
prop	螺旋桨
prop	支撑
prop	维持
adhesive	带粘性的
adhesive	带粘性
