desoxycorticosterone	=deoxycorticosterone
snowmobile	雪上汽车
anonymous	匿名的
anonymous	匿名
unwoven	unweave的过去分词
atomarium	原子研究设备展览室
atomarium	原子物理展览馆
descriptive	描述的
descriptive	描述
descriptive	叙述的
descriptive	叙述
illinois	伊利诺斯州
provide	供应
provide	供给
provide	准备
provide	预防
provide	规定
wearily	疲倦地
wearily	疲倦
wearily	无聊地
wearily	无聊
celebration	庆祝
celebration	庆典
hugely	巨大地
hugely	巨大
hugely	非常地
hugely	非常
autocade	汽车队伍
bespoke	预约
bespoke	预订
bespoke	显示
tahiti	塔希提岛
bandy	打来打去
bandy	交换
bandy	传播
various	不同的
various	不同
various	各种各样的
various	各种各样
various	多方面的
various	多方面
various	多样的
various	多样
henbane	天仙子
gentleman	阁下
gentleman	先生
gentleman	有身分的人
gentleman	绅士
gentleman	男厕所
gentleman	男盥洗室
fratch	争论
fratch	吵架
fratch	争论
kit	成套工具
kit	用具包
kit	工具箱
kit	成套用具
glosseme	语符
glosseme	义位
bulwark	壁垒
bulwark	防波堤
restate	重新叙述
restate	重申
braille	盲人用点字法
braille	用盲字印
rfz	rinforzando
rfz	加强
whiter	白的
whiter	白
whiter	苍白的
whiter	苍白
gynecologic	妇产科医学的
gynecologic	妇产科医学
erk	英皇家空军阶级最低的兵
alphonso	阿方索
portapak	便携式摄像录像机
wildling	野生动物或野生植物
peaky	尖峰的
peaky	尖峰
peaky	多峰的
peaky	多峰
wlm	women''s
wlm	liberation
wlm	movement
wlm	妇女解放运动
logical	合乎逻辑的
logical	合乎逻辑
logical	合理的
logical	合理
increately	非创造出来地
increately	非创造出来
increately	原存地
increately	原存
recoal	重新添煤
ditch	沟
ditch	沟渠
ditch	壕沟
valvelet	=valvule
pedophilia	恋童癖
marmot	旱獭
marmot	土拨鼠
underscrub	下木
underscrub	林下灌丛
linoleate	亚油酸盐
jowled	有垂肉的
jowled	有垂肉
jowled	双下巴的
jowled	双下巴
biliverdin	胆绿素
mhz	兆赫
grade	等级
grade	级别
grade	评分
grade	评级
grade	分等级
ruhmkorff	coil
ruhmkorff	伦可夫感应线圈
hematogenous	造血的
hematogenous	造血
hematogenous	血性的
hematogenous	血性
tremissis	拜占庭帝国金币
tremissis	早期西欧金币
pityingly	可怜地
pityingly	可怜
pityingly	同情地
pityingly	同情
agedness	老年
agedness	高龄
postmitotic	有丝分裂期后的
postmitotic	有丝分裂期后
cashdrawer	存放现金的抽屉
zululand	祖鲁兰
elegiac	哀歌体的
elegiac	哀歌体
elegiac	挽歌的
elegiac	挽歌
elegiac	哀歌
elegiac	挽歌
plumpy	丰满的
plumpy	丰满
daredeviltry	鲁莽大胆
daredeviltry	蛮勇
pentahydrate	五水合物
machicoulis	堞眼
machicoulis	枪眼
scrap	小片
scrap	废料
scrap	剪下来的图片
scrap	文章
scrap	残余物
scrap	废料
scrap	打架
scrap	扔弃
scrap	敲碎
scrap	拆毁
scrap	互相殴打
scrap	零碎的
scrap	零碎
scrap	废弃的
scrap	废弃
concelebration	共祝圣餐
xenophobia	仇外
xenophobia	惧外者
reformative	改进的
reformative	改进
reformative	改善的
reformative	改善
forbye	接近
forbye	其他
quadrangularly	四边形地
quadrangularly	四边形
quadrangularly	正方形或矩形地
quadrangularly	正方形或矩形
alalia	言语不清
alalia	哑
algae	藻类
algae	海藻
tadzhiki	=Taijiki
worm	虫
worm	蠕虫
worm	蚯蚓
worm	蜗杆
worm	螺纹
worm	小人物
worm	蠕行
worm	慢慢前进
worm	使蠕行
worm	慢慢地走
worm	给除虫
beestings	牝牛产后的初乳
agrobusiness	=agribusiness
coteau	山谷的一侧
curt	简略的
curt	简略
astrophotometry	天体光度测量
gradation	分等级
gradation	顺序
gradation	阶级
scrimmage	混战
scrimmage	并列争球
scrimmage	并列争球
scrimmage	混战
tricarpellary	三心皮的
tricarpellary	三心皮
aardvark	土豚
ocellus	眼孔班
bhl	Bachelor
bhl	of
bhl	Hebrew
bhl	Letters
bhl	希伯来文学学士
idiotype	个体基因型
idiotype	个体遗传型
garibaldist	加里波第的拥护者
cisalpine	阿尔卑斯山这一边的
cisalpine	阿尔卑斯山这一边
cisalpine	其南侧的
cisalpine	其南侧
venerably	尊敬地
venerably	尊敬
venerably	崇敬地
venerably	崇敬
avicide	杀害鸟类
prognosticate	预言
japanning	涂漆
makeevka	=Makeyevka
roue	放荡者
roue	享乐者
juvenscence	年轻
emeerate	=emirate
megalith	巨石
allopathic	对抗疗法的
allopathic	对抗疗法
tacitly	肃静地
tacitly	肃静
tacitly	沉默地
tacitly	沉默
greaser	加油器
decad	十
decad	由十个构成的一组
bizonal	二地区的
bizonal	二地区
bizonal	分为二地区的
bizonal	分为二地区
intelligibly	易理解地
intelligibly	易理解
sisyphus	科林斯王
bigeminy	二联脉
incontinent	不能自制的
incontinent	不能自制
incontinent	无节制的
incontinent	无节制
incontinent	荒淫的
incontinent	荒淫
incontinent	失禁的
incontinent	失禁
incontinent	仓促地
incontinent	仓促
incontinent	立即
clownage	小丑之行为或工作
palindrome	回文
unswear	违背誓言
unswear	食言
novennial	每九年的
novennial	每九年
isothere	等夏温线
peke	狮子狗
peke	哈巴狗
mopus	es)
mopus	[常作mopus
hydrous	含水的
hydrous	含水
subservient	屈从的
subservient	屈从
subservient	有帮助的
subservient	有帮助
subservient	有用的
subservient	有用
subservient	奉承的
subservient	奉承
loggia	凉廊
loggia	房屋敞向花园的部份
determinant	决定性的
determinant	决定性
antisudorific	止汗剂
antisudorific	防汗剂
antisudorific	止汗的
antisudorific	止汗
divisibility	可分割
divisibility	整除性
divisibility	可除尽
spatuliform	=spatulate
viking	海盗
viking	北欧海盗
viking	斯堪的纳维亚人
percent	百分比
percent	百分数
unlovely	不可爱的
unlovely	不可爱
unlovely	讨人嫌的
unlovely	讨人嫌
unlovely	不漂亮的
unlovely	不漂亮
unlovely	丑的
unlovely	丑
farmy	有田地的
farmy	有田
farmy	有农场的
farmy	有农场
wahabee	瓦哈比教派的教徒
misandry	对男性之厌恶
tuitionary	讲授的
tuitionary	讲授
tuitionary	学费的
tuitionary	学费
isograph	求根仪
peppertree	胡椒树
invar	不胀钢
planigraph	图器
palingenesis	新生
palingenesis	转生
palingenesis	轮回
papaveraceous	罂粟科的
papaveraceous	罂粟科
dyeable	可染色的
dyeable	可染色
tribromide	三溴化合物
malpighian	马尔皮基的
malpighian	马尔皮基
threeman	三人共同管理的
threeman	三人共同管理
nuclein	核蛋白质
nuclein	核素
vicariance	地理分隔
iula	世界地方自治联盟
gratifying	悦人的
gratifying	悦人
gratifying	令人满足的
gratifying	令人满足
lutose	覆盖有泥状粉质物的
lutose	覆盖有泥状粉质物
tupek	=tupik
offering	提供
offering	奉献物
offering	献礼
offering	祭品
errata	正误表
errata	勘误表
fiftyfold	五十倍的
fiftyfold	五十倍
fiftyfold	五十倍地
fiftyfold	五十倍
peroration	结束语
peroration	演讲高谈阔论
cholerine	轻症霍乱
imbrue	玷污
imbrue	把……浸
imbrue	使充满
eric	Educational
eric	Resources
eric	Information
eric	Center
eric	科教资源信息中心
himalaya	Himalayas
excurvature	向外弯曲
kylix	基里克斯陶杯
reship	把……再装上船
reship	再上船
ensiform	剑形的
ensiform	剑形
barytone	男中音
barytone	男中音歌者
barytone	低音铜管乐器
hypophoria	下隐斜视
gliding	流畅的
gliding	流畅
gliding	滑行的
gliding	滑行
gliding	滑顺的
gliding	滑顺
matted	有席子的
matted	有席子
matted	缠结的
matted	缠结
matted	纠缠的
matted	纠缠
matted	无光泽的
matted	无光泽
matted	暗淡的
matted	暗淡
bayadere	舞妓
fast	紧的
fast	紧
fast	牢的
fast	牢
fast	忠实的
fast	忠实
fast	快速的
fast	快速
fast	耐久的
fast	耐久
fast	紧的
fast	紧
fast	牢固地
fast	牢固
fast	很快地
fast	很快
fast	紧紧地
fast	紧紧
fast	彻底地
fast	彻底
fast	禁食
fast	绝食
fast	斋戒
fast	绝食
fast	斋戒
mischoice	错误的选择
mischoice	不恰当的选择
educatee	受教育者
biblical	圣经的
biblical	圣经
cask	桶
cask	木桶
cask	装入桶中
fingerlike	指状的
fingerlike	指状
headstone	墓石
headstone	基石
pusillanimous	懦弱的
pusillanimous	懦弱
pusillanimous	胆小的
pusillanimous	胆小
pusillanimous	优柔寡断的
pusillanimous	优柔寡断
charpit	烧木炭的坑
sociogenic	社会引起的
sociogenic	社会引起
sociogenic	社会因素影响的
sociogenic	社会因素影响
despoil	夺取
despoil	掠夺
caterwaul	猫叫春声
caterwaul	刺耳的尖叫声
caterwaul	叫春
caterwaul	发尖叫声
caterwaul	吵架
evacuee	撤离者
evacuee	被疏散者
fortuitous	偶然的
fortuitous	偶然
fortuitous	幸运的
fortuitous	幸运
labiate	唇形的
labiate	唇形
labiate	唇形科植物
fenderboard	挡泥板
linksman	高尔夫球员
reformulate	再用形式表示
wand	棒
wand	棍
wand	杖
wand	嫩枝
deperm	减少磁性
deperm	使消磁
impoundment	被坝所围住的水
impoundment	扣留
cupriferous	含铜的
cupriferous	含铜
disassembly	拆卸
disassembly	分解
disassembly	解体
distributing	分配
distributing	分发
distributing	分布
roric	露水的
roric	露水
roric	似露水的
roric	似露水
roric	带露水的
roric	带露水
motorama	汽车展览
tachinid	寄蝇
renardite	黄磷铅铀矿
elsass	=Alsace
obelize	加剑号
obelize	加疑问号
inextinguishable	不能消灭的
inextinguishable	不能消灭
inextinguishable	压不住的
inextinguishable	压不住
mitrailleuse	老式机枪
nintendo	任天堂
karpathos	喀帕苏斯岛
barbacan	碉堡或其他类似的防御工事
mucic	黏酸的
mucic	黏酸
mucic	黏液的
mucic	黏液
unrhythmic	无韵律的
unrhythmic	无韵律
unrhythmic	没有节奏的
unrhythmic	没有节奏
eyelash	睫毛
radioheating	射频加热
oozy	软泥的
oozy	软泥
volcanologist	火山学家
frilly	镶褶边的
frilly	镶褶边
propaganda	宣传
propaganda	传道总会
oligochrome	只用少数颜色的
oligochrome	只用少数颜色
zakiya	扎吉雅
linkswoman	女高尔夫球员
spawn	菌丝
spawn	产物
spawn	产卵
fusspot	老是大惊小怪的人
hognose	切削刃磨圆的
hognose	切削刃磨圆
powerlifting	力量举重
ulianovsk	=Ulyanovsk
selvaged	有织边的
selvaged	有织边
subchaser	驱潜艇
syntechnic	异种趋同的
syntechnic	异种趋同
setigerous	=setiferous
medalist	设计奖章者
medalist	受领奖章的人
chasuble	十字褡
chamiso	一种蔷薇属灌木
outsoar	比……飞得高
outsoar	飞在……之上
outsoar	高飞超出
yob	游手好闲且而令人讨厌的人
backgrounder	政府官员举行的记者招待会
basswood	椴木
freightage	货运
lightly	轻轻地
lightly	轻轻
lightly	轻松地
lightly	轻松
burp	饱嗝儿
burp	打嗝
burp	打饱嗝
sclerotin	骨质
sclerotin	壳硬蛋白
fadge	适合
fadge	成功
matlock	马特洛克
aspirant	有抱负者
aspirant	有野心者
aspirant	上进的
aspirant	上进
aspirant	有野心的
aspirant	有野心
luddism	Luddite
luddism	劳工运动
frutex	灌木
lapidicolous	生长在石头底下的
lapidicolous	生长在石头底下
unionist	联合主义者
unionist	工会会员
unionist	工会主义者
paradoctor	伞降医生
eclat	显赫之成功
eclat	荣誉
bromine	溴
potentate	当权者
lincolniana	林肯文物
mossback	绿毛龟
mossback	动作迟缓的大鱼
mossback	野牛
mossback	乡巴佬
mossback	头脑守旧的人
mossback	极端保守的人
tailband	书脊底带
tailband	堵头布
baculum	阴茎骨
glucoreceptor	葡
hornbill	犀鸟
hornbill	犀鸟科
myrmecophile	蚁冢昆虫
francicize	使采用法语
francicize	使改用法语
pragmatical	独断的
pragmatical	独断
semiarid	雨量非常少的
semiarid	雨量非常少
semiarid	半干旱的
semiarid	半干旱
airmanship	飞行术
airmanship	导航技术
ganglion	力量、兴趣、活动等的中心
paperwhite	多花水仙
barrage	拦河坝
barrage	堰
barrage	阻塞
barrage	弹幕射击
villatic	别墅的
villatic	别墅
budapest	布达佩斯
ionicity	电离度
ionicity	离子性
voiced	有声的
voiced	有声
voiced	浊音的
voiced	浊音
snoop	探听
snoop	调查
snoop	偷窃
snoop	到处窥视
snoop	爱管闲事的人
snoop	私家侦探
visitant	贵宾
visitant	幽魂
hashish	以印度大麻提炼的麻药
mantissa	尾数
boswell	为密友写传记的人
boswell	为名人详细记述言行的人
kaif	麻醉品
kaif	精神恍惚
flexor	屈肌
multiparous	一胎多子的
multiparous	一胎多子
multiparous	经产的
multiparous	经产
multiparous	非初产的
multiparous	非初产
multiparous	多产的
multiparous	多产
undoubtedly	无庸置疑地
undoubtedly	无庸置疑
undoubtedly	的确地
undoubtedly	确
retrospect	回顾
stylish	时髦的
stylish	时髦
stylish	漂亮的
stylish	漂亮
stylish	流行的
stylish	流行
kindlessly	薄情地
kindlessly	薄情
kindlessly	冷酷地
kindlessly	冷酷
avirulent	无毒力的
avirulent	无毒力
avirulent	无致病力的
avirulent	无致病力
avirulent	无毒性的
avirulent	无毒性
portfolio	部长职务
sedimentologic	/
sedimentologic	沉积学的
sedimentologic	沉积学
earldom	伯爵的身份
cybernetic	控制论的
cybernetic	控制论
hypsometrical	测高术的
hypsometrical	测高术
indisputability	无争辩的余地
indisputability	无争辩的余
indisputability	明白
hamadryas	狒狒
rostella	rostellum
rostella	的复数
siratro	大翼豆
siratro	色拉豆
orthotropism	直生性
odophone	香味等级
bocce	=boccie
sinophile	亲华的
sinophile	亲华
sinophile	爱好中国的
sinophile	爱好中国
upholster	装饰
upholster	装潢
flammability	易燃
flammability	可燃性
olibanum	=frankincense
eluvium	残积层
eluvium	因风吹积的细砂土
gourde	海地的货币单位
polecat	臭猫
polecat	北美产之臭鼬类
ribgrass	长叶车前草
protrudent	突出的
protrudent	突出
protrudent	伸出的
protrudent	伸出
premonitor	预先警告者
chronology	年代学
chronology	年表
demonstrably	确然
handwrite	用手写
handwrite	亲手写
spline	方栓
spline	齿条
spline	止转楔
spline	花键
spline	用花键联接
spline	开键槽
phosphorylation	磷酸化
reminisce	回忆
hathoric	爱神哈索尔的
hathoric	爱神哈索尔
lincomycin	林肯霉素
lincomycin	洁霉素
varsity	大学运动代表队
varsity	大学
varsity	大学代表队的
varsity	大学代表队
cordotomy	脊髓前侧柱切断术
cordotomy	脊髓索切开术
righthearted	正直的
righthearted	正直
righthearted	诚实的
righthearted	诚实
hystricomorphic	豪猪型亚目的
hystricomorphic	豪猪型亚目
homefelt	痛切感到的
homefelt	痛切感到
homefelt	舒适自在的
homefelt	舒适自在
multicell	多单元
woodstock	伍德斯托克音乐节
arrivederci	再会
rauvite	红钒钙铀矿
lunokhod	无人驾驶月面自动车
erberry	接骨木之果实
erberry	接骨木
gammer	老妪
gammer	乡下老太婆
nearness	靠近
nearness	接近
unmarried	未婚的
unmarried	未婚
unmarried	单身的
unmarried	单身
shoulda	=should
shoulda	have
incontestably	无讨论余地地
incontestably	无讨论余
opuscule	小作品
perigynous	周位的
perigynous	周位
perigynous	周位排列的
perigynous	周位排列
minor	未成年人
minor	副修科目
minor	较小的
minor	较小
minor	次要的
minor	次要
minor	二流的
minor	二流
minor	未成年的
minor	未成年
minor	辅修
minor	小调
minor	小音阶
checkrein	马缰
checkrein	控制
checkrein	控制
infuriation	激昂
infuriation	激怒
equivalve	两壳形式和大小相同的
equivalve	两壳形式和大小相同
financial	财政的
financial	财政
financial	金融的
financial	金融
biodegradable	生物所能分解的
biodegradable	生物所能分解
tetracid	四酸
glassy	象玻璃的
glassy	象玻璃
fetoscopy	用胎儿镜观察胎儿
wonderment	惊奇
wonderment	惊叹
xcv	罗马数字
xcv	95
nls	natural
nls	language
nls	support
nls	自然语言支持
matronly	主妇似的
matronly	主妇似
matronly	主管的
matronly	主管
matronly	安祥的
matronly	安祥
matronly	尊严的
matronly	尊严
indecorously	无礼地
indecorously	无礼
wound	创伤
wound	伤口
wound	伤
wound	伤寒
wound	击伤
proteinic	蛋白质的
proteinic	蛋白质
enwind	缠绕
phosphureted	与磷化合的
phosphureted	与磷化合
crustaceous	硬皮的
crustaceous	硬皮
crustaceous	外壳的
crustaceous	外壳
reserves	储量
scullion	卑鄙的人
social	社会的
social	社会
social	爱交际的
social	爱交际
social	社交的
social	社交
social	群居的
social	群居
