scholasticism	经院哲学
fancy	想象力
petropower	富油国
petropower	石油强国
sprue	注入口
sprue	熔渣
sprue	口炎性腹泻
ruthless	无情的
ruthless	无情
ruthless	残忍的
ruthless	残忍
wallflower	桂足香
wallflower	桂香香水
wallflower	局外人
imaginably	可想象地
imaginably	可想象
imaginably	想象得出的
imaginably	想象得出
nonantagonistic	非对抗性的
nonantagonistic	非对抗性
chaetognath	毛颚类动物
nicotin	=nicotine
unemployed	失业的
unemployed	失业
unemployed	未被利用的
unemployed	未被利用
buttlegging	偷税漏税贩运香烟
imbrute	使沦为禽兽
imbrute	堕落
imbrute	残忍
blockbusting	街区房地产跌涨牟利
puttyblower	射豆枪
puttyblower	玩具枪
jolterhead	笨人
jolterhead	大脑袋
sinew	肌肉
sinew	精力
sinew	体力
sinew	原动力
sinew	腱
sinew	赋予力量
sinew	加强
polycondensation	缩聚
keratose	角质的
keratose	角质
keratose	角质物质
diorite	闪长岩
ketolic	有酮醇官能团的
ketolic	有酮醇官能团
hydride	氢化物
status	身份
status	地位
status	情形
status	状况
nonobjectivism	抽象艺术
nonobjectivism	艺术的抽象主义
noncontradiction	没有矛盾
sforzando	强调音符
sforzando	加强的
sforzando	加强
sforzando	加强地
sforzando	加强
mamelon	圆丘
pipeless	无管的
pipeless	无管
petiolule	小叶柄
dumb	哑的
dumb	哑
dumb	无说话能力的
dumb	无说话能力
dumb	不说话的
dumb	不说话
dumb	无声音的
dumb	无声音
interested	感兴趣的
interested	感兴趣
interested	有成见的
interested	有成见
interested	有权益的
interested	有权益
protactinium	镤
wizened	枯萎的
wizened	枯萎
wizened	消瘦的
wizened	消瘦
methemoglobin	=methaemoglobin
moonfaced	圆脸的
moonfaced	圆脸
filiform	丝状的
filiform	丝状
filiform	纤维状的
filiform	纤维状
selective	选择的
selective	选择
selective	选择性的
selective	选择性
seaweed	海草
seaweed	海藻
thud	砰击声
thud	重击
thud	砰的一声掉下
thud	轰的一声
thud	砰地击中
pearly	珍珠似的
pearly	珍珠似
pearly	用珍珠装饰的
pearly	用珍珠装饰
yucca	丝兰
nantes	南特
higgle	讨价还价
higgle	讲价
beaky	像鸟嘴的
beaky	像鸟嘴
subtilize	过分精细
subtilize	使稀薄
lepcha	雷布查人
reflectivity	反射率
epsom	英国
epsom	Surrey
epsom	州的市镇
epsom	Epsom
epsom	赛马
superinfection	重复感染
superinfection	双重感染
rumpbone	骶骨
tsarist	主张独裁政治者
tsarist	俄国帝制的
tsarist	俄国帝制
saboteur	从事破坏活动者
saboteur	怠工者
indolent	懒惰的
indolent	懒惰
indolent	不痛的
indolent	不痛
dirge	挽歌
dirge	哀悼歌
toeshoe	芭蕾舞鞋
coadjutress	女助手
coadjutress	女助理
whence	来处
whence	根源
whence	从何处
whence	从哪里
whence	拒此
whence	pro
whence	何处
macromolecule	巨大分子
macromolecule	高分子
pulldown	折叠式的
pulldown	折叠式
pdsa	People''s
pdsa	Dispensary
pdsa	for
pdsa	Sick
pdsa	Animals
pdsa	"人民"兽医药房
snig	小鳗鱼
re	symb
re	铼
smokebell	灯罩
autoecious	寄生的
autoecious	寄生
autoecious	异苞同株
modus	方法
modus	形式
wonna	=will
wonna	not
cannel	烛煤
lists	竞技场
muskone	=muscone
calfhood	幼犊期
calfhood	幼犊状态
dedicated	专注的
dedicated	专注
dedicated	献身的
dedicated	献身
asphyxiate	窒息
asphyxiate	使窒息
inlet	进口
inlet	入口
inlet	水湾
inlet	小港
inlet	插入物
differentiae	种差
zootomy	比较解剖学
zootomy	动物解剖学
inosculation	结合
inosculation	连接
inosculation	接合
anastatic	凸版的
anastatic	凸版
anastatic	锌版术的
anastatic	锌版术
hemoleukocyte	白血球
smotheration	窒息
camlet	一种轻的布料
camlet	羽纱
metallograph	显微照片
actinochitin	放线菌壳多糖
sternum	胸骨
sternum	胸片
sternum	胸板
turgid	肿的
turgid	肿
turgid	浮夸的
turgid	浮夸
departmentalise	9di:pB:t`mentElaIz/
departmentalise	=lIzEm/
departmentalise	分成部门//departmentalize
samaritan	撒马利亚人
samaritan	撒马利亚人的
samaritan	撒马利亚人
qingdao	青岛
selenous	=selenious
hindermost	最后面的
hindermost	最后面
hindermost	最靠近后方的
hindermost	最靠近后方
husband	丈夫
penology	刑罚学
penology	监狱管理学
manumit	解放
manumit	释放
overhasty	过急的
overhasty	过急
overhasty	过于匆忙的
overhasty	过于匆忙
overhasty	过于草率的
overhasty	过于草率
chuff	乡下人
chuff	粗人
notts	=Nottinghamshire
defy	不服从
defy	公然反抗
defy	藐视
defy	挑衅
defy	违抗
defy	使……难于
defy	挑战
directorate	理事之职
directorate	高级职员会
directorate	董事会
bootlast	=boottree
tayside	泰赛德区
mycenae	迈锡尼
bughouse	精神病院
bughouse	疯狂的
bughouse	疯狂
bughouse	发狂的
bughouse	发狂
istanbul	伊斯坦布尔
conium	毒参属植物
pneumatic	装满空气的
pneumatic	装满空气
pneumatic	有气胎的
pneumatic	有气胎
pneumatic	汽力的
pneumatic	汽力
pneumatic	风力的
pneumatic	风力
pneumatic	灵魂的
pneumatic	灵魂
pneumatic	气胎
agana	阿加尼亚
ast	美国虹志公司
ast	较大的电脑生产厂家
ast	Army
ast	Staff
ast	Target
ast	陆军参谋部目标
ast	Average
ast	Seek
ast	Time
ast	平均寻道时间
romanticise	=romanticize
enzootic	地方性动物病
enzootic	地方性动物病的
enzootic	方性动物病
lustrum	人口普查
lustrum	五年时间
supposed	假定的
supposed	假定
supposed	假像的
supposed	假像
sciolous	知识浅薄的
sciolous	知识浅薄
rideable	=ridable
amphicoelian	两凹的
amphicoelian	两凹
geographer	地理学者
diastatic	淀粉酵素的
diastatic	淀粉酵素
diastatic	脱离的
diastatic	脱离
loom	织布机
loom	织机
loom	隐现
loom	迫近
detergence	去垢性
detergence	去垢力
detergence	洗净
breaker	断路器
hum	嗡嗡叫
hum	哼
hum	嗡嗡声
hum	吵杂声
polymnia	=Polyhymnia
lapsable	易变的
lapsable	易变
lapsable	易犯错的
lapsable	易犯错
squinch	突角拱
antismog	防烟雾污染的
antismog	防烟雾污染
naissance	诞生
naissance	产生
fleshpots	奢侈的生活
fleshpots	暖衣饱食
fleshpots	豪华的餐厅
fleshpots	寻欢作乐的场所
photoscanner	光扫描器
photoscanner	摄影扫描器
excurved	弯曲的
excurved	弯曲
excurved	往外弯曲的
excurved	往外弯曲
generalise	=generalize
authentically	确实地
authentically	确实
authentically	真正地
authentically	真正
erogenous	唤起情欲的
erogenous	唤起情欲
erogenous	性感的
erogenous	性感
prearrange	预先安排
punitive	刑罚的
punitive	刑罚
punitive	惩罚性的
punitive	惩罚性
scaphocephaly	舟状头
spignel	=spicknel
messina	墨西拿
scatback	快速敏捷的持球队员
woodhouse	木料间
woodhouse	木柴间
woodhouse	柴棚
exuberate	充满
overshirt	外套式衬衫
quellenforschung	原始资料研究
cuneal	楔形的
cuneal	楔形
gentleness	温顺
gentleness	亲切
gentleness	柔和
coppice	矮林
infinitude	无限
infinitude	无穷数
infinitude	无限之物
irreconcilable	不能协调的
irreconcilable	不能协调
irreconcilable	矛盾的
irreconcilable	矛盾
waygoing	出发
waygoing	动身
waygoing	离开
kale	羽衣甘蓝
rld	retail
rld	liquor
rld	dealer零售酒商
imparadise	使登天堂
imparadise	使成乐园
bloomy	多花的
bloomy	多花
bloomy	盛开的
bloomy	盛开
bloomy	有粉衣的
bloomy	有粉衣
moondown	月落
solubilise	=solubilize
idyll	田园诗
idyll	牧歌
overshoot	打过头
overshoot	飞过目标
overshoot	射击越标
overshoot	行动过火
aquashow	水上技艺表演
barytic	重土的
barytic	重土
confederacy	联盟
confederacy	邦联
confederacy	私党
confederacy	同谋
teakwood	柚木木材
sulfuretted	被硫化的
sulfuretted	被硫化
sulfuretted	含硫磺的
sulfuretted	含硫磺
waxiness	蜡质
waxiness	柔软
waxiness	可塑
underplay	使没有充分发挥作用
underplay	扣着大牌不出而出小牌
underplay	表演有克制
underplay	对……轻描淡写
underplay	表演不充分
underplay	表演角色不充分
underplay	秘密行动
underplay	不充分的表演
algebraist	代数学家
concentrate	集中
concentrate	浓缩
curvilinear	曲线的
curvilinear	曲线
curvilinear	由曲线而成的
curvilinear	由曲线而成
polyneuritis	多神经炎
haptoglobin	结合珠蛋白
haptoglobin	触珠蛋白
vendace	白鲑鱼
musk	麝香鹿
musk	能发出麝香的各种各样的植物
cerebrotonic	大脑紧张型的
cerebrotonic	大脑紧张型
cerebrotonic	表示大脑紧张型特性的
cerebrotonic	表示大脑紧张型特性
cerebrotonic	孤僻气质的
cerebrotonic	孤僻气质
gamecock	斗鸡
gamecock	勇敢有生气的人
indagate	调查
indagate	研究
interlanguage	人工辅助语言
nongraduate	非毕业生
nongraduate	本科生
nature	自然
nature	自然界
nature	大自然
nature	自然状态
nature	本性
nature	天性
nature	种类
viviparity	胎生
viviparity	母体发芽
packboard	帆布背包
blackbody	黑体
analysable	可被分解的
analysable	可被分解
analysable	可以分析的
analysable	可以分析
synecious	=synoecious
chapote	墨西哥柿子
ratbite	fever鼠咬热
eclectically	折衷地
eclectically	折衷
undermeaning	隐藏的意义
undermeaning	言外之意
routinism	墨守成规
minifloppy	小型软磁盘
dysfunction	机能不良
dysfunction	功能紊乱
dysfunction	官能障碍
outline	大纲
outline	轮廓
outline	略图
outline	外形
outline	要点
outline	概要
outline	描画轮廓
outline	略述
lamellibranch	瓣鳃类
acajou	桃花心木
acajou	腰果
nucha	项
clone	无性系
clone	无性繁殖
clone	克隆
clone	无性繁殖
clone	复制
protease	蛋白酶
lathwork	覆以板条
lathwork	板条
kerr	克尔
produce	产物
produce	农产品
produce	提出
produce	出示
produce	生产
produce	制造
produce	结
produce	引起
produce	招致
produce	创作
brilliancy	光辉
brilliancy	出色
downcourt	前场篮下的
downcourt	前场篮下
downcourt	前场篮下方向的
downcourt	前场篮下方向
imprecatory	诅咒的
imprecatory	诅咒
multirole	多作用的
multirole	多作用
bhoodan	捐地运动
bhoodan	(20世纪50
bhoodan	年代由
bhoodan	Vinoba
deprivation	剥夺
saxonism	源自盎格鲁撒克逊语的
saxonism	源自盎格鲁撒克逊语
saxonism	撒克逊气质
pirimicarb	抗蚜威
tautog	遍罗
confoundedly	非常地
confoundedly	非常
confoundedly	十分地
confoundedly	十分
confoundedly	恼人地
confoundedly	恼人
starry	布满星星的
starry	布满星星
kathleen	凯思琳
sphere	球
sphere	球体
sphere	范围
sphere	领域
sphere	方面
sphere	圈子
sphere	半球
cableway	空中索道
tritiate	使与氚混合
tritiate	用氚浸渍
tritiate	给……涂氚
tritiate	使氚化
ornithopod	鸟脚亚目恐龙
choirmaster	唱诗班指挥
kidling	羔羊
kidling	小山羊
shut	关上
shut	闭上
shut	关闭
paramagnet	顺磁体
paramagnet	顺磁物质
magneton	磁子
sundries	杂物
sundries	杂事
sedentary	久坐的
sedentary	久坐
sedentary	坐惯的
sedentary	坐惯
sedentary	土生的
sedentary	土生
sedentary	不移栖的
sedentary	不移栖
sedentary	沉积的
sedentary	沉积
sedentary	惯于久坐的人
euhedral	自形的
euhedral	自形
draggy	拖拉的
draggy	拖拉
krona	克朗
rabbi	拉比
rabbi	法学博士
rabbi	法师
rabbi	先生
corticoid	肾上腺皮质类脂醇
ludwig	路德维格
cornucopia	哺乳宙斯的羊角
cornucopia	满装花果象征丰饶的羊角
cornucopia	丰富
cornucopia	丰饶
soprano	女高音
ardeid	属于鹭科的
ardeid	属于鹭科
spaggers	意大利式细面条
calash	带篷马车
calash	车篷
calash	篷形女用头巾
previse	预知
previse	预先警告
guttersnipe	贫民窟的小孩
guttersnipe	流浪儿
wildcard	通配符
whiplike	鞭子似的
whiplike	鞭子似
whiplike	像鞭子的
whiplike	像鞭子
impermissible	不许可的
impermissible	不许可
impermissible	不允许的
impermissible	不允许
dekalitre	公斗
maluation	评价
compossible	可共存的
compossible	可共存
androcentrism	大男子主义
bradshaw	火车时刻表
hudson	美国
hudson	New
hudson	York
hudson	州东部的河流
clon	=clone
plantaginaceous	车前科的
plantaginaceous	车前科
tagmeme	法位
tagmeme	序位
cymose	聚伞花序的
cymose	聚伞花序
cymose	聚伞状的
cymose	聚伞状
eschatocol	文件的结尾
eschatocol	结尾条款
intilted	向内偏斜的
intilted	向内偏斜
intilted	向内倾斜的
intilted	向内倾斜
vibrato	颤音
vibrato	振动
immetrical	无韵律的
immetrical	无韵律
pyelonephritis	肾盂肾炎
goodwood	古德伍德公园附近举行的赛马会
forecast	先见
forecast	预见
forecast	预测
forecast	预报
forecast	预想
forecast	预测
forecast	预报
forecast	预兆
dtv	desktop
dtv	video
dtv	桌面视频
hpv	human
hpv	papillomavirus
hpv	人乳头状瘤病毒
electrofiltre	电滤尘器
jods	马裤
enolic	烯醇的
enolic	烯醇
hfs	Hierarchial
hfs	File
hfs	System
hfs	分层文件系统
puglia	普利亚区(即阿普利亚区
beslobber	使满身口涎
beslobber	缠吻
donnybrook	闹哄哄的殴斗
donnybrook	大混战
crystallize	明确
cognac	白兰地酒的一种
concussion	激动
concussion	冲击
concussion	震荡
spiny	多剌的
spiny	多剌
spiny	剌状的
spiny	剌状
rancorous	深恨的
rancorous	深恨
rancorous	怀恶意的
rancorous	怀恶意
adman	广告部门职员
adman	拉广告者
preemptor	获优先购买权者
preemptor	先取者
diapedesis	血球渗出
callipers	测径规
callipers	卡钳
intransitivize	使成为不及物
intransitivize	使不及物化
cynomolgus	猕猴
cynomolgus	食蟹猴
nanism	矮态
chart	海图
chart	图表
chart	制图
misgivings	疑虑
misgivings	担忧
misgivings	害怕
pesach	=Pesah
mazdaism	拜火教信仰者
doctrinism	对教义
doctrinism	的阐明
latish	稍迟的
latish	稍迟
forepeak	船首舱
eterne	=eternal
telegu	=Telugu
fooster	忙乱
fascismo	法西斯主义
preceptorial	教师的
preceptorial	教师
phosphorolysis	磷酸解
saccharase	蔗糖酶
necklet	小首饰
necklet	皮围巾
cloyless	不会倒胃口的
cloyless	不会倒胃口
cloyless	不会使人感到腻烦的
cloyless	不会使人感到腻烦
isacoustic	等声强的
isacoustic	等声强
isacoustic	与等声强有关的
isacoustic	与等声强有关
cauliflower	花椰菜
cinerator	火葬炉
cinerator	焚尸炉
snide	骗子
snide	卑鄙勾当
snide	赝品
snide	假珠宝
snide	伪造的
snide	伪造
snide	不诚实的
snide	不诚实
snide	卑鄙的
snide	卑鄙
snide	暗讽的
snide	暗讽
gemmer	勘探宝石者
gemmer	开采宝石者
semifascist	半法西斯主义的
semifascist	半法西斯主义
coelom	体腔
plump	圆胖的
plump	圆胖
plump	丰满的
plump	丰满
plump	鼓起的
plump	鼓起
plump	突然放下
plump	使丰满
plump	使鼓起
plump	变丰满
plump	鼓起
plump	使发胖坠落
plump	沉重地
plump	沉重
plump	突然地
plump	突然
plump	坦白地
plump	坦白
plump	扑通声
teriyaki	红烧的
teriyaki	红烧
commentate	评论
commentate	解说
commentate	评论时事
rollerdrome	旱冰溜冰场
gantt	甘特设计的
gantt	甘特设计
teratogeny	畸形生长
dextrocardia	右位心
xylocarpous	结硬木质果的
xylocarpous	结硬木质果
crossbelt	斜挂在肩上的皮带
crossbelt	两条交叉的皮带
navarin	洋葱马铃薯炖羊肉
neaped	搁浅的
neaped	搁浅
uncomforting	令人不舒服的
uncomforting	令人不舒服
uncomforting	不舒适的
uncomforting	不舒适
defuse	去掉……的雷管
billing	演员次序
subcutaneous	皮下的
subcutaneous	皮下
subcutaneous	皮下用的
subcutaneous	皮下用
hematidrosis	血汗症
haeremai	表示欢迎之辞
sulfatize	=sulphatise
adviser	顾问
adviser	指导老师
warlock	术士
warlock	魔术师
synovial	滑液的
synovial	滑液
synovial	含有滑液的
synovial	含有滑液
synovial	分泌滑液的
synovial	分泌滑液
mayest	may的第二人称单数现在时
lawson	劳森
outlain	outlie的过去分词
coloratura	花腔女高音
coloratura	花腔音的
coloratura	花腔音
coloratura	花腔音地
coloratura	花腔音
toploftical	=toplofty
warsaw	华沙
glycerin	甘油
glycerin	丙三醇
sideward	旁边的
sideward	旁边
sideward	侧面的
sideward	侧面
sideward	向侧面地
sideward	向侧面
pyic	脓的
pyic	脓
smalt	深蓝色
smalt	绘画用的深蓝色粉末颜料
crossbusing	互用校车接送另一区的儿童
toreutic	金属浮雕的
toreutic	金属浮雕
goluptious	可口的
goluptious	可口
goluptious	香喷喷的
goluptious	香喷喷
