ovulatory	排卵
wheeled	有轮的
wheeled	有轮
wheeled	用轮子行走的
wheeled	用轮子行走
flustration	慌乱
flustration	激动
flustration	紧张不安
flustration	喝醉
phloroglucinol	间苯三酚
phloroglucinol	藤黄酚
phloroglucinol	根皮酚
jurisconsult	法学家
candle	蜡烛
candle	对着光检查
mre	Master
mre	of
mre	Religious
mre	Education
mre	宗教教育硕士
brd	Bundesrepublik
brd	Deutschland
brd	德意志联邦共和国
raf	Royal
raf	Air
raf	Force
raf	英国皇家空军
adulterator	劣品制造者
adulterator	掺假的人
adulterator	伪造人
bergamasque	贝加莫舞
stop	停止
stop	车站
stop	逗留
stop	障碍
stop	风琴的音栓
stop	填塞
stop	停止
stop	被塞住
stop	塞住
stop	堵塞
stop	阻止
stop	击落
stop	断绝
stop	终止
stop	难倒
bent	倾向
bent	爱好
justicer	法官
summit	顶点
summit	最高阶层
summit	政府首脑的
summit	政府首脑
summit	参加最高级会议的
summit	参加最高级会议
mammilla	乳头
medley	混杂的人群
medley	杂乱的一团
medley	混合物
medley	杂录
medley	集成曲
medley	混合的
medley	混合
medley	拼凑的
medley	拼凑
podded	有荚的
podded	有荚
podded	富裕的
podded	富裕
lanthorn	=lantern
universology	宇宙学
enterostomy	肠造口术
kiowa	基奥瓦人
longeron	纵梁
radiotelephone	无线电话
radiotelephone	打无线电话
nagpur	那格浦尔
mete	边界
mete	给予
satellization	卫星国化
satellization	附庸国化
inviolate	未亵渎的
inviolate	未亵渎
inviolate	无污点的
inviolate	无污点
inviolate	未受侵犯的
inviolate	未受侵犯
untrod	untread的过去式和过去分词
untrod	人迹罕至的
untrod	人迹罕至
tarantism	跳舞病
busulphan	白消安
busulphan	二甲磺酸丁酯
introduction	介绍
introduction	传入
introduction	初步
introduction	导言
introduction	绪论
introduction	入门
nhg	New
nhg	High
nhg	German
mirk	黝暗
mirk	阴郁
organdy	一种细薄的棉织品
ependymary	室管膜的
ependymary	室管膜
dissidence	意见不同
dissidence	政见不同
dissidence	异议
milchig	乳制的
milchig	乳制
milchig	乳制品的
milchig	乳制品
repute	名誉
repute	名声
repute	名誉
repute	认为
repute	称为
vespertilian	蝙蝠的
vespertilian	蝙蝠
huxley	贺胥黎
huxley	生物学家
huxley	Aldous的祖父
praedial	土地的
praedial	土
praedial	不动产的
praedial	不动产
praedial	耕地的
praedial	耕
praedial	属于土地的
praedial	属于土
birdwoman	女飞行家
ergonomist	工作学者
ergonomist	生物工程学者
boo	作嘘声
boo	嘘!
downhold	限制
downhold	减少
wheezily	气喘地
wheezily	气喘
smsa	Standard
smsa	Metropolitan
smsa	Statistical
smsa	Area
smsa	大城市及其郊区
pfui	呸
pfui	啐
synallagmatic	双务的
synallagmatic	双务
synallagmatic	对双方具有约束力的
synallagmatic	对双方具有约束力
tim	瞬态失真
senectitude	晚年
megaparsec	百万秒差距
colcannon	爱尔兰菜肴的一种
colcannon	马铃薯卷心菜泥
meretricious	华丽而庸俗的
meretricious	华丽而庸俗
meretricious	俗气的
meretricious	俗气
meretricious	娼妓的
meretricious	娼妓
meretricious	适合娼妓的
meretricious	适合娼妓
umc	台湾联华电子公司
reman	重新补充人员
reman	重新获得勇气
amps	高级移动电话服务
conceptual	概念上的
conceptual	概念上
cismontane	山脉的这边的
cismontane	山脉的这边
sortation	分类
assailant	攻击者
accentuate	重读
accentuate	强调
accentuate	着重强调
alveoloplasty	牙槽成形术
polygalaceous	远志科的
polygalaceous	远志科
expresser	表达者
expresser	表示者
jotunnheimr	巨人之家
mcp	male
mcp	chauvinist
mcp	pig
industrious	勤勉的
industrious	勤勉
industrious	刻苦的
industrious	刻苦
cosmism	宇宙论
acrophobia	恐高症
broomrape	肉蓰蓉
reactionist	反动分子
reactionist	反动的
reactionist	反动
appropriation	据为己有
appropriation	占有
appropriation	挪用
appropriation	拨款
baae	Bachelor
baae	of
baae	Aeronautical
baae	and
baae	Astronautical
baae	Engineering
baae	航空与航天工程学士
prepossessing	引人注意的
prepossessing	引人注意
prepossessing	灌输
pilum	短矛
doubler	加倍装置
doubler	大碗
tailgunning	机尾枪的
tailgunning	机尾枪
bedtiime	就寝时间
ana	名言集
ana	一句名言
ana	一则轶事
peplus	=peplos
phrenologic	骨相学的
phrenologic	骨相学
cladogram	进化分枝图
cladogram	进化树
irisher	爱尔兰人
irisher	爱尔兰系的人
mitannite	=Mitannian
irritability	过敏性
irritability	兴奋性
irritability	易怒
panderess	作淫媒的女人
panderess	鸨母
panderess	老鸨
sadu	圣人
gozitan	戈佐岛的
gozitan	戈佐岛
dibbuk	=dybbuk
coha	Council
coha	on
coha	Hemispheric
coha	Affairs
coha	拉丁美洲事务委员会
pulque	龙舌兰酒
debility	衰弱
debility	无活力
inseverably	不可切断地
inseverably	不可切断
inseverably	不可分离地
inseverably	不可分离
seascout	海洋童子军
rattly	格格响的
rattly	格格响
rattly	吵闹的
rattly	吵闹
variational	变化的
variational	变化
variational	变化性的
variational	变化性
variational	变更的
variational	变更
quillet	托辞
quillet	借口
quillet	搪塞
twyformed	=twiformed
bursectomize	给……施黏液囊切除术
rosery	蔷薇园
rosery	玫瑰花坛
evanishment	消失
evanishment	消散
goitre	甲状腺肿
goitre	肿物
noncountry	不具备国家特征的国家
deathlike	死了一样的
deathlike	死了一样
deathlike	象死人的
deathlike	象死人
corbel	承材
corbel	枕梁
dwelt	dwell的过去式和过去分词
juniorate	两年制预修班
juniorate	开办两年制预修班的学院
albigensian	阿比尔派教徒的
albigensian	阿比尔派教徒
yesteryear	去年
yesteryear	不久以前
yesteryear	过去不久的岁月
fenestrate	有窗的
fenestrate	有窗
fenestrate	有窗状小孔的
fenestrate	有窗状小孔
eely	似鳗的
eely	似鳗
eely	滑头滑脑的
eely	滑头滑脑
eely	易滑脱的
eely	易滑脱
fattypuff	一身肥肉的人
fattypuff	胖子
radiometry	辐射线测定
millenarian	一千年的
millenarian	一千年
desire	想望
desire	期望
desire	希望
desire	请求
desire	愿望
desire	心愿
desire	要求
desire	要求
entomb	埋葬
entomb	成为……的坟墓
gracious	亲切的
gracious	亲切
gracious	高尚的
gracious	高尚
hodometer	车程计
biology	生物学
biology	生物
stratagem	战略
stratagem	计谋
pantoum	由隔行同韵的四行诗节组成的诗
cirsectomy	静脉曲张截除术
tonstein	白土石
fraternise	=fraternize
excommunicate	逐出教会
excommunicate	被逐出教会的
excommunicate	被逐出教会
excommunicate	被逐出教会的人
frankforter	=frankfurter
unclog	使畅通
unclog	清除……的阻塞
unclog	扫除……的阻碍
ruthenia	鲁塞尼亚
discursive	散漫的
discursive	散漫
discursive	不得要领的
discursive	不得要领
pity	可怜
pity	憾事
pity	怜悯
pity	同情
tobacco	烟草
tobacco	烟草制品
tobacco	抽烟
childhood	孩童时期
hypnogenetically	催眠地
hypnogenetically	催眠
telecommute	远距离工作
lightfaced	细铅字
elopement	潜逃
elopement	私奔
spindling	细长的人或物
spindling	细长的
spindling	细长
simulative	模拟的
simulative	模拟
simulative	假装的
simulative	假装
championship	锦标赛
baobab	猴面包树
baobab	非洲产的一种巨树
rhoda	罗达
file	文件
file	档案
file	文件夹
file	卷宗
file	锉刀
file	把……归档
file	提出
file	锉
file	琢磨
file	列队行进
file	用锉刀锉
lousiness	不清洁
lousiness	卑鄙
biolysis	生物分解
biolysis	死亡
intrenchingtool	挖壕工具
balladize	将
laudator	赞美者
laudator	称赞者
rigidness	坚硬
rigidness	劲直
animality	动物性
animality	兽性
animality	动物界
reservedly	客气地
reservedly	客气
reservedly	隔阂地
reservedly	隔阂
looby	傻的人
looby	笨蛋
incorruptibly	不被收买地
incorruptibly	不被收买
incorruptibly	不被腐蚀地
incorruptibly	不被腐蚀
darkle	潜藏在暗中
darkle	呈显黑色
darkle	变暗
snore	打鼾
snore	打着鼾渡过
snore	打鼾
snore	鼾声
posthouse	驿站
posthouse	驿馆
swale	沼泽地
swale	沼泽
swale	洼地
swale	洼
swale	放火烧
swale	烧焦
slideway	滑道
slideway	滑斜面
credal	=creedal
tribunitian	=tribunitial
sweetish	有点甜的
sweetish	有点甜
sweetish	有点美丽的
sweetish	有点美丽
whitsun	圣灵降临节
urinette	女用长形小便池
poultry	家禽
toggery	衣服
toggery	服装店
dishing	碟形的
dishing	碟形
dishing	凹陷的
dishing	凹陷
impugnable	可责难的
impugnable	可责难
impugnable	可抨击的
impugnable	可抨击
colorful	华美的
colorful	华美
colorful	色彩的
colorful	色彩
colorful	有趣的
colorful	有趣
ssbn	Strategic
ssbn	Submarine
ssbn	Ballistic
ssbn	Nuclear
ssbn	弹道导弹战略核潜艇
bungarotoxin	金环蛇毒素
suspicion	猜疑
suspicion	怀疑
epiphanic	顿时领悟的
epiphanic	顿时领悟
epiphanic	使人顿悟的
epiphanic	使人顿悟
radiotherapeutics	=radiotherapy
homeward	在归途上的
homeward	在归途上
homeward	向家的
homeward	向家
homeward	在归途上
homeward	向家地
homeward	向家
ocher	黄土
ocher	赭土
olympic	奥林匹亚的
olympic	奥林匹亚
olympic	奥林匹斯山的
olympic	奥林匹斯山
chatelaine	腰带
chatelaine	乡间别墅的女主人
chatelaine	女主人
morbidezza	柔美
morbidezza	细腻
iatrology	医学
iatrology	治疗学
layering	压条法
uncloister	使脱离隐修院
uncloister	使离开隐居生活
uncloister	解除……的禁闭
uncloister	使自由
scoutcraft	侦察活动
scoutcraft	童子军活动
fecundate	使多产
fecundate	使受孕
fecundate	使丰饶
ligamentous	韧带的
ligamentous	韧带
onchocerciasis	盘尾丝虫病
erethism	异常兴奋
coontie	全绿叶择米
sulfonyl	=sulphonyl
pest	有害物
adopted	被收养的
adopted	被收养
adopted	被采用的
adopted	被采用
wildwood	自然林
wildwood	原始林
urdu	乌尔都语
gluteus	臀肌
zealotry	狂热行为
backstairs	后面楼梯
backstairs	厨房门
backstairs	秘密的
backstairs	秘密
backstairs	诡秘的
backstairs	诡秘
requiem	安灵祢撒
requiem	安灵曲
requiem	挽歌
requiem	悲歌
boulangism	布朗热主义
gynarchy	女人政治
gynarchy	女人当政
napoleonist	拿破仑的拥护者
napoleonist	拿破仑式统治方法鼓吹者
napoleonist	坚持拿破仑式行为的人
quadro	方形住宅区
mooring	停泊处
slide	滑行
slide	滑
slide	滑动
slide	幻灯片
ribbonman	绿带会
ribbonman	成员
mineralold	似矿物
mineralold	类矿物
mineralold	准矿物
pesky	烦恼的
pesky	烦恼
pesky	麻烦的
pesky	麻烦
pesky	讨厌的
pesky	讨厌
pesky	极端
bipropellant	二元推进剂
sigmoid	S形的
sigmoid	S形
sigmoid	C形的
sigmoid	C形
sigmoid	S形
sigmoid	S状弯曲
cunctation	迟延
cunctation	迟缓
underpitch	vault
underpitch	低坡穹窿
chemosphere	光化层
irrationalize	使不合理
lamp	灯
lamp	照亮
mongline	单线
resolve	决心
resolve	决心
resolve	决定
resolve	决心要
resolve	分解
resolve	溶解
resolve	解决
resolve	解决
discontinuous	不连续的
discontinuous	不连续
discontinuous	间断的
discontinuous	间断
discontinuous	中断的
discontinuous	中断
armature	盔甲
armature	电枢爪
armature	牙齿
aal	ATM
aal	Adaptation
aal	Layer
aal	ATM适应层
cheapo	=cheap
unbolt	拔去门闩
unbolt	打开
procurance	取得
procurance	取
procurance	获得
procurance	获
procurance	实现
procurance	达成
asterisk	星号
diplont	二倍性生物
diplont	二倍体
ampullae	壶腹
ampullae	圣水瓶
peremptorily	紧急地
peremptorily	紧急
peremptorily	不容分说地
peremptorily	不容分说
peremptorily	专横地
peremptorily	专横
ethnos	同种同文化之民族
allose	阿洛糖
hydrangea	八仙花属
yardwand	码尺
razzberry	=raspberry
bathymetric	深测术的
bathymetric	深测术
bathymetric	测海学的
bathymetric	测海学
otorrhea	耳液溢
otorrhea	耳漏
absorbable	可吸收的
absorbable	可吸收
absorbable	容易被吸收的
absorbable	容易被吸收
arrect	倾耳注意的
arrect	倾耳注意
arrect	警戒严密的
arrect	警戒严密
speechmaker	演讲人
speechmaker	演说家
wingspread	翼幅
numeration	计算
numeration	编号
numeration	读数法
somatotrophin	生长激素
rhodesian	罗得西亚人
rhodesian	罗得西亚的
rhodesian	罗得西亚
literarily	文学上地
literarily	文学上
literarily	学术上地
literarily	学术上
bumkin	=bumpkin
misinform	告诉错误的消息
dimethylaniline	二甲基苯胺
pneumonolysis	=pneumolysis
mimicry	模仿
hypothetical	假设的
hypothetical	假设
hypothetical	假定的
hypothetical	假定
hypothetical	爱猜想的
hypothetical	爱猜想
simtel	很大的软件分布网络
geigers	放射性分子
geigers	辐射
underdraw	不充分地描写或叙述
trihedron	三面体
locomote	移动
locomote	行动
hoydenish	淘气的
hoydenish	淘气
schizophrene	精神分裂症患者
tyro	生手
tyro	初学者
tyro	新手
innervation	神经分布
innervation	神经支配
innervation	心]运动感觉
innervation	动感
deforciant	非法占有者
fisticuff	一击
fisticuff	一掌
incaution	不小心
incaution	粗心大意
parolee	获假释者
parolee	假释犯
parolee	凭誓获释者
calvados	苹果白兰地酒
ciliate	纤毛虫
ciliate	有睫毛的
ciliate	有睫毛
ciliate	有纤毛的
ciliate	有纤毛
courses	课程
courses	路线
inkblot	墨水斑点
blancmange	牛奶冻
processional	游行的
processional	游行
processional	游行圣歌
demanding	过分要求的
demanding	过分要求
demanding	苛求的
demanding	苛求
telethermoscope	=telethermometer
wreathen	wreathe
wreathen	的过去分词
chevroler	雪佛莱汽车
addax	曲角羚羊
monk	修道士
monk	僧侣
polynuclear	多核的
polynuclear	多核
polynuclear	多环的
polynuclear	多环
reduce	减少
reduce	缩小
reduce	简化
reduce	还原
ephemera	生命极短促之物
ephemera	蜉蝣
collectedly	收集成地
collectedly	收集成
collectedly	冷静地
collectedly	冷静
sticky	粘的
sticky	粘
sticky	粘性的
sticky	粘性
squash	南瓜
squash	易压烂的物品
squash	拥挤的人群
squash	壁球
squash	压扁
squash	压制
squash	镇压
squash	挤进
squash	挤压
unmatched	无比的
unmatched	无比
unmatched	无匹敌的
unmatched	无匹敌
unmatched	不相配的
unmatched	不相配
fancifully	梦想地
fancifully	梦想
psephite	碎砾岩
psephite	砾质岩
psephite	砾状岩
lacunaris	多孔的
lacunaris	多孔
decrement	消耗
paterson	帕特森
loaiasis	罗阿丝虫病
sizz	嘶嘶声
sizz	发嘶嘶声
sizz	使发出嘶嘶声
pasturage	放牧
hankou	汉口
pneumatolytic	气化的
pneumatolytic	气化
pneumatolytic	气成的
pneumatolytic	气成
outboard	外侧的
outboard	外侧
outboard	向舷外的
outboard	向舷外
irrigable	可灌溉的
irrigable	可灌溉
halite	岩盐
firth	峡湾
firth	河口湾
unassured	不确定的
unassured	不确定
womanize	使柔弱
womanize	玩女人
kassel	卡塞尔
enterprise	企业
enterprise	事业
enterprise	计划
enterprise	事业心
enterprise	进取心
enterprise	干事业
crosswise	斜地
crosswise	斜
crosswise	成十字状地
crosswise	成十字状
crosswise	交叉地
crosswise	交叉
klompen	荷兰人穿的木鞋
semidiurnal	12小时的
semidiurnal	12小时
semidiurnal	半天的
semidiurnal	半天
semidiurnal	每12小时一次的
semidiurnal	每12小时一次
semidiurnal	一天两次的
semidiurnal	一天两次
dixy	露营用大锅
coprological	淫秽的
coprological	淫秽
coprological	热衷于色情文学的
coprological	热衷于色情文学
cranny	裂缝
cranny	裂隙
ideologize	以意识形态解释
ideologize	作思想分析
fastness	牢固
fastness	固定性
fastness	要塞
fastness	巩固
anepigraphic	没有刻字的的
anepigraphic	没有刻字
beddo	电子床
yenangyaung	仁安羌
pinecone	松球
pinecone	松果
contrition	悔悟
contrition	后悔
xslt	XSL
xslt	Transformations
xslt	XSL变换
skylab	太空实验室
astrolabe	古代的天体观测仪
astrolabe	星盘
neoanthropic	新人的
neoanthropic	新人
neoanthropic	智人的
neoanthropic	智人
zigzag	Z字形
zigzag	锯齿形
zigzag	蜿蜒曲折
zigzag	曲折的
zigzag	曲折
zigzag	锯齿形的
zigzag	锯齿形
