epergne	饰盘
moneyless	一文不名
flaccidity	软弱
flaccidity	没气力
cheliceral	前肢之螯的
cheliceral	前肢之螯
teleradium	远距镭照射
postliterate	文字后的
postliterate	文字后
postliterate	采用电子传媒的
postliterate	采用电子传媒
sulphurweed	药用前胡
undone	未完成的
undone	未完成
undone	破灭的
undone	破灭
undone	undo的过去分词
impluvium	方形蓄水池
nuffin	没有东西
nuffin	没有什么
dicastery	审判官法院的开庭地点
dicastery	由审判官组成的法院
takingly	迷人地
takingly	迷人
takingly	传染地
takingly	传染
agenize	用埃净
ofuro	大浴盆
ofuro	大浴桶
downstate	在州里的南部
kilomega	千兆
gail	盖尔
cyanize	把……转化为氰化物
vendeuse	女售货员
vendeuse	女店员
zincify	镀以锌
zincify	包以锌
zincify	在……
zincify	中加锌
magnetron	磁电管
brownette	棕发女人
lacrymal	流泪的
lacrymal	流泪
lacrymal	泪瓶
lacrymal	泪壶
habilitate	提供周转资金
habilitate	予以穿着
habilitate	取得资格
respecting	关系
respecting	说到
superuser'	NULL)
impayable	无价的
impayable	无价
impayable	极贵重的
impayable	极贵重
impayable	无法清偿的
impayable	无法清偿
impayable	无与伦比的
impayable	无与伦比
impayable	极好的
impayable	极好
airslake	风化
illusionist	魔术师
quatro	=cuatro
inherently	天性地
inherently	天性
inherently	固有地
inherently	固有
hunan	湖南
stagy	做作的
stagy	做作
slavist	=Slavicist
armada	舰队
underbuy	以较定价便宜的价格买进
underbuy	购货不足
nostoc	念珠藻属
aetatis	在……岁时的
aetatis	在……岁时
charcuterie	猪肉店
charcuterie	熟食店
brachiocephalic	artery头臂动脉
pangola	grass
space	空间
space	间隔
space	距离
space	空地
space	空
space	余地
space	余
space	一段时间
space	留间隔
space	隔开
ellipsis	省略
ellipsis	省略符号
myosis	瞳孔缩小
myosis	缩瞳症
brigatisti	"
brigatisti	红色旅
brigatisti	"
mauretanian	=Mauritanian
rosily	带玫瑰色地
rosily	带玫瑰色
rosily	乐观地
rosily	乐观
multiplicable	可增加的
multiplicable	可增加
multiplicable	可乘的
multiplicable	可乘
opsin	视蛋白
spartacist	Spartacus党员
trimming	清理焊缝
toxaemic	血毒症的
toxaemic	血毒症
toxaemic	患血毒症的
toxaemic	患血毒症
frostwork	霜花花纹
frostwork	霜花纹装饰
malaceous	苹果科的
malaceous	苹果科
quadruplane	四翼飞机
rescript	官方命令
rescript	抄件
reservist	预备役军人
reservist	在乡军人
shimmery	微微发亮的
shimmery	微微发亮
flacon	有塞小瓶
flacon	长颈细口瓶
pivotal	枢轴的
pivotal	枢轴
pivotal	关键的
pivotal	关键
shikoku	四国
blockade	阻塞
blockade	封锁
chortle	咯咯笑
chortle	得意的高笑
methylbenzene	=toluene
viscus	内脏
viscus	腑脏
unfortunate	不幸的
unfortunate	不幸
unfortunate	不合宜的
unfortunate	不合宜
unfortunate	不吉利的
unfortunate	不吉利
unfortunate	使人遗憾的
unfortunate	使人遗憾
unfortunate	不幸的人
orkney	奥克尼郡
defoaming	消去泡沫的
defoaming	消去泡沫
macrodontism	巨牙
buxom	体态丰满的
buxom	体态丰满
hymenotome	外膜刀
citriculture	柑橘栽培
coattail	上衣后摆
coattail	燕尾
fricative	摩擦产生的
fricative	摩擦产生
fricative	摩擦音的
fricative	摩擦音
fricative	摩擦音
communize	使为社会公有
communize	使共有化
buckled	有扣的
buckled	有扣
autogenic	=autogenous
kerry	黑色的小乳牛
rabbitbrush	金花矮灌木
domelike	穹顶状的
domelike	穹顶状
incisory	切割用的
incisory	切割用
incisory	门牙的
incisory	门牙
marginalia	旁注
marginalia	次要的东西
noctambulism	梦中步行
noctambulism	梦游病
noctambulism	梦行症
respirable	可呼吸的
respirable	可呼吸
tectum	顶盖
co	Colombia
co	哥伦比亚
co	Cash
co	Order
co	现付票
co	Certificate
co	of
co	Origin
co	货源证书
co	central
co	office
co	中心机房
solicitor	律师
solicitor	法律顾问
capable	有能力的
capable	有能力
capable	能干的
capable	能干
capable	有可能的
capable	有可能
capable	可以……的
capable	可以……
verus	真的
verus	真
verus	确实的
verus	确实
verus	正确的
verus	正确
crowbill	喙状钳子
obstetrical	产科的
obstetrical	产科
obstetrical	助产的
obstetrical	助产
bemock	讥笑
photoelectromotive	光电动的
photoelectromotive	光电动
roughwrought	经粗加工的
roughwrought	经粗加工
roughwrought	粗制的
roughwrought	粗制
ascosporic	囊孢子的
ascosporic	囊孢子
foolery	愚蠢的行为
foolery	愚蠢
foolery	蠢事
hocus	欺骗
hocus	麻醉
horseman	养马的人
horseman	骑师
horseman	马兵
polarogram	极谱图
coony	狡猾的
coony	狡猾
coony	机灵的
coony	机灵
dropwort	六瓣合叶子
posterize	多色调分色印
effective	有效的
effective	有效
effective	被实施的
effective	被实施
effective	给人深刻印象
effective	有生力量
isotonic	等分的
isotonic	等分
isotonic	等张的
isotonic	等张
isotonic	等压的
isotonic	等压
internuncio	使者
internuncio	使节
internuncio	罗马教宗的代理使节
microzyme	酵母菌
admitted	被承认的
admitted	被承认
admitted	被确认无疑的
admitted	被确认无疑
dibromide	二溴化物
gimp	嵌心狭辫带
gimp	用辫带装饰
inlier	内窗层
inlier	内围层
inlier	内露层
intreat	恳求
intreat	乞求
grayer	灰色的
grayer	灰色
grayer	苍白的
grayer	苍白
boggy	沼泽多的
boggy	沼泽多
saltation	跳跃
accustomed	通常的
accustomed	通常
accustomed	习惯的
accustomed	习惯
accustomed	按照风俗习惯的
accustomed	按照风俗习惯
snib	插销
piperidine	哌啶
piperidine	氮杂环己烷
welt	贴边
welt	袜口
welt	伤痕
welt	装饰
welt	鞭打
ambassador	大使
grindstone	旋转磨石
grindstone	旋转研磨机
ganglia	神经中枢
lexloci	地方法律
puppy	小狗
puppy	小动物
puppy	自负的青年
exemplar	模范
exemplar	榜样
exemplar	标本
xanthippe	粘西比
xanthippe	悍妇
xanthippe	泼妇
galactosidase	牛乳糖
hsv	HSV色彩模型
crescive	成长的
crescive	成长
crescive	增加的
crescive	增加
tapioca	木薯粉
tapioca	木薯
paludal	沼泽的
paludal	沼泽
handclap	鼓掌
handclap	拍手
dusk	薄暮
dusk	黄昏
outpensioner	院外领年金者
deductible	可扣除的
deductible	可扣除
trichroic	三色的
trichroic	三色
trichroic	三色现象的
trichroic	三色现象
antisexist	反对性别歧视的
antisexist	反对性别歧视
antisexist	反对歧视女性的
antisexist	反对歧视女性
mightily	强烈地
mightily	强烈
mightily	非常地
mightily	非常
pycnidium	分争孢子器
baton	司令棒
baton	指挥棒
baton	警棍
fescennine	粗俗的
fescennine	粗俗
fescennine	下流的
fescennine	下流
constanta	=Constantsa
lugubrious	可怜的
lugubrious	可怜
lugubrious	悲惨的
lugubrious	悲惨
lugubrious	悲哀的
lugubrious	悲哀
mouthbreeder	口育鱼
abound	多
abound	大量存在
abound	富于
abound	充满
foreshank	牛前腿上部的肉
mesmerise	施以催眠术
mesmerise	迷住
dispatcher	发报机
mythologize	讲神话
mythologize	编神话
mythologize	写神话
mythologize	给神话分类
comonomer	共聚用单体
spear	矛
spear	枪
bitterweed	含有苦素的植物
rumansh	=Romansh
tenemental	出租的
tenemental	出租
tenemental	地产的
tenemental	产
placement	放置
placement	布置
placement	定位球
grisette	女工
grisette	女店员
knighthead	支撑杆
polycystic	多囊的
polycystic	多囊
seismographer	测震学专家
dowthcory'	NULL)
javelina	一种野猪
carload	车辆所载的货物
carload	货车的最低载重量
rnase	=ribonuclease
xanthosiderite	黄针铁矿
hulda	赫尔达
hackneyed	不新奇的
hackneyed	不新奇
hackneyed	陈腐的
hackneyed	陈腐
hackneyed	常见的
hackneyed	常见
heap	堆
heap	大量
heap	许多
heap	堆
heap	堆起
heap	堆积
maybe	大概
maybe	或许
maybe	疑虑
acardia	无心畸形
solidungulate	单蹄的
solidungulate	单蹄
solidungulate	马科的
solidungulate	马科
pelvimetry	骨盆测量
unwit	使丧失智能
unwit	使精神错乱
cytochemical	细胞化学的
cytochemical	细胞化学
placentography	胎盘造影术
autopen	自动笔
phaenogam	=phanerogam
si	硅
si	Si
prominently	显著地
prominently	显著
galvanoscopy	电流检查
lucidly	清透地
lucidly	清透
lucidly	透明地
lucidly	透明
interseptal	隔间的
interseptal	隔间
emissary	使者
dispossessed	无依无靠的
dispossessed	无依无靠
dispossessed	被逐出的
dispossessed	被逐出
lunation	阴历月
tachiol	氟化银
billabong	死水
billabong	洼地
billabong	洼
billabong	死河
billabong	干河道
diplophonia	复音
diplophonia	双音
ramon	雷蒙
headquarters	司令部
headquarters	指挥部
headquarters	总部
mourning	悲恸
mourning	服丧
pickapack	=pickaback
joviologist	专门研究木星的天文工作者
joviologist	木星学者
inerrably	无误地
inerrably	无误
inerrably	确实地
inerrably	确实
buret	滴定管
buret	玻璃量管
showbread	=shewbread
everbearing	连续不断结果的
everbearing	连续不断结果
lalique	glass有花卉浮雕的装饰性玻璃
arbitress	女仲裁人
cusp	尖头
cusp	尖端
overfeed	给吃得过多
overfeed	吃得太多
imitability	可模仿性
imitability	可仿制的
imitability	可仿制
subspeciation	亚种形成
baldish	秃头的
baldish	秃头
baldish	无草木的
baldish	无草木
whisk	扫帚
whisk	毛掸子
whisk	搅拌器
whisk	打蛋器
whisk	拂
whisk	扫
whisk	拂
whisk	挥动
whisk	迅速移动
whisk	搅拌
whisk	飞奔
embrocate	涂擦药液
paperboard	卡纸
tandjungpriok	丹戎不碌
palsy	瘫痪
legitimation	合法化
legitimation	认为嫡出
fireballer	投快速球取胜的投手
yarmalke	=yarmulke
vulvae	女阴
vulvae	外阴
zygophyllum	霸王属
underwrought	underwork
underwrought	的过去式和过去分词
dished	中凹的
dished	中凹
humpy	多隆肉的一般的
humpy	多隆肉的一般
alteration	变更
alteration	改造
egality	平等
egality	均等
anion	阴离子
drove	drive的过去式
drove	畜群
mainsheet	主桅帆操纵索
scabland	凹凸不平而不毛的火山地带
server	服务器
bathed	沐浴
bathed	沐浴
wba	World
wba	Boxing
wba	Association
wba	世界拳击联合会
semicentenary	半世纪的
semicentenary	半世纪
semicentenary	50年的
semicentenary	50年
misdeal	发错牌
misdeal	发错牌
dishouse	自家里赶出
dishouse	抢夺住宅
spermous	精液的
spermous	精液
spermous	精子的
spermous	精子
spermous	精液状的
spermous	精液状
spermous	似精子的
spermous	似精子
porkpie	猪肉饼
glace	冰冻的
glace	冰冻
glace	糖渍的
glace	糖渍
roentgen	伦琴
strict	严格的
strict	严格
strict	严厉的
strict	严厉
strict	严谨的
strict	严谨
strict	精确的
strict	精确
adducent	内收的
adducent	内收
terai	特赖帽
terai	毡帽
ins	Insert的简写
ins	插入键
sogat	Society
sogat	of
sogat	Graphical
sogat	and
sogat	Allied
sogat	Trades
sogat	书画刻印及有关行业协会
dizzyingly	令人昏乱地
dizzyingly	令人昏乱
dizzyingly	灿烂地
dizzyingly	灿烂
volumen	羊皮纸书卷
dry	干的
dry	干
dry	干燥的
dry	干燥
dry	口渴的
dry	口渴
dry	变干
dry	干燥
ossie	=Australian
cockalorum	小公鸡
cockalorum	自负的人
visuospatial	视觉空间的
visuospatial	视觉空间
bedload	水流带来的碎石
bedload	泥沙等
queensland	昆士兰州
bindin	结合素
facticity	真实性
facticity	确凿性
healthy	健康的
healthy	健康
healthy	健壮的
healthy	健壮
healthy	有益于健康的
healthy	有益于健康
phenethicillin	苯氧乙基青霉素
buzz	嗡嗡声
buzz	作嗡嗡声
buzz	嗡嗡作响
buzz	逼近
negev	内盖夫
dignify	使尊荣
dignify	增威严
dignify	使高贵
dignify	故做显贵
barbicel	羽纤支
troostite	锰硅锌矿
troostite	屈氏体
fairyland	仙境
fairyland	乐园
fairyland	奇境
lentiginous	雀斑的
lentiginous	雀斑
lentiginous	有斑点的
lentiginous	有斑点
idioglossia	自我语法
idioglossia	自语症
dyeline	重氮复印法
dyeline	重氮法复印品
preggers	怀孕的
preggers	怀孕
preggers	怀胎的
preggers	怀胎
vandalise	=vandalize
impoliticly	失策地
impoliticly	失策
impoliticly	不得当
guisard	戴假面具的人
guisard	化装的人
sheading	马恩岛的行政区
diplopia	复视
bowlful	一满碗
radioulnar	桡尺骨的
radioulnar	桡尺骨
oilpaper	油纸
oilpaper	桐油纸
eelspear	刺捕鳗鱼的叉子
compline	晚祷
arouse	唤醒
arouse	唤起
arouse	鼓励
arouse	引起
arouse	睡醒
upstretched	向上伸出的
upstretched	向上伸出
ccitt	International
ccitt	Telephone
ccitt	and
ccitt	Telegraph
ccitt	Consultative
ccitt	Committee
ccitt	国际电话与电报顾问委员会
rhodochrosite	菱锰矿
cautelous	小心的
cautelous	小心
cautelous	警觉的
cautelous	警觉
eggbeater	打蛋器
eggbeater	直升飞机
mouser	捕鼠动物
mouser	鬼鬼祟祟搜寻的人
foreplane	粗刨
foreplane	前舵
subsaturated	不完全饱和的
subsaturated	不完全饱和
soweto	索韦托
pie	馅饼
pie	杂乱
pie	喜鹊
pie	爱说话的人
pie	弄乱
apoprotein	脱辅基蛋白
afs	Auxiliary
afs	Fire
afs	Service辅助消防队
continency	节制
continency	贞操
cassegrain	卡塞格伦望远镜
rouille	胡椒味大蒜酱
durra	蜀黍
durra	高粱
spermogonium	=spermagonium
northwestern	西北方的
northwestern	西北方
northwestern	来自西北的
northwestern	来自西北
catecholaminergic	含有儿茶酚胺的
catecholaminergic	含有儿茶酚胺
oxygenation	以氧气处理
oxygenation	氧化
cerebritis	大脑炎
cytopathologist	细胞病理学家
megavolt	兆伏
brigantine	双桅帆船的一种
underproductive	`QndE9prCdQkv/
underproductive	生产不足的`tIvEtI/
underproductive	低生产
underproductive	生产供不应求的
underproductive	生产供不应求
newmarket	纽马克特
graphology	笔迹学
graphology	笔迹相法
detractor	诽谤者
detractor	恶意批评者
unprescribed	非规定的
unprescribed	非规定
unprescribed	非指定的
unprescribed	非指定
unprescribed	非限定的
unprescribed	非限定
unprescribed	自由的
unprescribed	自由
unprescribed	自愿的
unprescribed	自愿
gayety	愉快
gayety	轻快
demonstrate	示范
demonstrate	证明
demonstrate	论证
demonstrate	示威
illusage	虐待
illusage	折磨
illusage	不公平待遇
illusage	糟蹋
suasion	说服
suasion	劝告
anthropopathic	拟人的
anthropopathic	拟人
anthropopathic	认为神具有人性的说法的
anthropopathic	认为神具有人性的说法
inhospitality	冷淡
inhospitality	不和气
inhospitality	冷漠
issuer	发行者
catechetical	问答式教学法的
catechetical	问答式教学法
catechetical	问答式的
catechetical	问答式
petitory	提出所有权要求的
petitory	提出所有权要求
nuncupative	口述的
nuncupative	口述
dashi	鱼汤
floridity	鲜丽
floridity	脸色好
arriviste	暴发户
arriviste	一心想发迹的人
hela	=Hel
hela	cell
hela	海拉细胞
hela	人宫颈癌传代细胞
flowing	流动的
flowing	流动
flowing	如流的
flowing	如流
flowing	平滑的
flowing	平滑
flowing	流畅的
flowing	流畅
flowing	通顺的
flowing	通顺
counterpole	正相反之事物
edrophonium	氯化腾喜龙
pekinese	北京的
pekinese	北京
pekinese	北京哈叭狗
menad	酒神节女祭司
menad	暴怒的女人
menad	心情暴躁的女人
garibaldi	宽大衬衫
garibaldi	夹酸栗果酱的饼干
clavated	棍棒状的
clavated	棍棒状
clavated	一端膨大的
clavated	一端膨大
spaetzle	鸡蛋面疙瘩
decartelization	解散卡特尔企业联合
ajuga	一种草本植物
shlub	=schlub
tenderfeet	最初级的童子军
ibsenism	易卜生主义
usefulness	有用
usefulness	有效性
allmains	适应各种电压的
allmains	适应各种电压
allmains	万能供电的
allmains	万能供电
royal	王室的
royal	王室
royal	皇家的
royal	皇家
royal	第一流的
royal	第一流
royal	高贵的
royal	高贵
cruciate	十字形的
cruciate	十字形
cruciate	十字状的
cruciate	十字状
jody	乔迪
christendom	基督教徒基督教界
ethnohistoric	人种史学的
ethnohistoric	人种史学
privateer	武装民船
privateer	私掠船
disinflation	制止通货膨胀
touching	动人的
touching	动人
touching	令人同情的
touching	令人同情
touching	关于
touching	至于
