daishiki	=dashiki
stemmed	有茎的
stemmed	有茎
stemmed	去掉茎的
stemmed	去掉茎
balzacian	巴尔扎克的
balzacian	巴尔扎克
balzacian	巴尔扎克小说的
balzacian	巴尔扎克小说
balzacian	巴尔扎克风格的
balzacian	巴尔扎克风格
balzacian	巴尔扎克专家
balzacian	巴尔扎克学者
zamboanga	三宝颜
aliphatic	脂肪族的
aliphatic	脂肪族
aliphatic	脂肪质的
aliphatic	脂肪质
immorally	不道德地
immorally	不道德
immorally	品行不良地
immorally	品行不良
zolaesque	左拉的
zolaesque	左拉
zolaesque	左拉作品的
zolaesque	左拉作品
ceeb	College
ceeb	Entrance
ceeb	Examination
ceeb	Board
ceeb	大学入学考试委员会
virement	转帐
virement	票据交换
niddering	卑鄙
niddering	不诚实的人
nymphae	若虫
nymphae	蛹
methylase	甲基化酶
dustheap	垃圾堆
dustheap	默默无闻
gelidity	冰冷
gelidity	极冷
gelidity	严寒
biplane	双翼飞机
biplane	复翼飞机
stretcher	担架
stretcher	延伸器
participled	受诅咒的
participled	受诅咒
error	错误
error	过失
error	误差
shaven	修过脸的
shaven	修过脸
shaven	刮过脸的
shaven	刮过脸
shaven	削发的
shaven	削发
shaven	shave的过去分词
kennelman	养狗场主人
kennelman	养狗场管理员
multilist	多目表
multilist	多重表列
parasitoid	拟寄生物
parasitoid	拟寄生物的
parasitoid	拟寄生物
neanderthaloid	类似尼安德特人的
neanderthaloid	类似尼安德特人
neanderthaloid	有尼安德特人体形特征的
neanderthaloid	有尼安德特人体形特征
crakeberry	岩高兰
crakeberry	岩高兰之浆果
yuletide	圣诞季节
syllepses	兼用法
notification	通知
notification	布告
notification	告示
uppie	兴奋剂
modiolus	耳蜗轴
isogony	等称发育
isogony	等称增长
departmentalize	把……分为各部
kendal	肯德尔耳绿色粗呢
kendal	肯德尔绿
tournois	图尔城铸造的
tournois	图尔城铸造
farfal	=farfel
nincompoop	傻子
nincompoop	无用的人
checkgate	堰门
eto	European
eto	Theatre
eto	of
eto	Operations欧洲战区
hellebore	菟葵
hellebore	藜芦
legioned	组成军团的
legioned	组成军团
composition	写作
composition	作文
composition	成分
composition	合成物
shako	有檐平顶筒状军帽
manned	有人驾驶的
manned	有人驾驶
manned	有人操纵的
manned	有人操纵
monogram	字母组合
marsquake	火星震
quarrel	吵架
quarrel	反目
quarrel	怨言
quarrel	争吵的原因
quarrel	吵架
quarrel	争论
quarrel	挑剔
sulphide	n
sulphide	硫化物
ephyra	蝶状幼体
highjacking	劫持
ingather	收获
ingather	收入
ingather	收集
hardcore	核心部分
hardcore	中坚分子
hardcore	绝对的
hardcore	绝对
hardcore	无条件的
hardcore	无条件
hardcore	没有限制的
hardcore	没有限制
hardcore	赤裸裸描写性行为的
hardcore	赤裸裸描写性行为
justifier	辩护者
justifier	辩解者
haematopoietic	造血的
haematopoietic	造血
haematopoietic	生血的
haematopoietic	生血
slung	sling的过去式及过去分词
claptrap	应景的
claptrap	应景
claptrap	讨好的言语或行为
claptrap	讨好的
claptrap	讨好
infrared	红外线的
infrared	红外线
infrared	红外线
trichroism	三色性
trichroism	三色现象
presser	压榨技工
presser	压榨机
aulic	宫廷的
aulic	宫廷
drunk	喝醉了的
drunk	喝醉了
drunk	drink
drunk	的过去分词
schvartzer	黑人
schvartzer	黑人姑娘
robotism	像机械人的行为
rdx	旋风炸药
rdx	三次甲基三硝基胺
kneeler	跪垫
irritative	刺激性的
irritative	刺激性
irritative	刺激的
irritative	刺激
counterorder	与前令相反的命令
counterorder	逆命令
hakea	哈克木属植物
fender	防卫物
fender	挡泥板
injectant	注入物
pronatalism	提高人口出生率主义
hidropoiesis	流汗
doll	洋娃娃
doll	玩偶
doll	美丽但无头脑的女子
doll	美男子
beneficial	有益的
beneficial	有益
beneficial	受益的
beneficial	受益
beneficial	有使用权的
beneficial	有使用权
luxurious	奢侈的
luxurious	奢侈
luxurious	豪华的
luxurious	豪华
celestially	神地
celestially	神
celestially	神圣地
celestially	神圣
aeropolitics	国际航空政策
misrule	施暴政
misrule	暴政
partner	合伙人
partner	股东
partner	舞伴
partner	伴侣
partner	与……合伙
partner	组成一对
partner	做伙伴
partner	当助手
phytobenthon	水底植物
bba	bachelor
bba	of
bba	business
bba	administration
bba	工商管理学学士
handstaff	连枷柄
cevitamic	维生素C
rehabilitative	使复原的
rehabilitative	使复原
rehabilitative	复职的
rehabilitative	复职
blame	过失
blame	责备
blame	责备
blame	谴责
astronomy	天文学
phyllode	叶状柄
expatriation	放逐国外
expatriation	放弃国籍
chook	鸡
shillelagh	橡木棍
mikron	=micron
hidden	hide的过去分词
hidden	隐藏的
hidden	隐藏
bedbound	卧床不起的
bedbound	卧床不起
faultfinder	找岔子
faultfinder	挑剔
faultfinder	吹毛求疵的人
walkway	走道
walkway	人行道
groupuscule	小团体
groupuscule	小派别
apocatastasis	复原
apocatastasis	魔鬼及罪人终将回归上帝的学说
bayman	住在港湾的居民
bayman	靠伐月桂为生者
hexameter	六步格
hexameter	六步格的诗
hexameter	六步格的
hexameter	六步格
pacifier	抚慰者
kickout	踢转板迎浪
pneumaturia	气尿
cloddish	土块一样的
cloddish	土块一样
cloddish	土里土气的
cloddish	土里土气
cloddish	粗鲁的
cloddish	粗鲁
viscerogenic	出自脏腑的
viscerogenic	出自脏腑
viscerogenic	发自体内的
viscerogenic	发自体内
bans	结婚预告
screever	马路画家
screever	告地状者
bedlamp	床头灯
gi	Gibraltar
gi	直布罗陀
gi	GI''s
gi	或
gi	GIs
gi	美国兵
gi	美国步兵
teratogenic	产生畸形的
teratogenic	产生畸形
nasial	鼻根的
nasial	鼻根
protostellar	原恒星的
protostellar	原恒星
protostellar	形成恒星的
protostellar	形成恒星
yarage	可操纵性
yarage	操纵灵活性
patrilinear	=patrilineal
rudely	粗暴地
rudely	粗暴
rudely	无礼地
rudely	无礼
reinsman	骑师
bottlekhana	伙食房
bottlekhana	餐具室
pyosalpinx	输卵管积脓
nonreward	有意不给预期的奖励
pliably	易曲折地
pliably	易曲折
pliably	圆滑地
pliably	圆滑
zoonomy	动物生理学
jun	六月
cuttable	可缩减的
cuttable	可缩减
materialization	物质化
materialization	具体化
stewardess	女乘务员
liftboy	电梯管理员
lepidoptera	鳞翅类
europeanise	=Europeanize
contabescence	衰亡
contabescence	憔悴
mucronulate	具尖突的
mucronulate	具尖突
cranage	起重机使用权
cranage	起重机使用费
reecho	再反回响
reecho	使回响
reecho	回响
reecho	回声
craniocerebral	颅与脑的
craniocerebral	颅与脑
cosmonette	女宇航员
maintain	维持
maintain	维修
maintain	继续
maintain	供养
maintain	主张
asc	altered
asc	state
asc	of
asc	consciousness
torrefaction	干燥
torrefaction	烘焙
generalization	一般化
generalization	普遍化
generalization	概括
generalization	广义性
epileptogenic	引起癫痫的
epileptogenic	引起癫痫
epileptogenic	致癫痫的
epileptogenic	致癫痫
epileptogenic	由癫痫引起的
epileptogenic	由癫痫引起
hypotyposis	生动的叙述
thioalcohol	=thiol
riffy	多连复段的
riffy	多连复段
riffy	连复段过多的
riffy	连复段过多
spectrometer	分光计
abyssinian	阿比西尼亚的
abyssinian	阿比西尼亚
abyssinian	阿比西尼亚人
abyssinian	依索比亚人
flanerie	漫无目的
flanerie	漫无目
flanerie	无所事事
archaist	爱写古体文者
archaist	拟古主义者
slothfulness	怠惰
slothfulness	懒惰
landgravate	伯爵领主的职位
rickle	小堆
rickle	散乱放一起之物
rickle	将……堆成一堆
exfacto	根据事实
exfacto	实际上
nocent	有害的
nocent	有害
nocent	伤害的
nocent	伤害
weeping	哭泣
weeping	落泪
weeping	下雨的
weeping	下雨
weeping	垂枝的
weeping	垂枝
weeping	哭泣的
weeping	哭泣
corfiote	科孚特岛之居民
alors	那末
toscana	托斯卡纳区
beefeater	吃牛肉者
beefeater	英王的卫士
beefeater	伦敦塔守卫者
beefeater	伦敦塔卫兵
wampum	贝壳念珠
wampum	金钱
canaliculus	小管
canaliculus	细管
canaliculus	小沟
canaliculus	微管
heulandite	片沸石
antinational	反国家的
antinational	反国家
antinational	反国家主义的
antinational	反国家主义
encomiast	宣读或写颂辞之人
encomiast	阿谀者
encomiast	赞美者
decentralise	=decentralize
halfhourly	半小时地
halfhourly	半小时
halfhourly	三十分钟地
halfhourly	三十分钟
doodling	乱写之物
doodling	乱画之物
tannish	浅棕色的
tannish	浅棕色
tannish	淡褐色的
tannish	淡褐色
flitter	飞来飞去
flitter	匆忙来往
flitter	一掠而过的东西
irenical	和平主义的
irenical	和平主义
irenical	和平的
irenical	和平
fogy	守旧者
fogy	赶不上时代的人
glover	手套贩卖商
monofilament	单丝
vitally	生死攸关地
vitally	生死攸关
vitally	极其
vitally	紧要地
vitally	紧要
choir	唱诗班
choir	唱诗班的席位
pretersensual	感觉不到的
pretersensual	感觉不到
pretersensual	超感觉的
pretersensual	超感觉
bettina	贝蒂娜
spherulite	球粒
glycosuria	糖尿
laurestinus	=laurustinus
decohesion	检波器恢复常态
dobber	浮标
dobber	浮子
candied	糖果的
candied	糖果
candied	甜蜜的
candied	甜蜜
criticize	批评
criticize	责备
sillimanite	硅线石
levyist	主张没收资本者
publishable	可出版的
publishable	可出版
publishable	可发行的
publishable	可发行
er	symb
er	铒
reducible	可减少的
reducible	可减少
reducible	可约的
reducible	可约
reducible	可还原的
reducible	可还原
reducible	可简化的
reducible	可简化
numbfish	电鳗
zwinglian	茨温利的
zwinglian	茨温利
zwinglian	茨温利教义的
zwinglian	茨温利教义
employer	雇主
employer	老板
meningioma	脑膜瘤
neckpiece	皮围巾
timeball	标准报时球
arbutus	杨梅属
lifelike	逼真的
lifelike	逼真
morphinism	慢性吗啡中毒
morphinism	吗啡瘾
internalise	使成为主观
eld	高龄
eld	古代
eld	古人
sticking	粘的
sticking	粘
sticking	有粘性的
sticking	有粘性
radioconductor	电波侦测器
la	Lao
la	People''s
la	Republic
la	老挝人民共和国
amalgamator	合并者
amalgamator	混汞机
sawblade	锯条
sawblade	锯片
hadst	have的第二人称单数过去式
potheen	私酿的威士忌
spiritualistic	唯心论的
spiritualistic	唯心论
spiritualistic	降神术的
spiritualistic	降神术
tontru	南京同创信息产业集团公司
tontru	南京市政府重点支持的信息产业龙头企业
dissimilarity	不同
dissimilarity	相异点
dissimilarity	相异
concentricity	同心
concentricity	集中
concentricity	集中性
gallica	法国蔷薇
pinealoma	松果体瘤
proglottis	节片
immunodiagnosis	免疫诊断
dynamotor	发电机
therm	克卡
therm	小卡
therm	千卡
zenaida	塞奈达野鸽
mirepoix	植物性调味香料
aerocamera	空中照相机
rosita	罗西塔
nucleochronology	核子年代学
euphemism	委婉的说法
pronunciation	发音
pronunciation	读法
something	pro
something	某事
something	某物
something	有点象
something	大约
noust	船只停泊处
bacillin	杆菌素
bacillin	杆菌抗生素
florid	华丽的
florid	华丽
florid	红润的
florid	红润
florid	炫耀的
florid	炫耀
florid	绚丽的
florid	绚丽
protonation	质子化作用
protonation	加质子作用
voiturette	小型汽车
whipster	妄自尊大的小人物
chresard	有效水分
chresard	可用水量
ostensible	可公开得
ostensible	可公开
ostensible	表面的
ostensible	表面
ostensible	虚假的
ostensible	虚假
timbal	铜鼓
timbal	鼓膜
phobia	恐怖病
phobia	恐怖症
malpais	熔岩区
fieldwards	向原野
automobile	汽车
hygienics	卫生学
bellipotent	战力强大的
bellipotent	战力强大
icae	智能计算机辅助工程
prednisone	强的松
plodding	沉重缓慢的
plodding	沉重缓慢
plodding	单调乏味的
plodding	单调乏味
empaquetage	包扎艺术品
apospory	无孢子生殖
apospory	无孢子状态
skyjacking	劫机
dysaesthesia	感觉不良
dysaesthesia	感觉迟钝
dijon	第戎
lithology	岩石学
lithology	岩性
horra	=hora
euphotic	透光层的
euphotic	透光层
eunuchism	阉人状态
irrevocably	不能取消地
irrevocably	不能取消
irrevocably	不能撤回地
irrevocably	不能撤回
reaphook	镰刀
reaphook	弯月刀
dimorph	二形之一
enthrallment	沉迷
enthrallment	奴役
irrevocability	不能挽回的事
half	一半
half	半时
half	半场
half	半学年
half	一半的
half	一半
half	不完全的
half	不完全
half	半途的
half	半途
half	一半地
half	一半
half	部分地
half	部分
half	相当的
half	相当
od	自然力
od	OD
od	过量毒品
felly	外轮
felly	轮圈
legs	木头支架
phenazocine	苯唑星
minicab	微型出租汽车
didactics	教授法
lapin	兔子
maulvi	s)
maulvi	大毛拉
memoirist	传记
memoirist	回忆录
memoirist	追思录
vinery	葡萄园
vinery	葡萄温室
popover	一种淡烤的酥饼
msgm	Master
msgm	of
msgm	Science
msgm	in
msgm	Government
msgm	Management
msgm	政府管理学硕士
albacore	青花鱼科的海产鱼
hog	肥拱起
disfigurement	毁容
disfigurement	缺陷
disfigurement	畸形
alongside	在旁
alongside	横靠
diosmosis	渗透
diosmosis	渗透现象
onlay	裱贴
flicker	扑动
flicker	闪烁
flicker	闪光
flicker	颤动
flicker	闪动
flicker	闪烁
flicker	摇动
flicker	扑动翅膀
flicker	昏倒
flicker	假装昏倒
flicker	使摇曳
flicker	使闪烁
florescence	开花
florescence	全盛期
florescence	花期
cymling	一种白绿色扁圆之南瓜
pedicure	医师
pedicure	修脚
penetrability	穿透能
hydrobromide	氢溴酸盐
hydrobromide	溴化氢物
smokeable	=smokable
anking	安庆
resiniferous	生树脂的
resiniferous	生树脂
resiniferous	含树脂的
resiniferous	含树脂
oxhide	牛皮
seminatural	半自然的
seminatural	半自然
zoogony	胎生
wen	粉瘤
wen	人口集中的大城市
polyembryony	多胎
polyembryony	多胚
sciagraph	X射线照片
sciagraph	对……作X射线摄影
casuistical	决疑的
casuistical	决疑
casuistical	诡辩的
casuistical	诡辩
concerted	商议定的
concerted	商议定
concerted	协定的
concerted	协定
concerted	协调的
concerted	协调
microstructure	微观结构
microstructure	显微结构
zoantharian	海葵
restaurateur	餐馆老板
restaurateur	饭店主人
parachute	降落伞
squirearch	地主
squirearch	乡绅
barabara	用草皮所盖之半地下房屋
altisonant	冠冕堂皇的
altisonant	冠冕堂皇
altisonant	崇高的
altisonant	崇高
ganggang	甘甘凤头鹦鹉
bronx	布朗克斯
straightaway	直线跑道
straightaway	陆路上的直段
cough	咳嗽
cough	咳嗽
intersymbol	符号间的
intersymbol	符号间
coevolve	共同进化
adiabatic	绝热的
adiabatic	绝热
adiabatic	隔热的
adiabatic	隔热
chirographer	书法家
puzzlement	迷惑
huskily	嘎声地
huskily	嘎声
tribeswoman	部落的女人
acquittance	解除
acquittance	偿清
acquittance	清还证明书
immortalize	使不灭
immortalize	使不朽
immortalize	使名垂千古
sailing	航行
sailing	航行的
sailing	航行
film	薄膜
film	膜层
film	胶卷
film	影片
film	薄雾
film	轻烟
film	电影
film	在……上覆以薄膜
film	拍成电影
film	生薄膜
film	变成朦胧
film	拍电影
hydrostat	水压调节器
hydrostat	防止锅炉因水少而爆炸的装置
hydrostat	水位计
transilient	跳跃的
transilient	跳跃
transilient	飞越的
transilient	飞越
transilient	骤变的
transilient	骤变
transilient	突变的
transilient	突变
buckle	带扣
buckle	扣住
buckle	变弯曲
intersubjective	主观间的
intersubjective	主观间
intersubjective	主体间的
intersubjective	主体间
matricide	弑母
lychnis	剪秋罗属
putschist	反叛者
putschist	暴动者
lydian	吕底亚的
lydian	吕底亚
lydian	吕底亚人的
lydian	吕底亚人
lydian	吕底亚语的
lydian	吕底亚语
lydian	吕底亚人
lydian	吕底亚语
atmolyzer	微孔分气器
caulome	茎的结构
caulome	和茎结构形态相当之结构
phytoflagellate	植物鞭毛虫
phytoflagellate	鞭毛藻
deceased	已故的
deceased	已故
deceased	死者
trimness	整齐
trimness	整顿
trimness	整理
oxymel	醋蜜剂
lick	舔
lick	少许
lick	打
lick	舔
lick	卷过
lick	鞭打
lick	克服
lick	征服
lick	轻轻拍打
dispermous	具双种子的
dispermous	具双种子
fissionable	可裂变物质
fissionable	可引起核分裂的
fissionable	可引起核分裂
fissionable	可分裂的
fissionable	可分裂
piezometry	压力测定
piezometry	压力计使用
thrombogen	凝血酶原
