balalaika	俄式三弦琴
resinous	用树脂做的
resinous	用树脂做
preventive	预防性的
preventive	预防性
gpl	General
gpl	Public
gpl	License
gpl	通用公共许可协议
influxion	流入
influxion	注入
ahitophal	亚希多弗
polysynaptic	多突触的
polysynaptic	多突触
photorecorder	摄影记录器
photorecorder	自动记录照相机
abskize	逃亡
abskize	逃脱
gelt	geld的过去式及过去分词
seeker	搜索者
seeker	探求者
comfortlessly	不舒服地
comfortlessly	不舒服
comfortlessly	孤单地
comfortlessly	孤单
goaf	废矿
jenghiz	Khan
jenghiz	Jenghis
jenghiz	Khan
jenghiz	成吉思汗
movability	可动性
monamine	一元胺
rabid	狂暴的
rabid	狂暴
rabid	激烈的
rabid	激烈
rabid	患有狂犬病的
rabid	患有狂犬病
gdss	群体计策支持系统
capotasto	=capo
liquefacient	液化剂
liquefacient	液化的
liquefacient	液化
faggoty	女性化的
faggoty	女性化
faggoty	同性恋的
faggoty	同性恋
arithmetization	算术化
hoggish	贪婪的
hoggish	贪婪
hypersomnia	睡眠过度
hypersomnia	嗜睡
ling	鳕鱼
ling	石南之一种
corp	公司
reintegrate	再重新完整
reintegrate	复兴
nelson	压住对方头部或颈后及一臂或二臂的手法
articular	关节的
articular	关节
remove	移动
remove	开除
remove	移交
remove	迁移
remove	搬家
remove	移动
remove	距离
remove	班级
remove	升级
megacity	大城市
hemorrhoids	痔疮
hemorrhoids	痔疾
plute	富豪
plute	财阀
tergiant	显示出背部的
tergiant	显示出背部
tergiant	作拱背状的
tergiant	作拱背状
skibby	日本人
pushpin	图钉
liza	莉莎
warpwise	经向地
warpwise	经向
throughput	生产量
throughput	生产能力
throughput	吞吐量
fervently	热心地
fervently	热心
fervently	热诚地
fervently	热诚
scratch	乱写
scratch	刮擦声
scratch	抓痕
scratch	擦伤
scratch	乱涂
scratch	勾抹掉
scratch	擦
scratch	刮
scratch	搔
scratch	抓
scratch	挖出
scratch	发刮擦声
scratch	搔
scratch	抓
scratch	打草稿用的
scratch	打草稿用
scratch	凑合的
scratch	凑合
singularity	单一
singularity	异常
singularity	奇异
singularity	奇妙
singularity	稀有
shapoo	中亚细亚的山羊
acreage	英亩数
acreage	面积
parthenospore	单性孢子
parthenospore	无配合子
parthenospore	非接合子
intermezzi	幕间剧
intermezzi	间乐曲
lippie	口红
lippie	唇膏
couch	表达
conchoidal	贝壳状的
conchoidal	贝壳状
gumdrop	水果糖之一种
corinto	科林托
prurigo	痒疹
lockpick	=picklock
tenner	十磅纸币
tenner	十元纸币
hyetometer	雨量表
hyetometer	雨量器
resign	辞去
resign	辞去
resign	辞职
campesino	农夫
campesino	农场工作人员
hypervisor	管理程序
aeromarine	海上飞行的
aeromarine	海上飞行
balkhash	巴尔喀什湖
nontelevised	不看电视的
nontelevised	不看电视
nontelevised	电视上不播放的
nontelevised	电视上不播放
reactionism	反动思想
reactionism	极端保守主义
newbie	网络新手
newbie	新兵
plainsman	平原居民
plainsman	平地人
faradize	用以感应电刺激
faradize	感应电流治疗
bruxism	磨牙症
bruxism	夜间磨牙
compurgator	辩护者
compurgator	为他人作证者
doctrinal	学说的
doctrinal	学说
mathematization	数学化
mathematization	数学处理
frieda	弗里达
flibbertigibbet	饶舌的人
flibbertigibbet	轻浮
flibbertigibbet	不负责任
fumigate	熏制
fumigate	使发香
faggy	女性化的
faggy	女性化
faggy	同性恋的
faggy	同性恋
minestrone	蔬菜通心粉汤
abnormity	异常
abnormity	不规则
abnormity	异形
bassist	低音歌手
bassist	低音乐器的演奏者
harrowing	痛心的
harrowing	痛心
harrowing	悲惨的
harrowing	悲惨
spook	鬼
spook	幽灵
spook	鬼怪般地出没于
spook	惊吓
spook	逃窜
electroculture	电气栽培
cc	Carbon
cc	Copy
cc	抄送
cc	Cocos
cc	Islands
cc	科科斯群岛
sluttish	懒惰的
sluttish	懒惰
sluttish	邋遢的
sluttish	邋遢
sluttish	淫荡的
sluttish	淫荡
turbidimeter	浊度计
turbidimeter	浊度表
pyrometry	测高温
pyrometry	测高温学
anima	生命
anima	灵魂
taws	皮鞭的一种
taws	鞭打
paner	削皮刀
paner	削皮器
gowster	吸大麻的人
cinerary	骨灰的
cinerary	骨灰
cinerary	放灰的
cinerary	放灰
bannerette	方旗武士
bannerette	爵位
toupet	=toupee
ventriculogram	脑室造影照片
omega	欧米加
omega	最后
omega	结局
nobleness	高贵
nobleness	高尚
prohibit	禁止
prohibit	阻止
lugsail	后缘长的四角纵帆
anchorpeople	新闻节目主持人们
hokum	废话
supercolossal	极大的
supercolossal	极大
supercolossal	巨大的
supercolossal	巨大
supercolossal	超大的
supercolossal	超大
brilliantly	辉煌地
brilliantly	辉煌
brilliantly	灿烂地
brilliantly	灿烂
brilliantly	光亮地
brilliantly	光亮
diplogen	重氢
diplogen	氘
asexual	无性的
asexual	无性
asexual	无性生殖的
asexual	无性生殖
reassertion	再主张
nightlong	通宵的
nightlong	通宵
nightlong	彻夜的
nightlong	彻夜
nonelectrolyte	非电解质
profile	剖面
profile	侧面
profile	外形
profile	轮廓
netcropper'	NULL)
advised	考虑过的
advised	考虑过
advised	细想过的
advised	细想过
quakerish	像贵格会教派的
quakerish	像贵格会教派
quakerish	谨严的
quakerish	谨严
by	在附近
by	在旁边
by	经
by	由
by	依据
by	按照
by	通过
by	用
by	通过
by	经过
by	附近
by	Belarus
by	白俄罗斯
pignus	典质
pignus	典质物
peritoneum	腹膜
heliozoan	太阳虫目动物
iktas	物品
iktas	东西
iktas	所有物:目前我们所需要的东西全有了
huanghe	黄河
slinkingly	偷偷地
slinkingly	偷偷
slinkingly	偷偷摸摸地
slinkingly	偷偷摸摸
pulverous	粉状的
pulverous	粉状
pulverous	满是粉的
pulverous	满是粉
glabella	眉间
glabella	印堂
moggy	小牛
moggy	母牛
overconfident	过于自信的
overconfident	过于自信
overconfident	自负的
overconfident	自负
transmontane	野蛮的
transmontane	野蛮
transmontane	来自群山彼边的
transmontane	来自群山彼边
concernful	重要的
concernful	重要
disinhume	挖掘
disinhume	掘出
biparental	双亲的
biparental	双亲
biparental	来自双亲的
biparental	来自双亲
steersman	舵手
earlobe	耳垂
earlobe	耳垂
ludditish	勒德主义的
ludditish	勒德主义
ludditish	反对机械化自动化的
ludditish	反对机械化自动化
daniel	丹尼尔
daniel	男子名
verecund	害羞的
verecund	害羞
verecund	忸怩的
verecund	忸怩
verecund	谦卑的
verecund	谦卑
raffinate	残油液
raffinate	剩余液
infatuatedly	迷恋地
infatuatedly	迷恋
infatuatedly	着迷地
infatuatedly	着迷
lionize	把……奉为名人
lionize	游览……名胜
lionize	游览名胜
cytopenia	血球减少
sheugh	沟
sheugh	犁沟
sheugh	沟渠
sheugh	溪谷
laminarization	分层
roselike	像玫瑰的
roselike	像玫瑰
paleographic	古文书学的
paleographic	古文书学
snowcat	雪地履带式车辆
scran	食物
scran	残渣
kiddywinkle	=kiddywink
countersea	逆浪
downmost	最下面的
downmost	最下面
downmost	最下面地
downmost	最下面
pneumatology	气体学
puparium	蛹壳
layette	婴儿的全套服装
cellobiose	纤维二糖
entasis	凸肚状
campong	=kampong
cambrel	马脚形铁钩
galla	盖拉族
galla	盖拉语
galla	盖拉族人的
galla	盖拉族人
resolution	坚定
resolution	决心
resolution	决定
resolution	决议
resolution	分辨率
basque	巴斯克人
basque	一种妇人用短上衣
basque	巴斯克人的
basque	巴斯克人
calamondin	加利蒙地亚橘
bigoted	固执的
bigoted	固执
bigoted	执迷的
bigoted	执迷
bigoted	顽固的
bigoted	顽固
retractable	可收回的
retractable	可收回
bread	面包
bread	生计
reification	具体化
metalsmith	金工技工
metalsmith	金属加工技工
castigatory	斥责的
castigatory	斥责
castigatory	惩罚的
castigatory	惩罚
castigatory	修订的
castigatory	修订
reddle	红赭石
reddle	赭土
bleuderoi	深蓝色
mrna	messenger
mrna	RNA
trickish	欺骗的
trickish	欺骗
trickish	狡猾的
trickish	狡猾
trickish	难对付的
trickish	难对付
costarica	哥斯达黎加
fed	一种显示技术
skep	篮子
skep	蜂箱
tripolar	三极的
tripolar	三极
netware	Novell公司出的网络操作系统
alexis	亚历克西斯
terdiurnal	一日三次的
terdiurnal	一日三次
hyposulfite	次硫酸盐
hyposulfite	硫代硫酸钠
lethal	致命的
lethal	致命
lethal	致死因子
metafiction	超小说
auxotroph	营养缺陷型
auxotroph	营养缺陷体
topwork	整顶嫁接
nocturne	夜曲
nocturne	夜景
knight	骑士
knight	爵士
knight	武士
knight	授以爵位
flank	腰窝
flank	侧面
flank	军队侧翼
flank	侧腹
flank	胁
flank	腰窝肉
flank	在……的侧面
flank	侧翼包围
flank	守侧面
flank	侧面与……相接
confront	使面临
confront	对抗
subovate	近似卵圆形的
subovate	近似卵圆形
liturgiologist	礼拜仪式学家
ozonize	以臭氧处理
ozonize	使含臭氧
ozonize	变成臭氧
audiotyping	录音打字
oubliette	地下密牢
cowpuncher	牛仔
outmeasure	在分量方面超过
ritzy	豪华的
ritzy	豪华
ritzy	时髦的
ritzy	时髦
ritzy	讲究的
ritzy	讲究
venusberg	维纳斯山
pararescue	伞降救援
incredible	难以置信的
incredible	难以置信
convulsively	痉挛性地
convulsively	痉挛性
ammonia	氨
ammonia	氨水
prongy	叉状的
prongy	叉状
prongy	有叉尖的
prongy	有叉尖
prongy	有尖齿的
prongy	有尖齿
morally	精神上
welsher	骗人
welsher	欺诈者
unright	非正义
unright	不公
unright	错误
duckbill	鸭嘴兽
sound	声音
sound	语音
sound	噪音
sound	吵闹
sound	海峡
sound	听力范围
sound	探条
sound	健全的
sound	健全
sound	可靠的
sound	可靠
sound	合理的
sound	合理
sound	有效彻底的
sound	有效彻底
sound	健康的
sound	健康
sound	彻底地
sound	彻底
sound	充分地
sound	充分
sound	发出声音
sound	回响
sound	测深
sound	听起来
sound	使发声
sound	宣告
sound	听诊
sound	测……深
sound	试探
cyclostomous	有圆口的
cyclostomous	有圆口
cyclostomous	圆口动物的
cyclostomous	圆口动物
romanza	浪漫曲
romanza	叙事短诗
romanza	抒情短诗
ambrosial	芬香的
ambrosial	芬香
ambrosial	特别美味的
ambrosial	特别美味
whomsoever	pro
whomsoever	whoever的宾格
equanimousness	安静
equanimousness	镇定
kona	=kona
kona	storm
acephalous	无头的
acephalous	无头
acephalous	群龙无首的
acephalous	群龙无首
uprear	养育
uprear	升起
labour	劳动
labour	劳力
labour	劳工
labour	努力
labour	分娩
labour	工作
labour	劳动
labour	苦干
labour	费力地前进
labour	分娩
labour	工作
labour	悉心完成
labour	支持工党的
labour	支持工党
labour	与工党有关的
labour	与工党有关
loveliness	可爱
loveliness	漂亮
loveliness	魅力
chime	一套发谐音的钟
chime	和谐
chime	鸣
chime	打
chime	和谐
chime	敲出和谐的声音
chime	打钟报时
crases	crasis的复数
ser	重量的单位
ser	液量的单位
iridectomize	为……切除虹膜
promorphology	原形学
kempt	整洁的
kempt	整洁
kempt	梳理好的
kempt	梳理好
teutonization	条顿化
creasy	有折痕的
creasy	有折痕
creasy	皱纹多的
creasy	皱纹多
serendipitous	偶然发现的
serendipitous	偶然发现
tass	Telegraph
tass	Agency
tass	of
tass	Soviet
tass	Union
tass	苏联塔斯通讯社
horsepower	马力
skibobbing	雪犁运动
skibobbing	连橇运动
scordato	变格定弦的
scordato	变格定弦
exteroceptive	感受外界刺激的的
exteroceptive	感受外界刺激
spread	伸展
spread	展开
spread	传播
spread	蔓延
spread	酒席
spread	宴会
spread	桌布
spread	伸展
spread	展开
spread	铺
spread	涂
spread	敷
spread	摆
spread	传播
spread	散布
aiche	American
aiche	Institute
aiche	of
aiche	Chemical
aiche	Engineers美国化学工程师协会
moonquake	月震
wll	Wireless
wll	Local
wll	Loop
wll	无线本地环路
ailment	疾病
ailment	不宁
ailment	不安
organisation	=organization
beekeeper	养蜂人
ecstasy	入迷
corrupt	腐败的
corrupt	腐败
corrupt	贪污的
corrupt	贪污
corrupt	被破坏的
corrupt	被破坏
corrupt	混浊的
corrupt	混浊
corrupt	误用的
corrupt	误用
corrupt	使腐烂
corrupt	腐蚀
corrupt	使恶化
corrupt	腐烂
corrupt	堕落
decant	轻轻倒出
decant	移入其他容器
retrusion	牙齿的后移状态
tuesdays	每星期二
impairment	损害
impairment	损伤
heartache	心痛
heartache	悲叹
innovationist	主张革新者
innovationist	改革派
divvy	分配
divvy	分摊
divvy	分配
divvy	部分
peperoni	=pepperoni
plateresque	带复杂花叶形装饰的
plateresque	带复杂花叶形装饰
flint	打火石
flint	极硬的东西
flint	燧石
dmso	dimethylsulphoxide
brutal	残忍的
brutal	残忍
brutal	兽性的
brutal	兽性
tombak	一种铜与锌的合金
flatette	小公寓
patrist	的人
psychodrama	心理剧
rime	结晶
rime	白霜
rime	使蒙霜
syndicalism	工会组织主义
syndicalism	工团主义
syndicalism	职能政府论
pathology	病理学
wirk	=work
silvicolous	居住在森林中的
silvicolous	居住在森林中
silvicolous	森林中生长的
silvicolous	森林中生长
spiceberry	香料植物
atrabilious	沉闷的
atrabilious	沉闷
atrabilious	疑心的
atrabilious	疑心
readset	读集
regionalism	行政区域划分
regionalism	地方主义
rickety	患佝偻病的
rickety	患佝偻病
rickety	驼背的
rickety	驼背
rickety	摇摆的
rickety	摇摆
moonlet	小卫星
moonlet	人工卫星
extern	走读生
extern	走读医学研究生
extern	外的
extern	外
extern	外来的
extern	外来
bionomics	生态学
implacental	无胎盘动物
implacental	无胎盘的
implacental	无胎盘
metier	职业
metier	工作
pinspotter	保龄球自动服务机
arundinaceous	芦苇的
arundinaceous	芦苇
gorse	金雀花
microinterrupt	微中断
yemen	也门
quibblingly	吹毛求疵地
quibblingly	吹毛求疵
quibblingly	推诿地
quibblingly	推诿
pgup	pageup
pgup	翻上页
wobbly	摆动的
wobbly	摆动
wobbly	不稳定的
wobbly	不稳定
wobbly	歪斜的
wobbly	歪斜
quadripartite	分成四组的
quadripartite	分成四组
quadripartite	由四部组成的
quadripartite	由四部组成
tourmalin	电气石
belabor	痛打
belabor	不断辱骂和嘲弄
belabor	就……作过分的冗长的讨论或分析等
outworn	用旧的
outworn	用旧
outworn	废弃的
outworn	废弃
landeshauptmann	州长
slyboots	狡猾的人
slyboots	恶作剧者
druze	=Druse
oogamous	卵配生殖的
oogamous	卵配生殖
wildfowl	野禽
wildfowl	猎鸟
sonarman	声纳操纵员
sonarman	海军声纳兵
hominization	人化
hominization	人化过程
umbellule	次生伞形花序
umbellule	小伞形花序
epistaxis	鼻出血
epistaxis	鼻衄
axe	斧
axe	大削减
reloan	再贷款
reloan	再借
doored	有门的
doored	有门
azotemia	氮血
chawbacon	乡下人
chawbacon	土佬儿
portacaval	门腔静脉的
portacaval	门腔静脉
falafel	沙拉三明治
thebes	底比斯
amadavat	莓莺
amadavat	梅花雀
obsidionary	=obsidional
moodiness	喜怒无常
moodiness	闷闷不乐
pree	尝试
pree	证实
mbfr	Mutual
mbfr	and
mbfr	Balanced
mbfr	Force
mbfr	Reductions
mbfr	相互均衡裁军
salutatory	欢迎词
salutatory	祝词
salutatory	致敬意的
salutatory	致敬意
somniloquism	=somniloquy
proposal	提议
proposal	建议
cockeyed	斗鸡眼的
cockeyed	斗鸡眼
cockeyed	斜的
cockeyed	斜
cockeyed	荒唐的
cockeyed	荒唐
cockeyed	傻的
cockeyed	傻
petrography	岩石记述学
achaetous	无刚毛的
achaetous	无刚毛
nin	祖母
nin	外祖母
strontium	锶
interventionism	IntE5venFEnIstLm/干涉謏
interventionism	干涉主义的
interventionism	干涉主义
antisepticize	防腐
antisepticize	消毒
aramean	=Aramaean
urology	泌尿学
periodic	周期的
periodic	周期
periodic	定期的
periodic	定期
ephemeron	生命极短暂之物
ephemeron	蜉蝣
trivialize	使平凡
trivialize	使琐碎
cyclery	自行车行
lox	熏鲑鱼
lox	液态氧
fusible	熔解的
fusible	熔解
fusible	可熔的
fusible	可熔
styrofoam	聚苯乙烯泡沫塑料
resumptive	概括的
resumptive	概括
mild	温和的
mild	温和
mild	温柔的
mild	温柔
mild	淡味的
mild	淡味
mild	轻微的
mild	轻微
mild	适度的
mild	适度
mild	不含有害物质的的
mild	不含有害物质
autocatalytic	自身催化的
autocatalytic	自身催化
accroach	非法占有
accroach	强占
dibber	挖洞具
unreason	无理性
declaratory	宣言的
declaratory	宣言
declaratory	公布的
declaratory	公布
tartarus	地狱底下暗无天日之深渊
flanger	排雪板
flanger	除雪器
ruefulness	悲伤
ruefulness	可怜
epoxide	环氧化物
parthenogenesis	单性生殖
parthenogenesis	孤雌生殖
getup	装订格式
getup	服式
taxpaying	纳税
factotum	家务总管
