theosophical	神智学
nebular	星云
speechless	不能说话的
speechless	不能说话
speechless	酩酊大醉的
speechless	酩酊大醉
tatpurusha	两个名词合成的复合词
gastronomy	美食法
gastronomy	烹饪法
gastronomy	享乐主义
godown	仓库
offprint	选刊
offprint	印成单行本
actress	女演员
hornstone	角石
inpouring	注入
inpouring	增加
ivory	象牙
dactylioglyphy	玉石雕刻术
radian	弧度
peshawar	白沙瓦
dronish	混日子的
dronish	混日子
dronish	懒惰的
dronish	懒惰
disseizee	不动产被强占者
recognizee	被保人
intracutaneous	皮内的
intracutaneous	皮内
miliaria	栗疹
miliaria	痱子
cavitate	成穴
cavitate	空化
sinople	赭石
sinople	铁石英
bitstock	钻柄
barracoon	待贩运的奴隶的临时禁闭处
seventy	七十
nes	e
nes	s
nes	not
nes	elsewhere
nes	specified
nes	不另说明
nes	别处不作说明
hexamethylenetetramine	四氮六甲圜
azotic	氮的
azotic	氮
narceine	罂粟碱
evocatory	=evocative
furious	狂怒的
furious	狂怒
furious	狂暴的
furious	狂暴
furious	激烈的
furious	激烈
furious	热烈兴奋的
furious	热烈兴奋
furious	极为激烈
tharm	肠子
tharm	腹
surpass	超越
surpass	胜过
sandiver	玻璃沫
bookworm	书呆子
bookworm	蛀书虫
heterotrophic	不是自养的
heterotrophic	不是自养
precarious	不稳定的
precarious	不稳定
stricture	责难
hindustan	印度
thirstily	如饥似渴地
thirstily	如饥似渴
vlb	VESA
vlb	Local
vlb	Bus
vlb	由VESA开发的一种局部总线
unimposing	不动人的
unimposing	不动人
unimposing	不庄严的
unimposing	不庄严
unimposing	没有威信的
unimposing	没有威信
foretop	额发
foretop	前桅楼
shellless	无硬壳的
shellless	无硬壳
ruskinize	的艺术信条
ruskinize	实践罗斯金的艺术信条
ruskinize	罗斯金化
weatherboarding	护墙板
weatherboarding	装以护墙板
assuming	傲慢的
assuming	傲慢
assuming	不逊的
assuming	不逊
assuming	僭越的
assuming	僭越
pessimal	最坏的
pessimal	最坏
pessimal	最差的
pessimal	最差
psychics	心理学
psychics	心灵学
exsert	使突出
exsert	使伸出
sortilege	抽签占卜
sortilege	抽签决定
sortilege	巫术
capillarimeter	毛细管测液器
inorb	包围
inorb	围绕
brasil	=Brazil
inwall	用墙围住
inwall	内墙
scourings	擦下的污垢
scourings	社会渣滓
apostleship	使徒之身份
hyperpyrexial	高烧的
hyperpyrexial	高烧
hyperpyrexial	体温过高的
hyperpyrexial	体温过高
fraudulency	欺诈
fraudulency	骗诈
vermont	佛蒙特州
barbe	白麻巾
sometimes	不时
sometimes	有时
unappealable	不可上诉的
unappealable	不可上诉
hampshire	汉普郡
frondent	叶子很茂盛的
frondent	叶子很茂盛
unreclaimable	=irreclaimable
bariatrician	肥胖治疗专家
psilophyte	裸蕨植物
sphincter	括约肌
prebiotic	生命起源以前的
prebiotic	生命起源以前
mossiness	生苔
mossiness	陈腐
podium	乐队指挥台
podium	墩座墙
hullabaloo	喧嚣
hullabaloo	喧哗
hullabaloo	吵闹声
rooklet	小秃鼻乌鸦
furor	激怒
furor	狂热
furor	激情
zygomorphic	两侧对称的
zygomorphic	两侧对称
behindhand	落后的
behindhand	落后
behindhand	耽误的
behindhand	耽误
commonweal	公益
commonweal	大众福利
pubescent	思春期的
pubescent	思春期
pubescent	有软毛的
pubescent	有软毛
uat	Union
uat	Aeromaritime
uat	de
uat	Transport
uat	联合海空运输公司
becrawl	向……爬行
becrawl	往……上爬
affectionate	亲爱的
affectionate	亲爱
affectionate	挚爱的
affectionate	挚爱
remolade	=remoulade
vanguard	前锋
vanguard	先锋
vanguard	领导者
interoperability	/互用bIlEtI/互用性
interoperability	协性测试
interoperability	合作共事型ぷ鞯哪芰
lavation	洗涤
inadvertency	不注意
inadvertency	怠慢
aomen	澳门
godetia	高代花
deferentially	表示敬意地
deferentially	表示敬意
deferentially	谦恭地
deferentially	谦恭
dotty	多点的
dotty	多点
dotty	薄弱的
dotty	薄弱
dotty	精神不定的
dotty	精神不定
allopathy	对抗疗法
supplemental	补足的
supplemental	补足
supplemental	追加的
supplemental	追加
inconsequentia	InkRnsI5kwenFl/
inconsequentia	不合逻辑鏊榈氖
execrate	痛骂
execrate	憎恨
execrate	憎恶
execrate	诅咒
execrate	诅咒
rezidentsia	=residentura
superciliary	眼睛上方的
superciliary	眼睛上方
superciliary	眉毛的
superciliary	眉毛
superciliary	眼睑上的
superciliary	眼睑上
betted	bet
betted	的过去式和过去分词
tizwin	=tiswin
pale	栅栏
pale	界线
pale	范围
pale	尖板条
pale	苍白的
pale	苍白
pale	暗淡的
pale	暗淡
pale	无力的
pale	无力
pale	变苍白
pale	失色
pale	使变苍白
pale	使失色
pale	用栅栏围
aok	一切正常的
aok	一切正常
aok	极好的
aok	极好
aok	完美的
aok	完美
aok	一切正常而顺当地
aok	一切正常而顺当
aok	一切就绪!一切正常!
aok	源出美国宇航员向发射指挥中心的报告语
ewery	有水罐毛巾的房
ewery	做粗活的小房
anaphrodisia	性欲缺失
signalise	=signalize
carpal	腕骨的
carpal	腕骨
carpal	腕骨
shillalah	橡木棍
juan	胡安
geopotential	重力势
teenager	十几岁的青少年
glossal	舌的
glossal	舌
thames	泰晤士河
jo	情人
jo	爱人
jo	Jordan
jo	约旦
reprivatize	取消国有化
wildebeest	羚羊的一种
aniseed	大茴香
aniseed	八角
camboose	伐木者棚屋
capacious	容积大的
capacious	容积大
capacious	宽敞的
capacious	宽敞
capacious	广阔的
capacious	广阔
reclame	虚名
reclame	臭名
reclame	沽名钓誉
understandability	易懂
ultramundane	世界之外的
ultramundane	世界之外
ultramundane	太阳系之外的
ultramundane	太阳系之外
ultramundane	超俗的
ultramundane	超俗
cystinuria	胱氨酸尿
botel	=boatel
pasture	牧地
pasture	牧
pasture	草原
pasture	牧场
pasture	放牧
pasture	牧等
pasture	吃草
cosmogeny	=cosmogony
hyaloplasmic	透明质的
hyaloplasmic	透明质
campanula	风铃草属植物
pleurodont	侧生齿动物
theonomy	神治
theonomy	上帝统治
flotant	空中飞翔的
flotant	空中飞翔
inducement	诱导
inducement	诱因
inducement	动机
inducement	刺激物
nevus	=naevus
nidificant	筑巢的
nidificant	筑巢
dolomitic	含白云石的
dolomitic	含白云石
scheduler	调度程序
scheduler	日程安排程序
thoroughpin	肿胀
rawhead	妖怪
downlink	下行线
downlink	向下链路
millinormal	毫规的
millinormal	毫规
millinormal	毫克当量的
millinormal	毫克当量
crisscross	十字形
crisscross	十字形的
crisscross	十字形
crisscross	十字形地
crisscross	十字形
crisscross	交叉往来
crisscross	画十字形于
russ	俄国人的
russ	俄国人
teasy	爱戏弄人的
teasy	爱戏弄人
teasy	令人恼火的
teasy	令人恼火
corpselike	似尸体的
corpselike	似尸体
cerebrovascular	脑血管的
cerebrovascular	脑血管
mutability	易变性
mutability	性情不定
doily	小型装饰桌巾
sprowsie	6便士
sprowsie	6便士硬币
featherbed	任闲职
featherbed	使任闲职
featherbed	任闲职的
featherbed	任闲职
heartstrings	心弦
hydroelectricity	水力电气
paradox	似非而是的论点
paradox	自相矛盾的话
being	存在
being	生命
being	人
being	本质
being	在
being	有
being	是
caplin	=capelin
eucharis	油加律属植物
khmer	高棉人
khmer	高棉语
thine	pro
thine	你的东西
thine	你的
thine	你
nonviolently	非暴力地
nonviolently	非暴力
exoergic	放能的
exoergic	放能
pram	婴儿车
pram	童车停车场
pram	parameter
pram	RAM
pram	参数RAM
uncontainable	无法控制的
uncontainable	无法控制
uncontainable	压抑不住的
uncontainable	压抑不住
uncontainable	难以克制的
uncontainable	难以克制
whaling	捕鲸
whaling	一阵痛打
podalgia	足痛
podalgia	脚痛
bigeneric	两属的
bigeneric	两属
bigeneric	属间杂交的
bigeneric	属间杂交
committal	委托
committal	承担义务
committal	赞助
mint	薄荷
mint	薄荷糖
mint	造币厂
mint	大量
mint	来源
mint	铸造
glycogenase	肝淀粉酵素
henna	指甲花
henna	红褐色
henna	指甲花染料
cyprinodont	小软鳍鱼科
orthonormal	标准正交的
orthonormal	标准正交
orthonormal	规格化正交的
orthonormal	规格化正交
postrorse	向后的
postrorse	向后
infusion	灌输
pajama	=pajamas
interspecific	中间的
interspecific	中间
grubstreet	潦倒文人的
grubstreet	潦倒文人
grubstreet	文丐的
grubstreet	文丐
grubstreet	文丐作品式的
grubstreet	文丐作品式
pontes	连接部分
subemployment	不充分就业
subemployment	就业不足
antithyroid	抗甲腺的
antithyroid	抗甲腺
bund	东亚各国之堤岸
bund	码头
bund	同盟
inflictive	加以打击的
inflictive	加以打击
inflictive	使人难过的
inflictive	使人难过
suave	温和的
suave	温和
proturan	原尾虫
homeopathy	同种疗法
vespertine	薄暮的
vespertine	薄暮
variform	有多种形态的
variform	有多种形态
variform	形状不同的
variform	形状不同
lancinating	象枪刺般的
lancinating	象枪刺般
lancinating	刺痛的
lancinating	刺痛
rattlebox	猪屎豆
rattlebox	格格响的玩具盒
oversee	俯瞰
oversee	监视
oversee	检查
oversee	视察
romanic	拉丁系语言
palatable	美味的
palatable	美味
valiantly	勇猛地
valiantly	勇猛
valiantly	英勇地
valiantly	英勇
lymphocyte	淋巴球
lymphocyte	淋巴细胞
operable	可操作的
operable	可操作
soil	土壤
soil	土地
soil	土
soil	国土
soil	国家
soil	温床
soil	粪便
soil	务农
soil	弄脏
soil	污辱
soil	变脏
preconference	预备会议
larruping	与众不同的
larruping	与众不同
larruping	特别的
larruping	特别
larruping	与众不同
leverage	杠杆作用
carnallite	光卤石
carnallite	砂金卤石
headfast	艏系索
delphinium	飞燕草
delphinium	飞燕草子
delphinium	翠雀花
nutwood	坚果树
nutwood	坚果树的木材
agelong	持续很久的
agelong	持续很久
agelong	久远的
agelong	久远
procne	普洛克涅
inconsequent	不一致的
inconsequent	不一致
isopentyl	=isoamyl
capacitor	电容器
whitecap	白帽队队员
whitecap	浪端的白泡沫
frication	摩擦
wrestler	摔跤选手
daddy	爸爸
ramallah	拉马拉
chirk	快活的
chirk	快活
chirk	兴致好的
chirk	兴致好
chirk	有精神
chirk	高兴
petrifactive	石化性的
petrifactive	石化性
petrifactive	造成石化的
petrifactive	造成石化
viole	da
viole	braccio
viole	viola
viole	da
viole	braccio
viole	的复数
hemipter	半翅类昆虫
turnip	芜箐
turnip	芜箐甘蓝
downtrod	=downtrodden
squamate	有鳞的
squamate	有鳞
acouophonia	听诊
acouophonia	音响诊断
lythe	青鳕
speechify	演说
speechify	演说似的地说个不完
wuzzy	=woozy
uppiled	堆积起来的
uppiled	堆积起来
ever	曾经
ever	永远
ever	不断地
ever	不断
ever	在任何时候
ever	究竟
tacky	有些粘的
tacky	有些粘
tacky	缺乏教养或风度的
tacky	缺乏教养或风度
tacky	俗气的
tacky	俗气
antivenom	抗蛇毒素
antivenom	抗蛇毒血清
diolefin	二烯
dozy	想睡的
dozy	想睡
unfrequent	不常发生的
unfrequent	不常发生
unfrequent	不常见的
unfrequent	不常见
baubee	=bawbee
angleworm	蚯蚓
toluidide	=toluide
fleche	小尖塔
ridgel	=ridgeling
malapportion	不公平的代表权
brontosaurus	雷龙
flatwork	可用机器或电熨烫的床单
flatwork	毛巾等物
gambit	以优势的开局棋法
gambit	话题
gambit	开始
forenoon	午前
forenoon	上午
iconodule	崇拜偶像者
iconodule	卫护圣像者
impersonalism	非人格主义
impersonalism	非人格性
qanat	暗渠
qanat	坎儿井
erratic	无确定路线
erratic	不稳定的
erratic	不稳定
erratic	奇怪的
erratic	奇怪
erratic	古怪的人
erratic	漂泊无定的人
legendry	传说集
legendry	轶话集
legendry	传奇文学
pictorially	绘画般地
pictorially	绘画般
noisome	有害的
noisome	有害
noisome	有毒的
noisome	有毒
wisent	欧洲野牛
capitulary	牧师会的
capitulary	牧师会
capitulary	牧师会会员
capitulary	法令集
pinealectomize	为……作松果体切除术
interpose	提出
oratrix	=oratress)
chartist	人民宪章运动的一分子
chartist	宪章派
vinosity	酒质
plerocercoid	全尾蚴
plerocercoid	裂头蚴
tribromoethanol	三溴乙醇
lubricious	滑的
lubricious	滑
lubricious	淫荡的
lubricious	淫荡
lubricious	光滑的
lubricious	光滑
lubricious	不稳定的
lubricious	不稳定
financing	筹措资金
financing	理财
financing	筹集资金
financing	融资
financing	财务
financing	资金
koza	教研组
gppm	Graphics
gppm	Page
gppm	Per
gppm	Minutes
gppm	每分钟可打印的图形页数
quixotic	唐吉诃德式的
quixotic	唐吉诃德式
quixotic	狂想家的
quixotic	狂想家
besom	长扫帚
besom	扫把
besom	扫
mensual	=monthly
remythologize	使重新神话化
remythologize	以新神话解释
literati	文人
literati	文学界
reticent	沉默寡言的
reticent	沉默寡言
urinalysis	尿分析
urinalysis	验尿
unliquidated	未清算的
unliquidated	未清算
unliquidated	未例外的
unliquidated	未例外
hippolyte	希波吕忒
nausea	反胃
nausea	晕船
nausea	恶心
nausea	作呕
nausea	极度的不快
microsporogenesis	小孢子发生
rife	普遍的
rife	普遍
homeric	荷马的
homeric	荷马
homeric	荷马时代的
homeric	荷马时代
homeric	荷马式的
homeric	荷马式
rubricator	加红字标题的人
phyllotactic	叶序的
phyllotactic	叶序
stodge	油腻的食物
stodge	贪吃的人
stodge	狼吞虎咽
stodge	艰难地行走
stodge	贪婪地吃
stodge	使填饱
stodge	搀和
persia	波斯
winceyette	棉绒
thermantidote	冷气装置
glossopharyngeal	舌与咽的
glossopharyngeal	舌与咽
glossopharyngeal	舌咽神经
glossopharyngeal	舌咽肌
telecontrol	遥控
borderer	边境居民
frusemide	=furosemide
duograph	=duotone
bonnily	美丽地
bonnily	美丽
bonnily	快活地
bonnily	快活
indention	缩排
indention	锯齿状
indention	定货
indention	凹痕
overelaborate	过分精心制作
overelaborate	述说过于详细
manservant	仆役
manservant	男仆
secularize	使凡俗化
secularize	使还俗
secularize	改作俗用
titration	滴定
bumblepuppy	牌戏
bumblepuppy	球戏的一种
lunkhead	呆子
epulosis	结瘢
cardinal	枢机主教
cardinal	红衣主教
cardinal	主要的
cardinal	主要
cardinal	最重要的
cardinal	最重要
basaltic	玄武岩的
basaltic	玄武岩
chelyabinsk	车里雅宾斯克
semiprofessional	半职业性选手或运动员
semiprofessional	半职业性的
semiprofessional	半职业性
volation	飞行
volation	飞行能力
qr	queen''s
qr	rook
oxacillin	苯甲异噁唑青霉素
oxacillin	新青二
gastarbeiter	客籍工人
superabound	过剩
superabound	有余
cultivar	栽培变种
cultivar	培育植物
overlusty	精力过于充沛的
overlusty	精力过于充沛
overlusty	过分强健的
overlusty	过分强健
tottery	蹒跚的
tottery	蹒跚
tottery	摇摇欲倒
unhallowed	不圣洁的
unhallowed	不圣洁
unhallowed	污渎的
unhallowed	污渎
wreck	失事船失事
wreck	破坏
wreck	拆毁
punishable	该罚的
punishable	该罚
punishable	可罚的
punishable	可罚
hat	帽子
hat	戴帽子
acheron	黄泉
acheron	地狱
acheron	阴间
suramin	苏拉明
suramin	苏拉灭
diastyle	柱间距离等于柱径三倍的
diastyle	柱间距离等于柱径三倍
diastyle	长距列柱式的
diastyle	长距列柱式
tike	杂狗
tike	粗野村夫
nookery	舒适安稳的地方
diabolology	魔鬼学
diabolology	魔鬼研究
glucinum	铍
marla	玛勒
far	远
far	很远
far	遥远地
far	遥远
far	久远地
far	久远
far	甚远地
far	甚远
far	很
far	很晚地
far	很晚
far	远处
far	远方
truculence	野蛮
truculence	粗野
truculence	残酷
truculence	好战
truculence	致命性
constructively	建设性地
constructively	建设性
infinitesimal	无穷小的
infinitesimal	无穷小
infinitesimal	极小的
infinitesimal	极小
infinitesimal	无限小的
infinitesimal	无限小
infinitesimal	极小量
infinitesimal	极微量
infinitesimal	无限小
speakerine	电台女播音员
speakerine	电视节目女主持人
radioacoustics	无线电声学
shakable	可摇动的
shakable	可摇动
shakable	可震动的
shakable	可震动
shakable	可动摇的
shakable	可动摇
ixia	鸢属科属植物
