presidiary	驻防
protractile	伸出的
protractile	伸出
protractile	突出的
protractile	突出
feta	羊乳酪
dolichocephal	长头现象
likuta	里库塔
stacte	制造香料的没药
unapprehended	未被理解的
unapprehended	未被理解
northerner	北国人
northerner	北方人
combing	梳毛
combing	梳弃的毛或发
nablus	纳布卢斯
radiotracer	放射性示踪剂
pineapple	凤梨
pineapple	菠萝
asclepiad	马利筋
arachnephobia	蜘蛛恐惧症
collutory	漱口剂
serotonergic	含血清素的
serotonergic	含血清素
serotonergic	血清素激活的
serotonergic	血清素激活
templar	圣堂武士
templar	法学生
templar	法律家
fenestella	小窗
fenestella	窗状壁龛
reactor	反应堆
slough	泥沼
slough	蜕的皮
slough	腐肉
slough	使陷入泥沼
slough	使沉沦
slough	脱落
slough	抛弃
slough	在泥浆中跋涉
slough	蜕皮
slough	脱落
memoire	备忘录
fusional	熔化的
fusional	熔化
fusional	熔解的
fusional	熔解
fusional	熔合的
fusional	熔合
molybdian	=molybdenian
pace	溜花蹄
interterm	小学期
gaping	多洞穴的
gaping	多洞穴
jetted	用黑色大理石装饰的
jetted	用黑色大理石装饰
soothsaying	占卜
soothsaying	预言
scleroid	硬质的
scleroid	硬质
scleroid	硬性的
scleroid	硬性
hiccough	打嗝
hiccough	打嗝
intuitivism	直觉说
intuitivism	直观论
intuitivism	洞察力
intuitivism	直觉知识
eclamptic	惊厥的
eclamptic	惊厥
jism	精液
jism	元气
rmt	新马
sulphamate	氨基磺酸盐
catalog	目录
catalog	目录册
catalog	编目录
texel	特塞尔绵羊
teiid	臼齿蜥
unsuccessfully	失败地
unsuccessfully	失败
unsuccessfully	无用
hitachi	日立
stubbed	残断的
stubbed	残断
stubbed	多梗株的
stubbed	多梗株
stubbed	株状的
stubbed	株状
stubbed	粗短的
stubbed	粗短
proclinate	向前的
proclinate	向前
proclinate	前倾的
proclinate	前倾
immigration	外来的移民
immigration	移居入境
bombardon	低音铜管乐器的一种
bombardon	低音簧舌塞子
bombardon	低音大号
overcrust	用外壳覆盖
malignance	恶意
malignance	有害
tray	盘
tray	碟
tray	盘子
radiotoxicology	辐射毒害学
gayer	快乐的
gayer	快乐
gayer	华美的
gayer	华美
dorhawk	欧洲夜鹰
layperson	=layman
outgush	涌出
outgush	喷出
bwr	boiling
bwr	water
bwr	reactor沸水堆
retzina	=retsina
silversides	银河鱼
tannic	丹宁的
tannic	丹宁
tannic	得自鞣革的
tannic	自鞣革
pentlandite	镍黄铁矿
pentlandite	硫镍铁矿
messenger	报信者
messenger	使者
subsonic	比音速稍慢的
subsonic	比音速稍慢
subsonic	次音速的
subsonic	次音速
subsonic	亚音速飞机
echard	无效水量
damascene	大马士革的
damascene	大马士革
damascene	大马士革人的
damascene	大马士革人
damascene	大马士革人
damascene	用波形花纹装饰
cuish	腿甲
practically	实际上
practically	事实上
practically	在实践上
practically	几乎
practically	简直
panorama	全景
panorama	全景画
panorama	全景摄影
aeolic	伊欧里斯的
aeolic	伊欧里斯
aeolic	伊欧里斯人的
aeolic	伊欧里斯人
aeolic	伊欧里斯语
debater	讨论家
debater	讨论者
daddle	浪费时间
daddle	鬼混
racemiferous	有串状花的
racemiferous	有串状花
racemiferous	长总状花序的
racemiferous	长总状花序
draughty	通风良好的
draughty	通风良好
draughty	有隙缝风吹入的
draughty	有隙缝风吹入
inure	使习惯
inure	生效
unmeaningful	无
unmeaningful	意义的
unmeaningful	意义
unmeaningful	不重要的
unmeaningful	不重要
jehangir	贾汗季
slip	滑倒
slip	事故
slip	片
slip	纸片
slip	滑动
slip	滑倒
slip	失足
slip	减退
slip	使滑动
slip	滑过
slip	摆脱
slip	闪开
slip	塞入
slip	滑动的
slip	滑动
slip	活络的
slip	活络
slip	有活结的
slip	有活结
slip	Serial
slip	Line
slip	Interface
slip	Protocol
slip	串行线路接口协议
devoutness	朝拜
ostrichlike	鸵鸟般回避现实的
ostrichlike	鸵鸟般回避现实
parapsychology	超心理学
quotiety	率
quotiety	系数
salii	舞蹈祭司
marcus	马库斯
pintoresque	似画的
pintoresque	似画
pintoresque	可作绘画题材的
pintoresque	可作绘画题材
diamagnetic	反磁性的
diamagnetic	反磁性
diamagnetic	反磁性体
monumentalize	纪念
monumentalize	为……立碑
japanner	漆工
ultranationalism	9QltrE`nAFEnElIzEm/
ultranationalism	极端民族lIst/
ultranationalism	极端民族种饕
ultranationalism	狭隘民族主义/饕逭
cleverly	聪明地
cleverly	聪明
cleverly	灵明地
cleverly	灵明
tectonite	构造岩
yankeeize	使扬基化
yankeeize	使美国化
extricable	可救出的
extricable	可救出
extricable	可解救的
extricable	可解救
zwieback	烤干面包
yaup	高声喊叫声
yaup	喧嚷声
yaup	大声喊叫
redaction	编写
unslumbering	从不睡眠的
unslumbering	从不睡眠
unslumbering	一直警惕着的
unslumbering	一直警惕着
betwixt	在其间
betwixt	不走极端
betwixt	在……之间
betwixt	在……中间
betwixt	由……到……
mediatize	使成为附属
mediatize	使成为间接属国
pentad	五个一组
pentad	五年间
oncornavirus	致癌RNA病毒
oncornavirus	致肿瘤RNA病毒
rougeot	葡萄藤红叶病
paoting	保定
cirenaica	=Cyrenaica
contortion	扭弯
contortion	扭歪
contortion	歪曲
ourself	pro
ourself	自己
dissimilation	异化
dissimilation	异化
dissimilation	异化作用
khoums	库姆斯
dogwood	山茱萸
wifedom	=wifehood
nephology	云学
radarman	雷达员
canting	貌似虔诚的
canting	貌似虔诚
canting	伪善的
canting	伪善
sartorial	裁缝的
sartorial	裁缝
sartorial	缝纫的
sartorial	缝纫
sartorial	缝匠肌的
sartorial	缝匠肌
extorsively	敲诈地
extorsively	敲诈
extorsively	勒索地
extorsively	勒索
resonantly	共鸣地
resonantly	共鸣
resonantly	反响地
resonantly	反响
portability	可携带
portability	轻便
alg	antilymphocyte
alg	globulin
heliogram	反光信号
malediction	咒
malediction	坏话
upriver	上游的
upriver	上游
upriver	向水源的
upriver	向水源
upriver	在上游
upriver	向上游
upriver	从上游
hydrogen	氢
mockery	嘲笑
maninke	=Malinke
inspectorate	检查员
inspectorate	视察员
inspectorate	巡视员等之总称
hexarchy	六盟国
hexarchy	六国联盟
sheathe	插入鞘
sheathe	覆盖
prognathous	下巴突出的
prognathous	下巴突出
pseudocode'	NULL)
infelicific	招致不幸的
infelicific	招致不幸
infelicific	不带来幸福的
infelicific	不带来幸福
beautician	美容师
jettison	投弃
jettison	投弃货物
speechwriter	演讲稿撰写人
auspice	预兆
auspice	前兆
auspice	吉兆
auspice	占卜
auspice	赞助
auspice	支持
hyperlipidemia	血脂过多
hyperlipidemia	高脂血
sukie	=sukey
unineme	单线的
unineme	单线
effulgent	光辉灿烂的
effulgent	光辉灿烂
concretion	凝固
concretion	凝固物
concretion	具体化
concretion	结石
phosphatic	磷酸盐的
phosphatic	磷酸盐
phosphatic	含磷酸盐的
phosphatic	含磷酸盐
compounding	组合
compounding	混合
photoceramics	陶瓷照相法
machida	町田
aggravate	使恶化
aggravate	加重
plainspoken	直言不讳的
plainspoken	直言不讳
thingamy	小机件
thingamy	装置
thingamy	某人
thingamy	某某东西
chairwarmer	不务正业者
chairwarmer	懒虫
platysma	阔肌
polatouche	飞鼠
ratissage	"回扒"
subcontrary	小反对关系的
subcontrary	小反对关系
subcontrary	小反对命题
remediably	可治疗地
remediably	可治疗
remediably	可救济地
remediably	可救济
sweetheart	情人
sweetheart	爱人
sweetheart	爱慕
sweetheart	求爱
sweetheart	私下签定的
sweetheart	私下签定
proof	证据
proof	试验
proof	考验
proof	校样
proof	不能透入的
proof	不能透入
proof	证明用的
proof	证明用
proof	防……的
proof	防……
proof	有耐力的
proof	有耐力
proof	检验
proof	校对
proof	使不被穿透
pushful	有精力的
pushful	有精力
pushful	富有进取心的
pushful	富有进取心
ips	inches
ips	per
ips	second
ips	每秒英寸数
ips	英寸[秒
pracharak	宣传干事
tetraalkyllead	四烷基铅
gillion	十亿
impetrate	祈求
impetrate	祈求得到
climber	登山者
climber	攀缘植物
representor	陈述者
spiderwort	紫露草属
quinquelateral	五边的
quinquelateral	五边
hypericum	金丝桃属植物
platitudinous	平凡的
platitudinous	平凡
platitudinous	陈腐的
platitudinous	陈腐
eccrinology	分泌学
exclamative	=exclamatory
senti	分
confuse	搞乱
confuse	使糊涂
recruit	新兵
recruit	新分子
recruit	新会员
recruit	使恢复
recruit	补充
recruit	征募
recruit	征募新兵
recruit	复原
pedestrianise	=pedestrianize
aymaran	艾马拉族的
aymaran	艾马拉族
aymaran	艾马拉语的
aymaran	艾马拉语
slouch	懒散
elevated	提高的
elevated	提高
elevated	严肃的
elevated	严肃
elevated	欢欣的
elevated	欢欣
abetment	教唆
abetment	煽动
abetment	帮助
abetment	支持
puberty	青春期
pliancy	柔软
pliancy	柔顺
superbike	超级摩托车
calculus	微积分学
calculus	结石
seajack	海轮的劫持
seajack	在海上劫持
smearcase	cottage
smearcase	cheese
smearcase	农家鲜干酪
some	一些
some	少许
some	若干
some	有些
some	大约
some	相当的
some	相当
some	pro
some	一些
some	若干
some	有些
some	某些
boracic	硼的
boracic	硼
boracic	含硼的
boracic	含硼
geniture	产生
geniture	诞生
pisciculture	养鱼学
pisciculture	养鱼业
intransigency	不妥协态度
intransigency	不让步
noncontact	没有接触的
noncontact	没有接触
acidifier	成酸剂
biscuit	饼干
biscuit	小点心
unlike	不同的
unlike	不同
unlike	不相似的
unlike	不相似
unlike	不象……
unlike	和……不同
regulon	调节子
scarify	乱刺
scarify	乱割
scarify	切割或软化
freethinker	自由思想家
hexabiose	己二糖
corydon	牧童
corydon	农夫
corydon	青年
cottontail	棉尾兔
marron	=maroon
antalkaline	解碱的
antalkaline	解碱
antalkaline	抗碱的
antalkaline	抗碱
coterminal	共终端的
coterminal	共终端
stereovision	立体视觉
diemaker	制模工
diemaker	开模工
politesse	礼貌
politesse	客气
politesse	礼节
unglamorous	没有魅力的
unglamorous	没有魅力
unglamorous	无浪漫色彩的
unglamorous	无浪漫色彩
unglamorous	乏味的
unglamorous	乏味
unglamorous	单调的
unglamorous	单调
substitutionary	=substitutional
pyloric	幽门的
pyloric	幽门
fichtelgebirge	斐克特高原
compere	主持人
compere	指挥者
compere	当……的主持人
compere	指挥
spinny	=spinney
glucose	葡萄糖
passivate	使钝化
incity	市内的
incity	市内
maynard	梅纳德
ruritanian	理想王国的
ruritanian	理想王国
ruritanian	想像中之王国的
ruritanian	想像中之王国
ruritanian	对王室持浪漫主义观念的
ruritanian	对王室持浪漫主义观念
pavlovism	巴甫洛夫学说
subcellular	亚细胞的
subcellular	亚细胞
clactonian	旧石器时代文化的
clactonian	旧石器时代文化
mean	低劣的
mean	低劣
mean	卑鄙的
mean	卑鄙
mean	普通的
mean	普通
mean	吝啬的
mean	吝啬
mean	简陋的
mean	简陋
mean	平均的
mean	平均
mean	惭愧的
mean	惭愧
mean	不舒服的
mean	不舒服
mean	意谓
mean	想要
mean	预定
mean	用意
mean	有意义
mean	平均数
mean	中间
mean	中庸
fasciated	用带子束住的
fasciated	用带子束住
fasciated	扁化的
fasciated	扁化
fasciated	带化的
fasciated	带化
fasciated	成束的
fasciated	成束
fasciated	簇生的
fasciated	簇生
roomer	房客
roomer	寄宿者
expostulation	劝告
expostulation	谏言
unobvious	不明显的
unobvious	不明显
unobvious	不显著的
unobvious	不显著
cluj	克鲁日
osteoradionecrosis	放射性骨坏死
cokehead	可卡因瘾君子
carboniferous	石炭纪
carboniferous	石炭层
carboniferous	含碳或煤的
carboniferous	含碳或煤
anthropotomy	人体解剖学
bogus	假的
bogus	假
bogus	伪造的
bogus	伪造
dogface	小兵
caerphilly	卡尔菲利干酪
skookum	强壮的
skookum	强壮
skookum	极好的
skookum	极好
iv	intravenous
iv	静脉内的
iv	静脉内
frightful	可怕的
frightful	可怕
frightful	非常的
frightful	非常
scottishry	苏格兰民族性
scottishry	苏格兰人品质
ole	Object
ole	Linking
ole	and
ole	Embedding
ole	对象链接和嵌入
dodecagonal	十二角形的
dodecagonal	十二角形
dodecagonal	十二边形的
dodecagonal	十二边形
electrochemistry	电化学
magnetizer	导磁体
propagandistic	宣传的
propagandistic	宣传
propagandistic	宣传家的
propagandistic	宣传家
stonecast	投石的距离
stonecast	短距离
yha	Youth
yha	Hostels
yha	Association
yha	青年招待所协会
patulous	扩展的
patulous	扩展
patulous	张开的
patulous	张开
chlorinous	氯的
chlorinous	氯
chlorinous	含氯的
chlorinous	含氯
bridle	马勒
bridle	缰绳
bridle	上笼头
bridle	昂首
compartmentalization	区分
compartmentalization	粃e/kRmpB:t5mentE
lissotrichous	头发直的
lissotrichous	头发直
warren	养兔场
warren	拥挤的地方
rawness	生
rawness	无经验
schismatic	分裂者
schismatic	分裂论者
schismatic	分裂的
schismatic	分裂
schismatic	分裂论的
schismatic	分裂论
wean	使断奶
wean	使丢弃
wean	使断念
wean	幼儿
wean	小儿
sequela	后继者
sequela	后遗症
piquant	开胃的
piquant	开胃
piquant	辛辣的
piquant	辛辣
piquant	泼辣的
piquant	泼辣
piquant	兴奋的
piquant	兴奋
piquant	顽皮的
piquant	顽皮
piquant	淘气的
piquant	淘气
nlrb	National
nlrb	Labor
nlrb	Relations
nlrb	Board
nlrb	国家劳资关系委员会
bps	bits
bps	per
bps	second
bps	比特/秒
bps	bits
bps	per
bps	second
bps	位/秒
bps	每秒位数。
backhouse	后面的小屋
backhouse	厕所
cosupervision	共同监督
inapplication	疏忽
inapplication	懒惰
blent	blend的过去式及过去分词
rational	理性的
rational	理性
rational	合理的
rational	合理
rational	推理的
rational	推理
rational	有理数
fundamentalist	信奉正统派基督教的人
wether	阉羊
wether	阉过的公羊
oops	表示惊讶
oops	狼狈时所发的喊声
tithable	课十分之一税的
tithable	课十分之一税
unconstraint	无拘无束
unconstraint	自由自在
unconstraint	自愿
nelda	内尔达
managership	经理的地位
raec	Royal
raec	Army
raec	Educational
raec	Corps
raec	皇家陆军文教队
ebony	黑檀树
ebony	乌木
ebony	乌梅
ebony	乌木制的
ebony	乌木制
ebony	黑檀的
ebony	黑檀
jansenist	詹森主义者
jansenist	詹森教派信徒
underpinner	支承用的支撑
underpinner	支柱
andvari	矮神安德瓦里
reversed	翻转
reversed	颠倒的
reversed	颠倒
foundation	基础
foundation	根本
foundation	建立
foundation	创立
foundation	地基
foundation	基金
foundation	基金会
lalang	白茅
varicella	水痘
streaked	有条斑纹的
streaked	有条斑纹
streaked	不安的
streaked	不安
golosh	橡胶套鞋
illustrative	说明性的
illustrative	说明性
illustrative	例证性的
illustrative	例证性
quaquversal	穹状物
quaquversal	向四方倾斜的
quaquversal	向四方倾斜
quaquversal	穹状的
quaquversal	穹状
felv	feline
felv	leukemia
felv	virus猫白血病毒
scout	侦察
scout	搜索
scout	侦察员
scout	侦察机
scout	守候
scout	侦察
scout	巡视
scout	嘲笑
scout	侦察
scout	跟踪
scout	觅得
scout	觅
scout	监视
scout	轻蔑地拒绝
cyanohydrin	氰醇
boney	=bony
undefined	不明确的
undefined	不明确
undefined	未下定义的
undefined	未下定义
niblick	铁头球杆之一种
nonutility	实用的
nonutility	实用
osmanli	土耳其语
santy	=Santa
santy	Claus
toedrop	趾下垂
toedrop	垂趾
solarimeter	日射表
lactoscope	乳酪计
kite	风筝
kite	高而轻的帆
kite	空头支票
kite	试探性行动
kite	象风筝一样飞
kite	轻快地移动
kite	使用空头支票
kite	使上升
kite	骗钱
vanishingly	消遁似地
vanishingly	消遁似
vanishingly	难以察觉地
vanishingly	难以察觉
armourbearer	替骑士拿盔甲者
goldarn	=goddamn
connivent	靠合的
connivent	靠合
connivent	逐渐集中的
connivent	逐渐集中
purgatorial	炼狱的
purgatorial	炼狱
purgatorial	涤罪的
purgatorial	涤罪
fimbria	伞
fimbria	毛缘
archaeologist	考古学家
epibiosis	附生生活
plaister	=plaster
reactance	电抗
corelate	=correlate
oaklet	小橡树
overlight	使受强光照明
overlight	用强光给……照明
sidereal	恒星的
sidereal	恒星
murexide	骨螺紫
murexide	红紫酸铵
protoporcelain	原始瓷器
teetertotter	跷跷板
teetertotter	玩跷跷板
teetertotter	上下晃动
foreoath	讼前宣誓
copen	blue
