sclerotioid	似菌核
basal	构成基部的
basal	构成基部
cpaffc	Chinese
cpaffc	People''s
cpaffc	Association
cpaffc	for
cpaffc	Friendship
cpaffc	with
cpaffc	ForeignCountries
cpaffc	中国人民对外友好协会
auto	汽车
do	做
do	实行
do	尽力
do	给予
do	可用
do	制作
do	算出
do	解答
do	Dominican
do	Republic
do	多米尼加共和国
autotomize	自割
autotomize	自行分裂
lacquerer	漆匠
haemostasis	止血法
harewood	染色槭木
fwpca	Federal
fwpca	Water
fwpca	Pollution
fwpca	Control
fwpca	Administration联邦水污染控制管理局
metathorax	后胸
noted	著名的
noted	著名
tephroite	锰橄榄石
floridion	佛罗里达人
chylification	形成乳糜
hebrew	希伯来人
horsefaced	似马脸的
horsefaced	似马脸
horsefaced	脸长而难看的
horsefaced	脸长而难看
inexpansible	无法扩张的
inexpansible	无法扩张
inexpansible	不能膨胀的
inexpansible	不能膨胀
inadvertence	不注意
inadvertence	怠慢
inadvertence	漫不经心
servant	仆人
undependable	不可靠的
undependable	不可靠
undependable	靠不住的
undependable	靠不住
undependable	不可信赖的
undependable	不可信赖
deadass	大笨蛋
deadass	头号傻瓜
kwangju	光州
gleichschaltung	划一化
gleichschaltung	一体化
johannisberger	德国
johannisberger	Johannisberg
johannisberger	出产的上等葡萄酒
refoot	换底脚
refoot	换底
hylophagous	食木的
hylophagous	食木
yowie	野人
extraliterary	文学之外的
extraliterary	文学之外
reexportation	再输出
reexportation	再出口
fontanelle	囟门
pointer	指示器
falconiform	隼形目的
falconiform	隼形目
corinth	科林斯湾
frumpy	心地不良的
frumpy	心地不良
frumpy	不见世面的
frumpy	不见世面
equanimity	镇定
upcoming	即将来临的
upcoming	即将来临
upcoming	预定将要
rhodic	四价铑的
rhodic	四价铑
rhodic	高价铑的
rhodic	高价铑
encephalic	脑的
encephalic	脑
encephalic	颅内
encephalic	头的
encephalic	头
tongking	=Tonkin
lawk	嗳呀!
lawk	糟了!
waiting	等待
waiting	服侍
waiting	等待的
waiting	等待
waiting	服侍的
waiting	服侍
beaker	大口杯
beaker	有倾口的烧杯
reunify	使重新统一
reunify	再统一
reunify	再联合
hemostasis	止血
hemostasis	止血法
planform	平面图
planform	俯视图
silicle	短角果
kittenish	小猫似的
kittenish	小猫似
kittenish	嘻耍的
kittenish	嘻耍
suspense	焦虑
suspense	悬念
suspense	悬而不决
ankh	T形十字章
backboned	有脊椎骨的
backboned	有脊椎骨
backboned	有脊椎的
backboned	有脊椎
backboned	有骨气的
backboned	有骨气
ethereality	如醚的性质
ethereality	灵妙
ethereality	轻妙
astigmatism	散光
astigmatism	因偏差而造成的曲解或错判
areocentric	以火星为中心的
areocentric	以火星为中心
quaternity	四个一组
quaternity	四人一组
quaternity	四位一体
hexachloride	六氯化合物
hemochromogen	血色原
hemochromogen	血色本质
plectognath	愈颌目鱼
plectognath	愈颌目的
plectognath	愈颌目
farmisht	混乱的
farmisht	混乱
farmisht	糊涂的
farmisht	糊涂
unfamiliar	新奇的
unfamiliar	新奇
unfamiliar	不熟悉的
unfamiliar	不熟悉
unfamiliar	没有经验的
unfamiliar	没有经验
gwendolyn	格温多林
abweber	=maxwell
supernate	上清液
skirmisher	散兵
halala	哈拉拉
looped	酩酊大醉的
looped	酩酊大醉
looped	成圈的
looped	成圈
unsicker	靠不住的
unsicker	靠不住
unsicker	不可信赖的
unsicker	不可信赖
unsicker	不确实的
unsicker	不确实
unsicker	不安全的
unsicker	不安全
lima	狐贝属
lima	利马
mesonephros	中肾
sulfurate	硫磺的
sulfurate	硫磺
sulfurate	如硫磺的
sulfurate	如硫磺
columbian	美国的
columbian	美国
columbian	美洲的
columbian	美洲
columbian	哥伦布的
columbian	哥伦布
columbian	一种活字
protreptic	规劝
geriatric	衰老老人
geriatric	老年医学的
geriatric	老年医学
geriatric	老人的
geriatric	老人
damask	缎子
disgustful	厌腻的
disgustful	厌腻
disgustful	唾弃的使人发呕的
disgustful	唾弃的使人发呕
disgustful	深恶痛绝的
disgustful	深恶痛绝
housecoat	家常服
achaea	亚该亚
inundatory	压倒性的
inundatory	压倒性
newsreader	新闻广播员
hamulate	弯曲的
hamulate	弯曲
hamulate	顶端弯折的
hamulate	顶端弯折
extravagantly	挥霍无度地
extravagantly	挥霍无度
isostemony	同基数雄蕊式
presumably	推测起来
presumably	大概
islam	伊斯兰教
hexapodic	六音步诗句的
hexapodic	六音步诗句
psalmist	赞美诗作者
psalmist	诗篇作者
criminologist	犯罪学者
criminologist	刑事学家
constatation	证实
constatation	论断
constatation	真相
unlinguistic	与语言学无关的
unlinguistic	与语言学无关
tantalate	钽酸盐
allethrin	丙烯除虫菊
allethrin	丙烯菊酯
airspace	空域
airspace	领空
airspace	编队飞行所占用的空间
polystylar	=polystyle
weta	沙螽
ragamuffinly	衣衫褴褛的
ragamuffinly	衣衫褴褛
ragamuffinly	流浪的
ragamuffinly	流浪
gruesomely	可怖地
gruesomely	可怖
hollandia	霍兰迪亚(印度尼西亚东部港市查亚普拉
mearns	The
mearns	=Kincardine
eject	逐出
eject	撵出
eject	驱逐
eject	喷射
eject	推断的事物
gimmal	双连环
balloonkite	军用细长气球
cooper	制桶工人
immiserize	vt
immiserize	使贫苦
immiserize	使贫困化
aristo	贵族
chemoreception	化学感应
motorship	内燃机船
motorship	柴油机船
twybill	=twibil
statuette	小雕像
pharmacological	药理学的
pharmacological	药理学
brinded	有斑纹的
brinded	有斑纹
forehoof	前蹄
hempen	大麻制的
hempen	大麻制
hempen	大麻的
hempen	大麻
transcribe	转录
bierkeller	德国式小酒店
viatic	道路的
viatic	道路
viatic	旅行的
viatic	旅行
crambe	海甘蓝
silex	石英玻璃
silex	硅石
bearberry	结红果实的桃类
wvf	World
wvf	Veterans
wvf	Federation
wvf	世界退伍军人联盟
nauseated	作呕的
nauseated	作呕
nauseated	厌恶的
nauseated	厌恶
coplanarity	共面
elaioplast	造油体
madcap	轻率的
madcap	轻率
madcap	狂妄的
madcap	狂妄
madcap	狂妄的人
aweto	冬虫夏草
backwoods	未开垦地
backwoods	未开垦
slipslop	乏味的酒
slipslop	枯燥的话
slipslop	伤感的话
slipslop	无味的
slipslop	无味
slipslop	懒散的
slipslop	懒散
slipslop	淡的
slipslop	淡
linearize	使线性化
criticaster	无价值的批评家
criticaster	小批评家
aileron	副翼
anaclinal	与四周地层反方向下降的
anaclinal	与四周地层反方向下降
severance	断绝
poaceous	禾本科的
poaceous	禾本科
saccharogenesis	成糖
histiocytic	组织细胞的
histiocytic	组织细胞
engineer	工程师
engineer	技师
engineer	火车司机
engineer	轮机员
engineer	工兵
liturgical	礼拜式的
liturgical	礼拜式
caraway	香菜
infantility	幼稚
infantility	不成熟
terzet	=terzetto
twisty	扭曲的
twisty	扭曲
twisty	狡猾的
twisty	狡猾
twisty	不直接说明的
twisty	不直接说明
twisty	转弯抹角的
twisty	转弯抹角
teleosaur	完龙
interpunctuate	=punctuate
zirconium	锆
agminate	成群的
agminate	成群
agminate	聚集的
agminate	聚集
africanism	非洲文化研究
africanism	非洲民族主义
irrepressibly	镇压不住地
irrepressibly	镇压不住
irrepressibly	无法抑制地
irrepressibly	无法抑制
vanadic	钒的
vanadic	钒
gunman	枪手
gunman	制造枪械者
gunman	持枪的歹徒
desperately	拼命地
desperately	拼命
desperately	失望地
desperately	失望
daftness	愚笨
daftness	癫狂
encina	橡树的一种
ravine	沟壑
ravine	峡谷
ravine	溪谷
batata	甘薯
batata	白薯
batata	山芋
msj	Master
msj	of
msj	Science
msj	in
msj	Journalism
msj	新闻学硕士
sugarhouse	制糖场
awash	与水面齐平的
awash	与水面齐平
awash	被浪冲打的
awash	被浪冲打
susurrous	=susurrant
stemma	侧单眼
stemma	家系
stemma	家谱
dilettantism	业余的艺术爱好
dilettantism	浅涉文艺
dilettantism	浅薄涉猎
reproachable	应责备的
reproachable	应责备
loanable	可借出的
loanable	可借出
routing	行程安排
routing	邮件路由
liven	具有活力
caldera	喷火山口
pinto	有花斑的
pinto	有花斑
pinto	黑白斑纹的
pinto	黑白斑纹
pinto	杂色的
pinto	杂色
pinto	花马
pinto	杂色马
alundum	人造刚玉的商标
linenfold	折布式的
linenfold	折布式
linenfold	布轴式的
linenfold	布轴式
thibet	=Tibet
bushmaster	毒蛇的一种
replicative	重复的
replicative	重复
replicative	复制的
replicative	复制
illegitimacy	不法
illegitimacy	私生
illegitimacy	反常
illegitimacy	不合逻辑
sprat	鲱鱼属的小鱼
sprat	瘦小个子
sprat	小人物
dimorphic	二态的
dimorphic	二态
corrody	=corody
sliminess	滑溜
sliminess	粘性
dizen	装饰
dizen	穿得漂亮
chewie	胶姆糖
chewie	口香糖
chewie	橡皮糖
synergism	神人协力合作说
synergism	合作
praline	果仁糖
curiosa	珍品
curiosa	奇品
curiosa	珍本
curiosa	淫书
quick	快的
quick	快
quick	迅速的
quick	迅速
quick	敏捷的
quick	敏捷
quick	急剧的
quick	急剧
quick	活泼的
quick	活泼
quick	快
quick	活人
quick	生物
quick	要点
quick	本质
quick	核心
quick	感觉敏锐的部位
gurgle	作汩汩声
microfluorometry	显微荧光测定法
rammer	撞锤
basis	基础
basis	基本
basis	根据
basis	主要成分基本原则或原理
trisome	三体细胞
heliced	以螺旋装饰的
heliced	以螺旋装饰
approver	承认者
approver	赞同者
approver	自首并告发同伙的人
opporunity	机会
opporunity	时机
nevis	尼维斯岛
exteriorize	将器官由腹取出
rugulose	有许多皱纹的
rugulose	有许多皱纹
aseptic	防腐剂
aseptic	无菌的
aseptic	无菌
scotticism	苏格兰语风
scotticism	苏格兰方言
inchworm	尺蠖
immolation	宰杀
immolation	祭物
metepa	甲基涕巴
metepa	三膦化氧
tormina	绞痛
rollick	欢闹
nonsked	不定期的
nonsked	不定期
nonsked	不定期航线
fatefully	宿命地
fatefully	宿命
fatefully	决定性地
fatefully	决定性
nonresidence	不住在任所
synectic	共同研讨的
synectic	共同研讨
participancy	参与
participancy	分享
comtesse	女伯爵
comtesse	伯爵夫人
circumforaneous	冒牌的
circumforaneous	冒牌
cymogene	粗丁
concordia	肯考迪娅
frosting	霜状白糖
frosting	玻璃粉
frosting	无光泽面
suntandy	新天地公司
wakamatsu	若松
ocap	Open
ocap	Cable
ocap	Application
ocap	Platform
ocap	开放式线缆应用平台
deduct	扣除
deduct	演绎
diffuser	散布者
diffuser	扩散体
numina	numen的复数
trotty	快步的
trotty	快步
trotty	疾走的
trotty	疾走
trotty	小跑的
trotty	小跑
trotty	活泼的
trotty	活泼
trotty	轻快的
trotty	轻快
invaluable	无价的
invaluable	无价
invaluable	价值无法衡量的
invaluable	价值无法衡量
thridace	莴苣浓汁
thridace	莴苣膏
urc	Uniform
urc	Resource
urc	Citation
urc	统一资源引用
unicostate	中脉显明的
unicostate	中脉显明
soilless	不用泥土的
soilless	不用泥土
unprincely	非王侯的
unprincely	非王侯
unprincely	不高贵的
unprincely	不高贵
locomotive	机车
locomotive	火车头
locomotive	运动的
locomotive	运动
snot	蛮横无礼的人
snot	卑鄙下贱的人
photoflash	照相闪光灯的
photoflash	照相闪光灯
photoflash	使用闪光灯的
photoflash	使用闪光灯
endopolyploid	内多倍体的
endopolyploid	内多倍体
irresoluble	不能解决的
irresoluble	不能解决
irresoluble	不能解释的
irresoluble	不能解释
achromatous	无色的
achromatous	无色
achromatous	淡色的
achromatous	淡色
essayistic	小品的
essayistic	小品
essayistic	随笔的
essayistic	随笔
clutcher	经常参加咖啡聚会的人
georama	内壁绘有世界地图的空心大圆球
germiculture	细菌培养
disenablement	使不能
disenablement	丧失资格
tmo	telegraph
tmo	money
tmo	order
tmo	电汇票
pedalo	脚踏船
zygodactylous	对趾鸟
zygodactylous	前后有双趾的
zygodactylous	前后有双趾
strobotron	频闪管
subversion	颠覆
thyrotropin	促甲状腺素
thyrotropin	甲状腺刺激激素
calcarious	=calcareous
spirillum	螺旋菌
demivolt	马前足抬起的半转弯
demivolt	半跃
polydipsia	烦渴
centaurae	矢车菊
array	排列
array	编队
array	军队
array	衣服
array	大批
array	部署
array	穿着
array	排列
asciferous	=ascigerous
aquavit	白兰地
aquavit	白兰
aquavit	白兰地烈性酒
hydroacoustic	水底传音的
hydroacoustic	水底传音
hydroacoustic	液压产生声能的
hydroacoustic	液压产生声能
feederliner	支线班机
disunion	分裂
thenceforth	从那时
thenceforth	其后
aminotransferase	转氨酶
orally	口头上地
orally	口头上
orally	口述地
orally	口述
trounce	痛击
cadenza	装饰乐段
cadenza	华彩乐段
sharper	磨具
sharper	削具
sharper	骗子
irrigate	灌溉
irrigate	修水利
irrigate	冲洗伤口
irrigate	使潮湿
irrigate	进行灌溉
leapfrog	跳背游戏交互跃进
leapfrog	竞相提高
leapfrog	跳背
leapfrog	交替前进
leapfrog	跃过
cinquain	五个的一组
cinquain	五行诗
gooney	=gooney
gooney	bird
phanerocrystalline	显晶质的:a～variety
phanerocrystalline	显晶质类
tawny	茶色
tawny	茶色的
tawny	茶色
roentgenoparent	用X光可以看见的
roentgenoparent	用X光可以看见
geodimeter	光速测距仪
geodimeter	光电测距仪
mediant	中音
nematocidal	杀线虫的
nematocidal	杀线虫
kilter	良好状态
kilter	顺利
kilter	平衡
anisotropic	各向异性的
anisotropic	各向异性
lithonephrotomy	肾石切除术
hateful	可恨的
hateful	可恨
hateful	讨厌的
hateful	讨厌
hateful	可恶的
hateful	可恶
sainthood	圣徒的地位
sainthood	圣徒
septemia	=septicaemia
antiphonic	=antiphonal
superficially	浅薄地
superficially	浅薄
perfunctory	马马虎虎的
perfunctory	马马虎虎
meatman	屠夫
meatman	肉商
solder	焊料
solder	焊接
menshevism	旧俄时期之孟什维克党的社会民主主义
manitu	=manitou
anaplasia	退行发育
campus	校园
campus	大学教育
kiloampere	千安培
religiose	笃信宗教的
religiose	笃信宗教
religiose	狂信的
religiose	狂信
sweetmouth	奉承
sweetmouth	讨好
sweetmouth	向……献媚
scientist	科学家
bigotry	固执
bigotry	顽固
forficate	分叉的
forficate	分叉
snitch	告密者
snitch	告发者
snitch	偷
aerobiological	`eErEJ9baIE`lVIkLl/
aerobiological	大气生CdVIkLlI/
aerobiological	大莆镅У
flintily	坚硬地
flintily	坚硬
flintily	无情地
flintily	无情
flintily	冷酷地
flintily	冷酷
farcicality	滑稽
farcicality	谐谑
paniculated	圆锥花的
paniculated	圆锥花
credibly	可信地
credibly	可信
credibly	由可靠方面
maytime	五月时节
egesta	排泄物
exemplum	例证
exemplum	例示
exemplum	说教故事
temptable	可诱惑的
temptable	可诱惑
proletariate	无产阶级
proletariate	劳动阶级
outlast	比……长久
outlast	比……活得长
grammalogue	用简单记号表示的字
grammalogue	其记号
graveside	坟墓边
dunkirk	敦克尔克
dunkirk	狼狈地撤退
meningoencephalitis	脑膜脑炎
justle	拥挤
justle	撞
porphyroid	残斑岩
heterophony	衬腔式复调音乐
heterophony	衬腔式奏法
ferryhouse	渡船船夫的屋
ferryhouse	旅客等渡船的候船室
peyote	仙人掌的一种
ayh	American
ayh	Youth
ayh	Hostels美国青年招待所
tautologize	重复使用同义字
peek	一瞥
peek	匆忙看过
peek	偷看
telecamera	电视摄影机
telecamera	远距离撮影机
bantin	=banteng
rebus	画谜
pasteboard	纸板
pasteboard	纸牌
pasteboard	纸板做的
pasteboard	纸板做
pasteboard	不坚实的
pasteboard	不坚实
operatise	=operatize
gimel	希伯来文第三个字母
aecium	锈子器
budding	萌芽的
budding	萌芽
budding	发育的
budding	发育
budding	少壮的
budding	少壮
budding	发芽
invigorator	补药
invigorator	强壮剂
spry	充满生气的
spry	充满生气
spry	活泼的
spry	活泼
spry	敏捷的
spry	敏捷
spry	美国Spry在线服务公司
chic	别致的款式
chic	别致的
chic	别致
minicalculator	袖珍电子计算器
reattempt	再尝试
reattempt	重新尝试
reattempt	再尝试
rhonchus	鼻音
erotogenesis	性冲动发生
rudy	鲁迪
inflation	胀大
inflation	夸张
inflation	通货膨胀
inflation	暴涨
dulcite	卫矛醇
dulcite	己六醇
flyway	候鸟迁徙所经的路径
trifilar	三股的
trifilar	三股
trifilar	三点的
trifilar	三点
diester	二酯
kalimpong	噶伦堡
