synclinal	倾斜
cephalopodous	头足类的
cephalopodous	头足类
hyperplastic	增生的
hyperplastic	增生
hyperplastic	数量性肥大的
hyperplastic	数量性肥大
bice	灰蓝色
bice	绿色
salopian	Shropshire人或居民
salopian	Shropshire地方的或人的
salopian	Shropshire地方的或人
receptorology	受体学
topotype	地模标本
fencelessness	没有围墙
dedalian	=Daedalian
ccsa	Common
ccsa	control
ccsa	switching
ccsa	arrangement
ccsa	公共控制交换设备
tauromorphic	牛形的
tauromorphic	牛形
trochus	圆锥形螺壳
godfrey	男人名
hirudin	水蛭素
stakhanovite	斯达汉诺夫运动的
stakhanovite	斯达汉诺夫运动
tzaritza	=czaritza
chymotrypsinogen	胰凝乳蛋白酶原
chymotrypsinogen	糜蛋白酶原
antibiotic	抗生素
antibiotic	抗生的
antibiotic	抗生
hopbind	忽布的缠绕茎
yeast	酵母
yeast	发酵粉
observatory	天文台
observatory	气象台
limit	界限
limit	限度
limit	限制
limit	限制
limit	限定
twill	斜纹织物
twill	把……织成斜纹
twill	斜纹织物的
twill	斜纹织物
afc	A
afc	F
afc	C
afc	自动频率控制
triunitarian	=Trinitarian
agrobiology	土壤生物学
agrobiology	农业生物学
wagonlit	欧洲大陆的铁路卧车
edgeways	以刃向外
edgeways	从旁边
coniology	=koniology
plane	平面
plane	飞机
plane	水平
plane	程度
plane	刨
plane	平的
plane	平
plane	平面的
plane	平面
plane	刨
plane	刨平
oblatory	奉献的
oblatory	奉献
oblatory	供奉物的
oblatory	供奉物
latten	黄铜薄片
latten	镀锡铁板
latten	薄金属片
aragon	西班牙北部地方
voltmeter	伏特计
impervious	不让进入
impervious	不会受到损伤的
impervious	不会受到损伤
impervious	密封的
impervious	密封
impervious	不受影响的
impervious	不受影响
hamburger	碎牛肉
hamburger	牛肉饼
hamburger	汉堡包
polymastigote	多鞭毛的
polymastigote	多鞭毛
overfull	太满的
overfull	太满
overfull	过多的
overfull	过多
overfull	过度
unleash	释放
dziggetai	骞驴
tapper	轻敲者
tapper	电报键
brink	边缘
blodge	斑点
blodge	污点
sensation	感觉
sensation	感情
sensation	感动
sensation	耸人听闻的
sensation	耸人听闻
riverboat	内河船
mbabane	姆巴巴纳
bastardly	庶生的
bastardly	庶生
bastardly	假冒的
bastardly	假冒
literal	文字的
literal	文字
literal	照字面上的
literal	照字面上
literal	无夸张的
literal	无夸张
liftgate	提升式门
felwort	龙胆科的植物
stationmaster	站长
endometria	endometrium的复数
outroot	根绝
alguazil	警察
unconfirmed	未经认可的
unconfirmed	未经认可
unconfirmed	未经证实的
unconfirmed	未经证实
cladistic	进化枝的
cladistic	进化枝
flabellinerved	神经呈扇形排列的
flabellinerved	神经呈扇形排列
abstinency	禁欲
abstinency	自制
idiophone	非膜质打击乐器
idiophone	如三角铁
featherlike	轻如羽毛的
featherlike	轻如羽毛
featherlike	像羽毛的
featherlike	像羽毛
ananda	完美的祝福
microprogrammable	可编微程序的
microprogrammable	可编微程序
filariae	丝虫属
centering	置于中心
centering	定中心
eutrophied	超营养作用的
eutrophied	超营养作用
fico	无价值的东西
monroe	门罗
apoise	准备好的
apoise	准备好
intruder	入侵者
paraparesis	下身轻瘫
paraparesis	下肢轻瘫
abeokuta	阿贝奥库塔
philanthropist	慈善家
sitar	锡塔尔琴
evangelism	福音传道
evangelism	福音主义
evangelism	福音传道者的工作
cleistogamous	闭花受胎的
cleistogamous	闭花受胎
cleistogamous	闭花受精的
cleistogamous	闭花受精
inscriptionless	无碑铭的
inscriptionless	无碑铭
inscriptionless	无题字的
inscriptionless	无题字
beach	海滩
paratrooper	伞兵
physicianship	医生的职位
rummery	酒店
vein	血管
vein	静脉
vein	叶脉
vein	翅脉
vein	矿脉
vein	纹理
vein	性情
vein	心绪
vein	使成脉络
vein	象脉络般分布于
reperusal	再读
reperusal	重新细读
mnemosyne	摩涅莫辛涅
sulphurator	硫化器
sulphurator	硫磺漂白器
sulphurator	硫磺熏蒸器
gossamer	小蜘蛛网
gossamer	蛛丝
gossamer	薄纱
gossamer	轻而弱者
gossamer	薄弱的
gossamer	薄弱
gossamer	轻飘飘的
gossamer	轻飘飘
impenetrability	不能贯穿
impenetrability	深奥
impenetrability	不可测知
controversial	争论的
controversial	争论
controversial	争议的
controversial	争议
overfly	飞跃
microblade	薄刀片
crassamentum	半凝之血
bangle	手镯
bangle	脚镯
nemoricolous	生长在树丛中的
nemoricolous	生长在树丛中
disclose	揭露
disclose	透露
tackify	使有黏性
tackify	增强……的黏着性
tackify	使更黏
myology	肌肉学
myology	肌肉系统
minimi	minimus
minimi	的复数
selectman	行政委员
dripstone	滤石
benzomorphan	镇痛药
aeromechanical	航空力学的
aeromechanical	航空力学
unpitying	无同情心的
unpitying	无同情心
unpitying	无恻隐之心的
unpitying	无恻隐之心
excitosecretory	兴奋分泌
leucemia	白血球过多症
kylie	回飞棒的一种
akin	同族的
akin	同族
akin	类似的
akin	类似
orca	逆戟鲸
orca	类逆戟鲸
orca	魔鬼
orca	兽人
superload	=live
superload	load
epigonus	=epigone
documentary	记录片
documentary	文件的
documentary	文件
documentary	纪录片
documentary	记录片
documentary	文献片
larrikin	恶棍
larrikin	喧闹的
larrikin	喧闹
pileup	连环相撞
pileup	堆积
dismoded	过时的
dismoded	过时
emblematology	徽章学
camorrist	秘密结社党员
slavonian	斯拉夫尼亚人的
slavonian	斯拉夫尼亚人
monoblastic	单核细胞性的
monoblastic	单核细胞性
feasance	履行
autocollimation	自准直仪
invader	侵略者
traditional	传统的
traditional	传统
traditional	惯例的
traditional	惯例
traditional	口传的
traditional	口传
traditional	传说的
traditional	传说
nonresident	不住在任所的
nonresident	不住在任所
nonresident	不住在任所
cribble	粗筛
lithia	氧化锂
macabre	恐怖的
macabre	恐怖
macabre	令人毛骨悚然的
macabre	令人毛骨悚然
macabre	以死亡为主题的
macabre	以死亡为主题
misanthropic	厌恶人类的
misanthropic	厌恶人类
misanthropic	憎恶世人的
misanthropic	憎恶世人
frse	Fellow
frse	of
frse	the
frse	Royal
frse	Society
frse	of
frse	Edinburgh爱丁堡皇家学会会员
rhombohedral	斜方六面体的
rhombohedral	斜方六面体
rhombohedral	菱形的
rhombohedral	菱形
maoritanga	毛利人文化和风俗习惯
grotesque	奇形怪状的
grotesque	奇形怪状
grotesque	奇异
grotesque	奇形怪状的人
grotesque	奇异风格
primer	初级读本
primer	雷管
chromophilia	易染性
cerebrocentric	大脑中枢的
cerebrocentric	大脑中枢
cerebrocentric	人格控制集中于脑的
cerebrocentric	人格控制集中于脑
haemolyze	发生溶血
haemolyze	使溶解
inauthenticity	不真实
inauthenticity	伪造
horsepond	饮马池
horsepond	洗马池
celoscope	n
celoscope	腹腔镜
idiodynamics	意念控制
pacificator	平定者
pacificator	抚慰者
pacificator	调节者
superexcellent	卓越的
superexcellent	卓越
superexcellent	极好的
superexcellent	极好
superexcellent	绝佳的
superexcellent	绝佳
undirected	未受指导的
undirected	未受指导
undirected	无收件人姓名的
undirected	无收件人姓名
caveat	中止诉讼手续的申请
caveat	警告
caveat	告诫
ascensiontide	升天节
outvote	以票数胜过
messaline	柔软丝织品
carte	菜单
lawd	上帝
dodgy	躲闪的
dodgy	躲闪
dodgy	善于骗人的
dodgy	善于骗人
dodgy	会推托的
dodgy	会推托
reprographic	复印的
reprographic	复印
hydroxyketone	醇酚
hydroxyketone	羟基酮
amentia	智力缺陷
synangium	聚合囊
galoisian	伽罗瓦的
galoisian	伽罗瓦
epineurium	神经外膜
epineurium	神经外衣
jorum	大碗型酒杯
jorum	一大酒杯
membership	成员资格
membership	成员人数
disoperation	侵害作用
hypodorian	副多里亚调的
hypodorian	副多里亚调
gaolbird	囚犯
gaolbird	流氓
amelioration	改善
amelioration	改进
armet	头盔
usac	United
usac	States
usac	Auto
usac	Club
usac	美国汽车俱乐部
appassionata	热情的
appassionata	热情
uncertainty	无常
uncertainty	不确定
uncertainty	不可靠
uncertainty	半信半疑
conger	康吉鳗科康吉鳗
piezoelectricity	压电
slither	不稳地滑动
slither	使滑动
harvestry	收割
geopolitician	地缘政治学者
mocker	嘲弄者
mocker	模仿者
adidas	阿迪达斯运动服
incurable	不能治愈的
incurable	不能治愈
horoscope	占星
horoscope	诞生时的星位
taxing	繁重的
taxing	繁重
taxing	费力的
taxing	费力
nonpersistent	非持久的
nonpersistent	非持久
nonpersistent	非持续的
nonpersistent	非持续
manageable	易处理的
manageable	易处理
manageable	易管理的
manageable	易管理
manageable	便于管理的
manageable	便于管理
habilatory	服饰的
habilatory	服饰
habilatory	衣服的
habilatory	衣服
venostasis	静脉郁滞
rapine	抢夺
rapine	掠夺
fogdrop	雾滴
taoist	道士
taoist	道教信徒
taoist	道教的
taoist	道教
chastise	严惩
chastise	惩罚
inoperable	不宜动手术的
inoperable	不宜动手术
inoperable	手术不能治愈的
inoperable	手术不能治愈
friability	脆弱
friability	易碎性
crumbly	易碎的
crumbly	易碎
crumbly	脆的
crumbly	脆
unasked	未经要求的
unasked	未经要求
geomedical	风土医学的
geomedical	风土医学
diphenyl	联苯
diphenyl	苯基苯
bim	British
bim	Institute
bim	of
bim	Management
bim	英国管理学会
bim	巴巴多斯人
paramedian	正中旁的
paramedian	正中旁
paramedian	靠近中央的
paramedian	靠近中央
yi	彝语
yi	彝人
dementia	痴呆
loose	解放
loose	放任
loose	放纵
loose	宽松的
loose	宽松
loose	不精确的
loose	不精确
loose	不牢固的
loose	不牢固
loose	散漫的
loose	散漫
loose	自由的
loose	自由
loose	释放
loose	放枪
loose	开船
loose	变松
loose	开火
loose	松散地
loose	松散
swiftlet	金丝燕
fishkill	鱼殇
fishkill	鱼难
evidential	证据的
evidential	证据
evidential	可作证据的
evidential	可作证据
evidential	提供证据的
evidential	提供证据
geomorphic	似地球形状的
geomorphic	似地球形状
rejoneador	马背斗牛士
befell	降临
befell	发生
befell	落到
vitrifiable	可玻璃化的
vitrifiable	可玻璃化
indubitability	毋庸置疑
indubitability	明确无疑
ocs	Officer
ocs	Candidate
ocs	School
ocs	候补军官学校
rout	溃退
rout	击溃
extravaganza	内容狂妄的作品
extravaganza	狂妄的言行
rehandle	重新处理
logograph	语标
logograph	略字
doomed	命定的
doomed	命定
indetectable	不可察觉的
indetectable	不可察觉
indetectable	不易发现的
indetectable	不易发现
ble	Brotherhood
ble	of
ble	Locomotive
ble	Engineers
ble	火车司机兄弟会
superheterodyne	/
superheterodyne	超daIn/
superheterodyne	超屯獠钍绞找艋
flatten	变平
flatten	变单调
flatten	使平
flatten	变平
flatten	打倒
flatten	使失去光泽
unskillful	不熟练的
unskillful	不熟练
unskillful	不灵巧的
unskillful	不灵巧
unskillful	笨拙的
unskillful	笨拙
technics	工艺
technics	学术语
ballotage	决选投票
foreworld	洪荒世界
foreworld	史前世界
thornback	刺鱼
worrier	担心的人
worrier	发愁的人
ramshackle	摇摇欲坠的
ramshackle	摇摇欲坠
enactment	设定
enactment	制定
dunce	劣学生
dunce	傻瓜
locator	表示位置之物
locator	土地
locator	土
elastomer	弹性体
elastomer	人造橡胶
autocorrelator	自相关器
jewelweed	凤仙花科凤仙花属植物
dickens	魔鬼
chronotron	瞬间计时器
cession	割让
cession	转让
cession	让与债权
inconveniently	不方便地
inconveniently	不方便
extrovertive	偏向于外向的
extrovertive	偏向于外向
ingenious	机灵的
ingenious	机灵
ingenious	有独创性的
ingenious	有独创性
ingenious	精制的
ingenious	精制
ingenious	具有创造才能
krakatau	喀拉喀托火山
whopper	特大物
whopper	弥天大谎
jesuitically	阴险地
jesuitically	阴险
jesuitically	耶稣会地
jesuitically	耶稣会
clarice	克拉丽斯
frad	Frame
frad	Relay
frad	Access
frad	Device
frad	帧中继访问设备
interfinger	相互贯穿
interfinger	互相楔接
chemisorb	用化学方法吸收
ditheism	善恶二神论
discerning	有辨识能力的
discerning	有辨识能力
parochiaid	政府给予教会学校的资助
maytide	五月时节
recollected	冷静的
recollected	冷静
recollected	镇定的
recollected	镇定
recollected	被回忆起的
recollected	被回忆起
recollected	沉思默想的
recollected	沉思默想
rupee	卢比
rupee	一卢比银币
farrago	混杂
farrago	混杂物
synchronization	同一时刻
synchronization	同步
endomysium	肌内膜
endomysium	肌纤维衣
sibilant	咝咝作声的
sibilant	咝咝作声
sibilant	齿擦音
torsel	=tassel
crucifixion	刑罚
crucifixion	磨难
transgress	违反
transgress	犯罪
transgress	侵犯
transgress	越界
transgress	违法
bvm	Blessed
bvm	Virgin
bvm	Mary圣母马利亚
psalmodist	唱圣歌的人
psalmodist	赞美诗作者
coagulen	凝血剂
coagulen	可阿古连
appulse	趋向
appulse	撞击
rentalsman	租金监督官
equipartition	均分
treasonous	叛逆的
treasonous	叛逆
treasonous	不忠的
treasonous	不忠
wale	条痕
wale	选择
wale	使有鞭条痕
wale	挑选
wale	挑选
typhus	斑疹伤寒症
scavenger	清道夫
scavenger	食腐动物
geophysicist	地球物理学者
capsizal	倾覆
discommendable	反对的
discommendable	反对
discommendable	不赞成的
discommendable	不赞成
skylarker	爱胡闹的人
skylarker	疯狂玩乐的人
plumpish	较丰满的
plumpish	较丰满
inspan	套轭于
inspan	套牛马于车
inspan	把牲口套于车上
countrymen	同胞
countrymen	同国人
countrymen	同乡
countrymen	乡下人
countrymen	农民
osteitis	骨炎
angry	生气的
angry	生气
angry	愤怒的
angry	愤怒
angry	狂暴的
angry	狂暴
fennelflower	黑种草
spectrotype	抗原谱
ionophone	离子扬声器
ionophone	阴极送话器
landskip	陆上景色
landskip	山水
agonist	收缩筋
rituality	墨守仪式
rituality	仪式性
addie	艾迪
pauline	使徒保罗的
pauline	使徒保罗
tappit	有顶饰的
tappit	有顶饰
tappit	有冠的
tappit	有冠
senarmontite	方锑矿
helianthus	向日葵
helianthus	向日葵属的植物
lease	租借
lease	租约
lease	租赁物
lease	租期
lease	延续的一段时间
lease	出租
lease	租出
lease	租得
lease	租
esophagoscope	食管镜
moshav	莫夏夫
elucubrate	努力作出
elucubrate	精心表达出
outact	行动上胜过
gonfalonier	旗手
gonfalonier	中世纪意大利都市国家的行政长官
knighthood	骑士的地位、身份
unforgiving	不可宽恕的
unforgiving	不可宽恕
unforgiving	不能原谅的
unforgiving	不能原谅
brusquely	唐突地
brusquely	唐突
brusquely	粗率地
brusquely	粗率
veiled	以面罩遮掩的
veiled	以面罩遮掩
veiled	隐藏的
veiled	隐藏
therefrom	从那里
therefrom	从此
freshman	新生
freshman	大学一年级学生
scaphoid	船状的
scaphoid	船状
scaphoid	舟骨
pushiness	粗鲁
pushiness	一意孤行
digitize	将资料数字化
demoded	过时的
demoded	过时
demoded	不合时宜的
demoded	不合时宜
cissoidal	凹边的
cissoidal	凹边
cissoidal	蔓叶线的
cissoidal	蔓叶线
exstrophy	外翻
sicklebill	弯嘴鸟
symplesite	砷铁矿
advertising	广告业
advertising	广告
advertising	广告的
advertising	广告
moabitess	摩押族的妇女
antitragus	对耳屏
erin	Ireland的诗名
pristine	质朴的
pristine	质朴
patroon	在纽约州和新泽西州的大庄园主
preconcerted	预定的
preconcerted	预定
preconcerted	事先计划的
preconcerted	事先计划
mediatise	=mediatize
catchword	口号
catchword	流行语
catchword	标字
lever	杆
lever	杠杆
lever	控制杆
lever	抬起
keet	珍珠鸡
tivy	向前冲
tivy	向前奔
fluvialist	河成论者
boldness	大胆
boldness	冒失
boldness	勇敢
kinda	有一点
kinda	有几分
heritability	遗传可能性
turnverein	体育协会
erlang	厄兰
erlang	占线小时
pantopragmatic	爱管闲事的
pantopragmatic	爱管闲事
pantopragmatic	爱管闲事的人
comfit	糖果
comfit	酒馅的巧克力
fluidounce	液量盎斯
thixotropic	触变的
thixotropic	触变
thixotropic	具有触变作用的
thixotropic	具有触变作用
thixotropic	摇溶的
thixotropic	摇溶
passiveness	被动
passiveness	顺从
nongovernment	非政府的
nongovernment	非政府
nongovernment	非政治的
nongovernment	非政治
immunoassay	免疫测定
jibe	嘲笑
jibe	与……一致
jibe	使转向
jibe	嘲笑
